Closest approaches at Tevis Pl; PA (lat: 37.450204, long: -122.143786, elevation: 26), 20180704
Flights within 5 miles and 10 < altitude < 15000 feet
Tevis Pl; PA	52.6	42.2	49.8	46.2	57.6	8.5	6.1	4.6	3.6	2.9	2.5	0.7	0.7	0.5	0.3	0.2	0.2	9.3	6.4	5.0	4.3	3.4	3.0	10.7	8.2	6.2	4.7	3.9	3.4	13.3	9.0	6.7	5.0	4.0	3.5
icao (seg #)	Flight_ID	Date/Time	Gnd Dist	rca_dist	rca_time	rca_lat	rca_lon	rca_fract	dp_theta	rca_alt	rca_speed	rca_vert_rate	rca_trk	rca_snd_arr	SEL
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 07:42:29	2.85	2.85	1530715349.5	37.463379	-122.094587	-8.05	64.23	650	160	387	150	07:42:42	1.242883e+05
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 07:46:51	1.72	1.73	1530715611.4	37.464676	-122.118147	-0.50	88.65	382	79	496	326	07:46:59	2.810849e+06
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 07:49:39	3.00	3.00	1530715779.0	37.4631	-122.091602	0.00	90.00	625	109	-192	151	07:49:53	1.347806e+05
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 07:51:33	1.99	1.99	1530715893.9	37.446201	-122.107902	-0.85	48.97	50	-12	-396	266	07:51:43	1.000000e+00
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 07:54:28	1.77	1.77	1530716068.0	37.4685	-122.121277	-2.81	66.22	525	94	-324	351	07:54:36	2.142778e+06
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 07:55:37	2.60	2.60	1530716137.1	37.478089	-122.111903	-0.56	84.66	725	38	71	84	07:55:49	8.819967e+05
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:00:03	1.65	1.65	1530716403.1	37.460156	-122.116454	-0.46	88.97	186	69	154	306	08:00:10	3.867281e+06
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:02:58	2.84	2.84	1530716578.8	37.471533	-122.099541	0.19	90.00	660	75	-192	122	08:03:12	2.716035e+05
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:04:43	1.88	1.88	1530716683.2	37.454487	-122.109873	0.00	90.00	25	59	-384	286	08:04:52	2.643770e+06
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:07:33	1.78	1.78	1530716853.3	37.468686	-122.121098	-2.76	75.87	400	63	1136	341	08:07:41	3.106155e+06
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:08:54	2.52	2.53	1530716934.4	37.47398	-122.108826	0.15	90.00	743	62	64	127	08:09:06	6.299545e+05
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:13:20	1.66	1.66	1530717200.4	37.461465	-122.117091	-0.18	89.40	273	72	693	298	08:13:28	3.622683e+06
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:15:32	2.77	2.78	1530717332.3	37.473993	-122.103006	-0.56	87.03	725	63	-164	112	08:15:45	3.660355e+05
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:19:20	1.72	1.72	1530717560.9	37.466684	-122.120202	0.00	90.00	375	71	832	326	08:19:28	3.143809e+06
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:20:39	2.59	2.60	1530717639.0	37.477717	-122.111604	-0.04	89.56	750	37	67	83	08:20:51	9.019276e+05
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:22:05	0.86	0.86	1530717725.8	37.462102	-122.139316	0.28	90.00	149	149	-464	203	08:22:09	1.310894e+07
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:24:40	1.80	1.81	1530717880.7	37.469105	-122.121098	-1.47	75.78	500	69	1496	347	08:24:49	2.687232e+06
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:26:02	2.60	2.60	1530717962.7	37.47261	-122.105711	0.03	90.00	748	68	123	118	08:26:14	4.853515e+05
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:29:50	1.71	1.71	1530718190.7	37.465288	-122.119008	0.00	90.00	300	76	832	324	08:29:58	3.012591e+06
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:31:13	2.55	2.56	1530718273.3	37.472782	-122.106887	-3.94	74.65	750	43	504	97	08:31:25	8.415786e+05
ICAO: a84abd (0)	Flight ID: ASA1593	07/04/18 07:07:11	0.34	1.02	1530713231.8	37.45459	-122.146697	-0.69	72.48	5075	259	-684	344	07:07:16	4.874070e+06
ICAO: aa7e56 (2)	Flight ID: UAL390	07/04/18 12:31:22	2.50	2.64	1530732682.1	37.470476	-122.106079	0.03	90.00	4521	201	-894	328	12:31:34	1.534005e+05
ICAO: a600e4 (0)	Flight ID: Other	07/04/18 07:12:58	0.46	0.98	1530713578.8	37.456396	-122.147071	-0.40	63.60	4600	276	-1190	345	07:13:03	5.001946e+06
ICAO: a600e4 (2)	Flight ID: Other	07/04/18 11:47:48	1.78	1.86	1530730068.0	37.451881	-122.111425	-0.36	84.90	2925	189	0	329	11:47:56	8.663246e+05
ICAO: a2dc02 (0)	Flight ID: N28338	07/04/18 07:08:41	1.71	1.71	1530713321.7	37.464249	-122.118063	0.00	90.00	100	84	1536	325	07:08:49	2.731901e+06
ICAO: a2dc02 (1)	Flight ID: N28338	07/04/18 11:49:01	2.32	2.32	1530730141.7	37.465897	-122.106375	-2.12	79.16	800	69	-599	150	11:49:12	8.670914e+05
ICAO: ac735b (2)	Flight ID: SKW5195	07/04/18 15:55:51	0.26	0.90	1530744951.4	37.453674	-122.141847	-0.19	80.37	4575	231	-1600	354	15:55:55	7.512546e+06
ICAO: ~2b0408 (0)	Flight ID: Other	07/04/18 07:13:20	2.95	3.06	1530713600.2	37.491217	-122.158774	0.00	90.00	4400	250	-640	346	07:13:34	5.148790e+04
ICAO: aa630b (1)	Flight ID: TAI564	07/04/18 19:21:59	0.06	0.83	1530757319.3	37.450547	-122.144812	0.17	90.02	4415	261	-1311	346	19:22:03	8.038572e+06
ICAO: a1c229 (0)	Flight ID: CPZ6034	07/04/18 07:22:56	0.09	0.88	1530714176.1	37.450377	-122.145377	0.43	90.01	4625	237	-1070	343	07:23:00	7.848878e+06
ICAO: a1c229 (2)	Flight ID: CPZ6045	07/04/18 16:28:11	0.39	0.96	1530746891.9	37.453182	-122.149763	0.01	90.02	4674	205	-1026	24	16:28:16	7.136340e+06
ICAO: ab7e23 (1)	Flight ID: N84GN	07/04/18 11:45:41	3.57	3.59	1530729941.3	37.430511	-122.203908	-0.11	89.40	2350	106	1095	156	11:45:58	4.222495e+04
ICAO: ab7e23 (1)	Flight ID: N84GN	07/04/18 11:48:01	4.74	4.78	1530730081.4	37.402349	-122.205764	0.00	90.00	3150	125	640	144	11:48:23	3.578401e+03
ICAO: ab7e23 (2)	Flight ID: N84GN	07/04/18 19:35:57	4.24	4.25	1530758157.9	37.465439	-122.218693	-1.08	83.02	1350	152	-315	26	19:36:17	8.192582e+03
ICAO: a50e6a (0)	Flight ID: N425CF	07/04/18 07:19:50	1.69	1.69	1530713990.8	37.465897	-122.120108	0.00	90.00	125	109	1728	319	07:19:58	2.206418e+06
ICAO: a6ac39 (0)	Flight ID: ASA1921	07/04/18 07:28:03	0.05	0.75	1530714483.7	37.450219	-122.144712	0.18	90.01	3987	256	-665	345	07:28:07	1.041901e+07
ICAO: ab0158 (0)	Flight ID: Other	07/04/18 07:30:01	0.77	1.05	1530714601.9	37.447023	-122.157166	0.23	90.01	3811	240	-983	333	07:30:06	4.823091e+06
ICAO: ab0158 (1)	Flight ID: Other	07/04/18 17:18:22	1.38	1.65	1530749902.8	37.464183	-122.161796	0.33	90.01	4776	196	-1942	89	17:18:30	1.351432e+06
ICAO: ~2b08fc (1)	Flight ID: Other	07/04/18 13:48:30	0.84	1.32	1530737310.4	37.442683	-122.131671	0.45	90.02	5414	228	-1675	38	13:48:36	2.511671e+06
ICAO: ~2b08fc (1)	Flight ID: Other	07/04/18 13:48:45	0.83	1.25	1530737325.7	37.456489	-122.13089	-0.17	84.45	4975	229	-1719	18	13:48:51	2.997480e+06
ICAO: ab7080 (0)	Flight ID: ASA1740	07/04/18 07:36:44	0.29	0.87	1530715004.7	37.447303	-122.139859	0.25	90.01	4363	250	-1056	54	07:36:48	7.510309e+06
ICAO: ab7080 (2)	Flight ID: ASA1806	07/04/18 14:28:37	4.76	4.83	1530739717.4	37.517761	-122.126712	-1.51	78.94	4400	212	330	276	14:29:00	1.912376e+03
ICAO: ab7080 (4)	Flight ID: ASA1758	07/04/18 21:08:56	3.02	3.20	1530763736.3	37.432907	-122.093148	0.49	90.01	5553	194	-1236	26	21:09:11	5.044285e+04
ICAO: ab7080 (4)	Flight ID: ASA1758	07/04/18 21:09:51	3.58	3.66	1530763791.4	37.47767	-122.088437	-0.03	89.67	4025	187	-914	330	21:10:08	2.098014e+04
ICAO: ad19f2 (3)	Flight ID: Other	07/04/18 20:05:48	0.65	1.13	1530759949.0	37.447491	-122.15519	0.02	90.01	4915	196	-1246	85	20:05:54	4.732979e+06
ICAO: a923ef (2)	Flight ID: UAL643	07/04/18 20:46:21	1.88	2.20	1530762381.5	37.441818	-122.111109	-0.11	88.08	6050	219	-1381	22	20:46:31	3.539950e+05
ICAO: a923ef (2)	Flight ID: UAL643	07/04/18 21:03:12	0.03	0.88	1530763392.5	37.450203	-122.143148	0.06	90.01	4693	197	-828	113	21:03:16	9.187797e+06
ICAO: ac8364 (0)	Flight ID: Other	07/04/18 07:40:52	0.08	0.77	1530715252.9	37.451322	-122.143906	-0.11	86.11	4075	271	-1536	347	07:40:56	9.302932e+06
ICAO: a2d745 (1)	Flight ID: ASA1050	07/04/18 21:58:57	1.90	2.04	1530766737.3	37.435363	-122.114626	0.33	90.00	3942	245	-515	38	21:59:06	4.512895e+05
ICAO: ab856c (0)	Flight ID: ASA1949	07/04/18 07:42:22	0.07	0.92	1530715342.9	37.450237	-122.145071	0.05	90.01	4870	234	-701	346	07:42:27	7.022720e+06
ICAO: a73a47 (0)	Flight ID: JBU1136	07/04/18 07:47:43	0.10	0.96	1530715663.6	37.451294	-122.14512	-0.06	87.00	5075	250	-1008	345	07:47:48	5.841422e+06
ICAO: a73a47 (2)	Flight ID: JBU2136	07/04/18 16:24:01	0.77	1.13	1530746641.7	37.458481	-122.153301	-0.27	80.34	4400	229	-883	42	16:24:07	4.041419e+06
ICAO: 8004da (0)	Flight ID: AIC173	07/04/18 07:49:52	4.40	4.48	1530715792.8	37.509512	-122.114351	0.00	90.00	4425	192	-1536	300	07:50:13	4.118944e+03
ICAO: a5521c (0)	Flight ID: ASA364	07/04/18 07:54:03	2.98	3.10	1530716043.1	37.424149	-122.10059	-0.29	86.54	4675	209	-2181	29	07:54:17	5.690936e+04
ICAO: aad3a0 (2)	Flight ID: SKW5416	07/04/18 11:25:39	0.08	0.85	1530728739.8	37.450903	-122.144862	-0.06	87.42	4500	229	-434	346	11:25:43	8.697073e+06
ICAO: aad3a0 (4)	Flight ID: SKW5697	07/04/18 19:27:19	0.24	0.85	1530757639.0	37.449837	-122.148229	0.10	90.01	4335	241	-1267	349	19:27:23	8.239270e+06
ICAO: a6f96c (0)	Flight ID: Other	07/04/18 08:04:17	4.44	4.46	1530716657.2	37.424508	-122.069629	-5.96	48.84	2450	245	-129	246	08:04:38	3.347895e+03
ICAO: a2491b (0)	Flight ID: N2463S	07/04/18 08:00:22	2.02	2.03	1530716422.1	37.47511	-122.124501	0.00	90.00	850	80	1152	338	08:00:31	1.423076e+06
ICAO: a954e4 (0)	Flight ID: N700DL	07/04/18 08:11:24	1.03	1.05	1530717084.6	37.45792	-122.127788	0.14	90.00	1097	112	-183	150	08:11:29	1.036773e+07
ICAO: a954e4 (1)	Flight ID: N700DL	07/04/18 09:29:45	1.96	1.96	1530721785.0	37.454348	-122.10838	0.00	90.00	100	64	-576	322	09:29:54	2.042766e+06
ICAO: a3a084 (0)	Flight ID: Other	07/04/18 08:15:35	1.70	1.86	1530717335.6	37.460236	-122.172148	-0.49	72.59	3925	165	-1072	65	08:15:44	1.002259e+06
ICAO: ab81b5 (1)	Flight ID: ASA1273	07/04/18 15:58:01	0.16	0.93	1530745081.0	37.451935	-122.145704	-0.20	81.74	4875	204	571	346	15:58:05	7.770262e+06
ICAO: c01aa7 (0)	Flight ID: Other	07/04/18 08:22:55	0.05	0.93	1530717775.3	37.449763	-122.143044	0.39	90.01	4951	224	-284	100	08:22:59	7.028022e+06
ICAO: a2db21 (0)	Flight ID: Other	07/04/18 08:18:08	4.03	4.07	1530717488.4	37.506579	-122.162476	0.00	90.00	3275	226	-1152	347	08:18:27	7.701274e+03
ICAO: a09fc4 (0)	Flight ID: UAL858	07/04/18 08:23:53	4.16	4.38	1530717833.9	37.390091	-122.139159	-0.17	88.44	7225	222	-950	93	08:24:14	4.347854e+03
ICAO: a09fc4 (0)	Flight ID: UAL858	07/04/18 08:25:45	2.87	3.03	1530717945.1	37.474069	-122.100947	0.08	90.00	5239	215	-991	326	08:25:59	6.358702e+04
ICAO: a4ac26 (0)	Flight ID: N40VC	07/04/18 08:24:33	0.95	1.12	1530717873.2	37.437729	-122.136562	-0.42	73.14	3175	227	-1660	85	08:24:38	4.214243e+06
ICAO: a19ecf (1)	Flight ID: SKW5966	07/04/18 10:37:57	1.59	1.79	1530725877.7	37.453882	-122.115127	-0.17	85.91	4375	243	-1119	8	10:38:06	7.852594e+05
ICAO: a02dda (0)	Flight ID: SKW5358	07/04/18 08:29:05	1.29	1.63	1530718145.3	37.454065	-122.120813	0.08	90.01	5317	212	-763	354	08:29:12	1.298426e+06
ICAO: aa159e (2)	Flight ID: Other	07/04/18 21:04:47	3.91	4.01	1530763487.3	37.423716	-122.080795	-0.08	89.06	4625	214	-709	33	21:05:06	9.280224e+03
ICAO: aa159e (2)	Flight ID: Other	07/04/18 21:06:22	4.70	4.76	1530763582.0	37.505881	-122.094528	-2.05	77.64	3900	192	-195	339	21:06:44	2.431367e+03
ICAO: aa159e (2)	Flight ID: Other	07/04/18 21:06:49	4.73	4.78	1530763609.8	37.515983	-122.119904	-0.95	83.25	3625	182	111	318	21:07:12	2.465614e+03
ICAO: a2e621 (0)	Flight ID: ASA1923	07/04/18 08:27:57	0.23	0.88	1530718077.1	37.449619	-122.147833	0.22	90.01	4528	210	-562	344	08:28:01	8.684237e+06
ICAO: a2e621 (2)	Flight ID: ASA1285	07/04/18 19:18:27	0.40	1.02	1530757107.8	37.455512	-122.146832	-0.48	67.89	4950	254	276	343	19:18:32	4.971715e+06
ICAO: a504b8 (0)	Flight ID: N422TB	07/04/18 08:26:02	1.70	1.70	1530717962.3	37.464822	-122.118769	0.00	90.00	100	89	1472	322	08:26:10	2.629572e+06
ICAO: c03f02 (1)	Flight ID: WJA1776	07/04/18 21:12:04	3.50	3.58	1530763924.4	37.475777	-122.088623	0.23	90.00	3900	182	-49	330	21:12:21	2.527335e+04
ICAO: a0b333 (0)	Flight ID: SKW5884	07/04/18 08:33:34	0.30	0.80	1530718414.4	37.454498	-122.143191	-0.32	72.15	3950	235	-1495	30	08:33:38	9.836994e+06
ICAO: a0b333 (1)	Flight ID: SKW5682	07/04/18 09:30:05	2.11	3.37	1530721805.2	37.420132	-122.150116	-0.29	84.31	13925	348	1582	105	09:30:21	1.990343e+04
ICAO: a1c997 (0)	Flight ID: CPZ6011	07/04/18 08:33:03	4.15	4.17	1530718383.9	37.417831	-122.080137	-0.50	85.63	2500	199	-863	24	08:33:23	7.201341e+03
ICAO: aa8864 (4)	Flight ID: Other	07/04/18 18:36:42	0.21	0.84	1530754602.9	37.453226	-122.144623	-0.21	77.29	4292	254	-1714	345	18:36:46	8.217994e+06
ICAO: acbfcf (0)	Flight ID: Other	07/04/18 08:36:36	0.82	0.95	1530718596.1	37.45891	-122.153878	-0.65	35.68	2625	164	-2235	95	08:36:40	9.090632e+06
ICAO: ab4c9f (0)	Flight ID: Other	07/04/18 08:39:46	3.20	3.35	1530718786.8	37.404816	-122.132203	0.00	90.00	5200	275	-1536	342	08:40:02	2.654579e+04
ICAO: ~2b0263 (2)	Flight ID: Other	07/04/18 09:08:39	1.71	1.71	1530720519.2	37.468593	-122.122889	0.00	90.00	250	62	640	323	09:08:47	3.707821e+06
ICAO: ~2b0436 (0)	Flight ID: Other	07/04/18 08:36:13	1.99	2.09	1530718573.1	37.471805	-122.16779	0.00	90.00	3325	227	-2496	50	08:36:22	4.397083e+05
ICAO: ~2b0d32 (0)	Flight ID: Other	07/04/18 08:37:31	1.51	1.75	1530718651.8	37.460586	-122.119486	-0.43	79.42	4650	240	-850	345	08:37:40	8.808599e+05
ICAO: ac8d31 (0)	Flight ID: N908DB	07/04/18 08:40:14	1.71	1.71	1530718814.3	37.464294	-122.11818	0.00	90.00	100	80	640	326	08:40:22	2.891612e+06
ICAO: abf396 (0)	Flight ID: SWA1958	07/04/18 08:46:43	0.13	0.64	1530719203.0	37.451843	-122.144827	-0.06	84.73	3325	250	-2715	346	08:46:45	1.531601e+07
ICAO: abb459 (0)	Flight ID: ASA1742	07/04/18 08:49:24	0.67	1.12	1530719364.1	37.451787	-122.131666	-0.20	81.39	4750	230	-446	18	08:49:29	4.168075e+06
ICAO: abb459 (2)	Flight ID: ASA1752	07/04/18 16:00:36	0.22	0.80	1530745236.3	37.448856	-122.140058	0.45	90.01	4057	237	-1077	33	16:00:40	9.889578e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 08:46:33	0.85	0.87	1530719193.3	37.461502	-122.137815	-0.02	89.54	1000	119	-849	112	08:46:37	1.602142e+07
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 08:52:23	1.71	1.71	1530719543.1	37.464718	-122.118457	0.00	90.00	200	74	768	329	08:52:31	3.092149e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 08:53:45	2.82	2.82	1530719625.1	37.476926	-122.104976	-0.10	89.28	800	108	256	138	08:53:58	1.950748e+05
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 08:58:35	1.73	1.73	1530719915.1	37.465155	-122.118524	-0.14	89.78	261	67	568	325	08:58:43	3.299205e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:00:25	2.41	2.41	1530720025.7	37.469012	-122.106827	-1.82	79.39	800	86	-541	149	09:00:37	5.772252e+05
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:05:25	1.71	1.71	1530720325.7	37.465362	-122.119093	0.23	90.00	200	70	954	324	09:05:33	3.267552e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:11:25	1.72	1.72	1530720685.1	37.46533	-122.118897	-0.32	89.45	250	70	437	328	09:11:33	3.238656e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:13:05	2.35	2.35	1530720785.4	37.471432	-122.110291	-0.16	88.68	700	102	53	141	09:13:16	5.515870e+05
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:17:09	1.73	1.73	1530721029.9	37.465015	-122.118342	0.48	89.99	258	72	454	330	09:17:18	3.034379e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:18:37	2.34	2.34	1530721117.5	37.471387	-122.110544	0.24	90.00	800	102	595	142	09:18:48	5.629705e+05
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:23:04	1.75	1.75	1530721384.9	37.464667	-122.117644	-0.09	89.85	236	72	334	333	09:23:13	2.941898e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:25:15	2.37	2.38	1530721515.9	37.469896	-122.10832	-0.60	85.76	800	97	395	146	09:25:27	5.504009e+05
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:31:15	1.71	1.71	1530721875.8	37.465261	-122.118997	0.02	90.00	192	78	655	324	09:31:23	2.942193e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:33:46	2.38	2.38	1530722026.0	37.471712	-122.109873	-0.22	88.52	800	96	-714	142	09:33:57	5.449316e+05
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:40:15	1.69	1.70	1530722415.7	37.46566	-122.119775	-0.45	89.50	274	75	658	325	09:40:23	3.194608e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:41:55	2.29	2.29	1530722515.9	37.47072	-122.110973	0.04	90.00	800	97	371	142	09:42:06	6.567101e+05
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:45:27	1.69	1.69	1530722727.0	37.465759	-122.120108	-0.31	87.42	300	78	740	318	09:45:34	3.113935e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:46:38	2.45	2.46	1530722798.2	37.47268	-122.109113	0.14	90.01	786	99	-448	141	09:46:49	4.541006e+05
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:52:25	1.70	1.70	1530723145.9	37.46563	-122.11959	-0.31	89.54	195	73	573	321	09:52:33	3.230178e+06
ICAO: a69d5d (0)	Flight ID: ASA1713	07/04/18 09:00:18	0.87	1.19	1530720018.4	37.44588	-122.128811	0.30	90.01	4287	216	-710	23	09:00:24	3.712408e+06
ICAO: a69d5d (4)	Flight ID: ASA1599	07/04/18 20:14:39	1.48	1.71	1530760479.5	37.454773	-122.170131	-0.48	78.51	4550	217	-1472	358	20:14:47	1.064231e+06
ICAO: a5d570 (1)	Flight ID: UAL1687	07/04/18 15:11:19	0.70	1.05	1530742279.9	37.447485	-122.15602	0.41	90.01	4158	213	-1465	330	15:11:24	5.448808e+06
ICAO: a6677d (0)	Flight ID: N511ZZ	07/04/18 08:45:58	4.27	4.29	1530719158.9	37.476414	-122.214422	0.00	90.00	1900	122	1216	171	08:46:19	9.378739e+03
ICAO: a04b92 (0)	Flight ID: SKW5550	07/04/18 08:53:14	4.28	4.34	1530719594.9	37.511307	-122.130452	-2.81	60.42	3575	208	-1460	246	08:53:35	5.031383e+03
ICAO: a50fd7 (0)	Flight ID: N425SW	07/04/18 08:55:45	2.94	2.94	1530719745.6	37.466812	-122.094454	-2.86	74.17	775	145	908	202	08:55:59	1.136905e+05
ICAO: a50fd7 (1)	Flight ID: N425SW	07/04/18 09:40:07	1.73	1.73	1530722407.3	37.46822	-122.121874	0.00	90.00	200	103	512	325	09:40:15	2.137590e+06
ICAO: a0eeea (0)	Flight ID: UAL2	07/04/18 08:53:05	2.09	2.31	1530719585.4	37.448089	-122.105686	0.14	90.01	5125	226	-1299	6	08:53:16	2.744163e+05
ICAO: a9d5e4 (0)	Flight ID: UAL759	07/04/18 08:55:03	4.62	4.73	1530719703.8	37.480231	-122.068495	-0.32	86.92	5275	210	-832	338	08:55:25	2.353191e+03
ICAO: a9d5e4 (0)	Flight ID: UAL759	07/04/18 08:55:55	4.54	4.62	1530719755.0	37.510629	-122.111126	-0.25	87.90	4375	200	-1520	296	08:56:16	3.050092e+03
ICAO: a9d5e4 (2)	Flight ID: UAL569	07/04/18 14:44:53	2.33	2.52	1530740693.5	37.474385	-122.173474	0.46	90.00	5065	221	-581	45	14:45:05	1.782664e+05
ICAO: c01b6c (0)	Flight ID: Other	07/04/18 08:55:07	2.51	2.73	1530719707.2	37.414989	-122.154992	0.20	90.00	5723	185	-929	93	08:55:19	1.370592e+05
ICAO: c01b6c (0)	Flight ID: Other	07/04/18 08:56:34	2.11	2.32	1530719794.8	37.438706	-122.108081	-0.17	85.11	5100	156	-1056	14	08:56:45	3.856669e+05
ICAO: c01b6c (0)	Flight ID: Other	07/04/18 08:57:46	4.71	4.77	1530719866.6	37.51021	-122.102887	-0.25	87.76	4000	166	-560	350	08:58:08	2.720022e+03
ICAO: a20028 (0)	Flight ID: EJA228	07/04/18 09:13:25	4.15	4.26	1530720805.0	37.459143	-122.218661	-0.31	87.02	5125	239	-1182	5	09:13:45	5.032661e+03
ICAO: a1f2b1 (0)	Flight ID: UAL862	07/04/18 09:11:06	2.19	2.33	1530720666.9	37.464043	-122.179633	0.11	90.01	4306	204	-860	25	09:11:17	2.885196e+05
ICAO: aacd50 (0)	Flight ID: UAL501	07/04/18 09:03:35	0.64	0.98	1530720215.8	37.459375	-122.142593	-0.84	59.20	3950	215	-252	73	09:03:40	6.485420e+06
ICAO: aacd50 (2)	Flight ID: UAL420	07/04/18 15:01:33	0.06	0.86	1530741693.7	37.45051	-122.144863	0.46	90.01	4533	275	-1270	346	15:01:37	7.147387e+06
ICAO: a43100 (0)	Flight ID: UAL876	07/04/18 09:17:25	4.09	4.16	1530721045.7	37.459579	-122.217349	-0.87	81.95	4225	232	-768	3	09:17:45	6.303837e+03
ICAO: a1b4ab (0)	Flight ID: CPZ6041	07/04/18 09:06:48	2.41	2.51	1530720408.1	37.458869	-122.186307	0.24	90.01	3754	231	-1381	21	09:06:59	1.747162e+05
ICAO: ad1560 (0)	Flight ID: JBU15	07/04/18 09:07:57	4.47	4.55	1530720477.9	37.507514	-122.105918	0.32	90.00	4627	229	-1073	299	09:08:19	3.005356e+03
ICAO: ~2b0481 (0)	Flight ID: Other	07/04/18 09:05:23	4.43	4.52	1530720323.3	37.508397	-122.109627	0.09	90.00	4534	228	-1397	296	09:05:44	3.244229e+03
ICAO: a5f581 (1)	Flight ID: UAL2265	07/04/18 13:48:46	1.38	1.66	1530737326.4	37.438197	-122.123568	0.10	90.01	4844	217	-1596	80	13:48:54	1.196443e+06
ICAO: a5f581 (1)	Flight ID: UAL2265	07/04/18 13:49:42	3.56	3.61	1530737382.4	37.49527	-122.112395	0.19	90.00	3320	256	-1116	12	13:49:59	1.683274e+04
ICAO: ~2b0717 (0)	Flight ID: Other	07/04/18 09:09:54	4.58	4.64	1530720594.7	37.512109	-122.114001	0.38	90.00	4160	226	-943	287	09:10:16	2.565805e+03
ICAO: ac523c (0)	Flight ID: Other	07/04/18 09:10:35	4.68	4.72	1530720635.1	37.517798	-122.149817	0.00	90.00	3200	228	-1344	291	09:10:57	2.197904e+03
ICAO: ~2b013b (0)	Flight ID: Other	07/04/18 09:14:14	4.86	4.95	1530720854.3	37.520405	-122.136801	0.00	90.00	5000	225	0	299	09:14:37	1.421137e+03
ICAO: a50ff5 (0)	Flight ID: U0L1698	07/04/18 09:14:04	4.70	4.79	1530720844.5	37.513898	-122.113696	0.15	90.00	5015	242	-88	294	09:14:27	1.799703e+03
ICAO: a09a90 (0)	Flight ID: SKW5427	07/04/18 09:15:49	4.34	4.44	1530720949.1	37.505891	-122.106978	0.37	90.00	4851	232	-1048	299	09:16:09	3.705959e+03
ICAO: a09a90 (3)	Flight ID: SKW5648	07/04/18 19:46:28	3.72	4.67	1530758788.7	37.503342	-122.132672	0.00	90.00	14900	347	2112	108	19:46:50	1.593811e+03
ICAO: a09322 (0)	Flight ID: SKW5215	07/04/18 09:19:20	4.48	4.58	1530721160.8	37.507729	-122.106063	0.48	90.00	5039	204	-475	299	09:19:42	3.216961e+03
ICAO: a09322 (2)	Flight ID: SKW5363	07/04/18 18:56:20	0.07	0.94	1530755780.8	37.45055	-122.144967	0.34	90.01	4966	250	-1176	344	18:56:25	6.242528e+06
ICAO: ~2b049f (0)	Flight ID: Other	07/04/18 09:13:02	4.82	4.83	1530720782.3	37.519411	-122.155449	-0.35	88.67	1684	98	365	76	09:13:24	4.101337e+03
ICAO: a94937 (0)	Flight ID: Other	07/04/18 09:13:18	4.96	4.97	1530720798.8	37.521523	-122.153818	-0.14	89.27	2150	100	457	88	09:13:42	3.083675e+03
ICAO: a027ca (0)	Flight ID: SKW5935	07/04/18 09:20:35	1.18	1.37	1530721235.2	37.460725	-122.160684	-0.28	82.02	3725	219	-1743	26	09:20:41	2.344551e+06
