Closest approaches at EDDYY(2) (lat: 37.326444, long: -122.099722, elevation: 958.8), 20180704
Flights within 5 miles and 10 < altitude < 15000 feet
EDDYY(2)	40.2	34.4	41.2	38.7	42.6	6.7	4.0	2.9	2.2	1.9	1.6	0.7	0.4	0.2	0.2	0.2	0.2	7.3	4.1	2.9	2.3	2.1	1.9	10.7	6.7	4.8	3.5	2.9	2.4	8.0	4.9	3.6	2.7	2.4	2.1
icao (seg #)	Flight_ID	Date/Time	Gnd Dist	rca_dist	rca_time	rca_lat	rca_lon	rca_fract	dp_theta	rca_alt	rca_speed	rca_vert_rate	rca_trk	rca_snd_arr	SEL
ICAO: a895c6 (0)	Flight ID: BYF19	07/04/18 11:26:29	3.44	3.47	1530728789.9	37.366013	-122.137756	0.00	90.00	3400	87	-64	245	11:26:46	6.538627e+04
ICAO: a895c6 (0)	Flight ID: BYF19	07/04/18 11:28:00	2.54	2.59	1530728880.0	37.356766	-122.12601	0.00	90.00	3400	85	-960	216	11:28:12	4.046957e+05
ICAO: a895c6 (0)	Flight ID: BYF19	07/04/18 11:36:00	4.14	4.16	1530729360.4	37.365992	-122.156266	-0.98	85.96	3400	86	-2718	152	11:36:19	1.699273e+04
ICAO: a895c6 (0)	Flight ID: BYF19	07/04/18 11:44:11	4.81	4.83	1530729851.4	37.375214	-122.162242	-0.39	88.69	3300	89	-1239	246	11:44:34	4.576293e+03
ICAO: a869bc (0)	Flight ID: JBU736	07/04/18 11:16:21	0.06	1.13	1530728181.1	37.327298	-122.100082	0.17	90.44	6908	276	-1525	344	11:16:26	3.404388e+06
ICAO: a869bc (2)	Flight ID: JBU1926	07/04/18 15:53:11	3.85	3.86	1530744791.6	37.361569	-122.045388	-0.23	88.17	2575	200	-1393	324	15:53:29	1.328409e+04
ICAO: aaa224 (0)	Flight ID: SWA1383	07/04/18 11:26:20	1.39	1.83	1530728780.8	37.306763	-122.105054	0.14	90.20	7251	280	-1245	104	11:26:29	6.258712e+05
ICAO: aaa224 (2)	Flight ID: SWA1384	07/04/18 15:13:29	3.70	3.74	1530742409.4	37.363083	-122.05045	-0.20	87.89	3600	230	-1933	320	15:13:46	1.457823e+04
ICAO: a74fe9 (0)	Flight ID: N570RJ	07/04/18 11:28:00	2.75	2.75	1530728880.3	37.344128	-122.054949	0.02	89.86	1526	139	444	153	11:28:13	1.768519e+05
ICAO: a74fe9 (1)	Flight ID: N570RJ	07/04/18 17:07:53	3.24	3.24	1530749273.5	37.345835	-122.045985	-0.50	84.74	1625	184	-831	342	17:08:08	4.857519e+04
ICAO: a11fa8 (0)	Flight ID: N1713C	07/04/18 11:31:15	4.30	4.30	1530729075.5	37.370181	-122.043895	-0.26	88.09	1250	123	-17	134	11:31:35	9.042910e+03
ICAO: a11fa8 (1)	Flight ID: Other	07/04/18 15:45:13	4.35	4.35	1530744313.3	37.346722	-122.024795	0.39	90.07	2306	139	-837	343	15:45:33	7.265061e+03
ICAO: a471e0 (0)	Flight ID: DAL1429	07/04/18 11:31:50	3.71	3.73	1530729110.2	37.364731	-122.052379	-0.59	83.83	3250	238	-550	320	11:32:07	1.422261e+04
ICAO: a83222 (0)	Flight ID: N627VJ	07/04/18 11:40:11	0.46	0.75	1530729611.4	37.331268	-122.094045	-0.12	87.39	4100	80	536	135	11:40:14	3.381703e+07
ICAO: ~2b00b9 (0)	Flight ID: Other	07/04/18 11:31:59	3.84	3.87	1530729119.9	37.315622	-122.031177	0.00	90.00	3425	82	320	143	11:32:18	3.174134e+04
ICAO: a8ca82 (0)	Flight ID: N666	07/04/18 11:40:21	4.28	4.31	1530729621.9	37.30231	-122.17148	0.11	90.00	3500	147	-14	157	11:40:42	7.529727e+03
ICAO: a53b69 (0)	Flight ID: Other	07/04/18 11:38:29	3.73	3.75	1530729509.3	37.365201	-122.052403	-0.31	86.86	2850	229	-1560	319	11:38:46	1.434158e+04
ICAO: a06f5a (2)	Flight ID: SKW5286	07/04/18 16:33:22	0.06	1.13	1530747202.9	37.32735	-122.099896	0.09	90.44	6899	282	-1536	343	16:33:28	3.341889e+06
ICAO: a06f5a (4)	Flight ID: SKW5592	07/04/18 21:38:12	0.30	1.15	1530765492.2	37.330565	-122.101155	-0.28	79.91	6800	271	-1426	344	21:38:17	3.322439e+06
ICAO: ~2b0ec9 (0)	Flight ID: Other	07/04/18 11:38:18	3.73	3.75	1530729498.4	37.363478	-122.050343	-0.07	89.45	3275	225	-2008	319	11:38:36	1.444617e+04
ICAO: ~2b0afa (0)	Flight ID: Other	07/04/18 11:44:23	3.78	3.79	1530729863.9	37.366857	-122.053419	0.47	90.00	2500	110	0	311	11:44:41	2.756513e+04
ICAO: ~2b0afa (0)	Flight ID: Other	07/04/18 11:47:37	3.04	3.04	1530730057.7	37.363338	-122.069629	-0.50	88.56	2000	109	0	130	11:47:51	1.230266e+05
ICAO: 0d0a8d (0)	Flight ID: AMX492	07/04/18 11:44:12	4.07	4.12	1530729852.5	37.351862	-122.032864	0.18	90.11	4394	241	-942	335	11:44:31	6.582397e+03
ICAO: a9dce9 (0)	Flight ID: UAL1957	07/04/18 11:47:41	3.90	3.94	1530730061.5	37.359842	-122.042369	0.06	90.10	3690	262	-850	325	11:47:59	8.649759e+03
ICAO: a5aa3a (1)	Flight ID: UALB148	07/04/18 14:31:07	0.02	1.07	1530739867.9	37.326722	-122.099748	0.22	90.15	6603	289	-704	344	14:31:12	3.796457e+06
ICAO: a7687b (0)	Flight ID: Other	07/04/18 11:51:32	3.10	3.30	1530730292.3	37.281918	-122.092497	0.00	90.00	6900	257	-1792	113	11:51:47	3.117401e+04
ICAO: ~2b0013 (0)	Flight ID: Other	07/04/18 11:45:44	4.11	4.15	1530729944.2	37.358964	-122.037097	0.40	90.24	3935	230	-2214	329	11:46:03	6.560646e+03
ICAO: a1cd4e (0)	Flight ID: CPZ6081	07/04/18 11:54:41	4.19	4.30	1530730481.2	37.378328	-122.139428	0.00	90.00	5925	203	128	60	11:55:01	5.530912e+03
ICAO: ~2b09af (0)	Flight ID: Other	07/04/18 12:04:15	2.15	2.22	1530731055.1	37.302448	-122.124697	0.39	90.11	3815	65	0	133	12:04:25	1.150574e+06
ICAO: a0dab2 (0)	Flight ID: SKW5967	07/04/18 12:01:31	4.02	4.13	1530730891.5	37.367615	-122.151372	-0.34	87.19	5925	206	-66	61	12:01:50	7.622501e+03
ICAO: a0dab2 (2)	Flight ID: SKW5383	07/04/18 16:01:34	0.06	1.12	1530745294.7	37.327246	-122.100032	0.30	90.41	6890	249	-1369	344	16:01:39	3.805507e+06
ICAO: a026d8 (0)	Flight ID: N109HF	07/04/18 12:02:51	3.56	3.56	1530730971.9	37.324746	-122.034939	-0.69	85.48	1800	127	664	180	12:03:08	3.724374e+04
ICAO: adc537 (0)	Flight ID: Other	07/04/18 11:57:41	3.79	3.88	1530730661.8	37.379881	-122.115637	0.50	90.16	5226	200	-575	101	11:57:59	1.269701e+04
ICAO: aa6fa4 (0)	Flight ID: Other	07/04/18 12:04:46	2.24	2.31	1530731086.0	37.308919	-122.065509	-0.31	84.25	4125	240	-1699	54	12:04:56	2.536358e+05
ICAO: ~2b0993 (0)	Flight ID: Other	07/04/18 11:58:40	3.75	3.79	1530730720.6	37.355285	-122.041805	-0.13	88.74	3875	245	-506	318	11:58:58	1.225196e+04
ICAO: a4417d (0)	Flight ID: Other	07/04/18 11:58:57	3.83	3.88	1530730737.0	37.363804	-122.048074	-0.63	84.52	3900	248	-840	321	11:59:15	1.034240e+04
ICAO: ~2b050e (0)	Flight ID: Other	07/04/18 12:03:21	2.82	3.01	1530731001.5	37.304654	-122.1432	0.16	90.15	6441	277	-1327	72	12:03:35	5.205524e+04
ICAO: ~2b050e (0)	Flight ID: Other	07/04/18 12:04:31	1.88	2.02	1530731071.5	37.311665	-122.070943	-0.95	80.53	4825	279	-1614	47	12:04:40	4.133795e+05
ICAO: ~2b064c (0)	Flight ID: Other	07/04/18 12:02:08	4.65	4.67	1530730928.3	37.3571	-122.024251	-0.08	89.23	2800	226	-1280	332	12:02:30	2.451477e+03
ICAO: ada9d7 (0)	Flight ID: Other	07/04/18 12:02:39	4.82	4.83	1530730959.8	37.376978	-122.039178	0.00	90.00	2425	205	-768	332	12:03:02	1.984234e+03
ICAO: ~2b0240 (0)	Flight ID: Other	07/04/18 12:07:12	3.68	3.70	1530731232.2	37.362628	-122.050477	-0.16	88.42	2962	222	-93	320	12:07:29	1.623418e+04
ICAO: a770b1 (0)	Flight ID: Other	07/04/18 12:07:18	3.73	3.75	1530731238.7	37.362081	-122.048612	-0.03	89.47	2925	227	-2	321	12:07:36	1.436779e+04
ICAO: a1aa4e (0)	Flight ID: Other	07/04/18 12:11:21	3.68	3.69	1530731481.4	37.362081	-122.049985	-0.15	89.36	2875	247	-1132	319	12:11:38	1.476667e+04
ICAO: ~2b0e42 (0)	Flight ID: Other	07/04/18 12:11:01	4.19	4.21	1530731461.9	37.354031	-122.031798	0.06	90.13	3371	241	-843	336	12:11:21	5.506018e+03
ICAO: a80909 (0)	Flight ID: Other	07/04/18 12:19:01	3.65	3.68	1530731941.3	37.355436	-122.04413	-0.07	89.35	3185	221	-743	319	12:19:18	1.714987e+04
ICAO: a02b5c (0)	Flight ID: N11RL	07/04/18 12:23:31	0.45	0.67	1530732211.7	37.320099	-122.101291	-0.32	77.95	3600	161	-241	259	12:23:34	2.139825e+07
ICAO: a420bb (0)	Flight ID: ASA1927	07/04/18 12:31:31	4.32	4.39	1530732691.8	37.384003	-122.130568	-0.69	84.15	4975	205	-1196	77	12:31:52	4.620758e+03
ICAO: 781003 (0)	Flight ID: CHH7989	07/04/18 12:52:06	4.26	4.28	1530733926.8	37.365332	-122.039477	0.33	90.02	2917	200	-107	323	12:52:26	5.864748e+03
ICAO: a55b3c (0)	Flight ID: UAL2181	07/04/18 12:42:19	4.39	4.41	1530733339.2	37.360312	-122.032013	0.00	90.00	3175	231	-1088	326	12:42:39	3.903301e+03
ICAO: aa7aeb (0)	Flight ID: SWA2081	07/04/18 12:44:13	3.75	3.77	1530733453.8	37.358217	-122.044313	-1.82	72.05	3025	213	-1269	287	12:44:31	1.472376e+04
ICAO: 3c65ad (0)	Flight ID: DLH454	07/04/18 12:48:24	4.87	4.98	1530733704.0	37.389175	-122.140324	0.00	90.00	6400	240	-1216	52	12:48:47	1.267112e+03
ICAO: a01ed0 (0)	Flight ID: N107BB	07/04/18 12:51:43	3.02	3.02	1530733903.6	37.35845	-122.062345	-0.33	87.23	1425	142	170	317	12:51:57	9.927065e+04
ICAO: a01ed0 (1)	Flight ID: N107BB	07/04/18 19:07:57	4.25	4.26	1530756477.1	37.354493	-122.030759	-0.67	86.08	2375	118	2413	152	19:08:17	1.021957e+04
ICAO: a9d5a2 (0)	Flight ID: UAL1100	07/04/18 12:48:33	3.77	3.80	1530733713.5	37.361618	-122.047119	-0.18	88.37	3225	206	-1239	320	12:48:51	1.445015e+04
ICAO: ~2b0f44 (0)	Flight ID: Other	07/04/18 12:49:24	3.67	3.72	1530733764.9	37.360954	-122.048792	0.44	90.08	4117	230	-604	319	12:49:42	1.500922e+04
ICAO: ~512dff (0)	Flight ID: Other	07/04/18 12:49:33	3.71	3.76	1530733773.5	37.362586	-122.049768	0.34	90.09	4066	232	-662	319	12:49:51	1.396418e+04
ICAO: abc3c6 (0)	Flight ID: SWA962	07/04/18 12:50:27	3.51	3.54	1530733827.0	37.355469	-122.047358	0.41	90.13	3353	216	-629	326	12:50:43	2.321674e+04
ICAO: a183d3 (0)	Flight ID: SKW3316	07/04/18 12:54:28	3.68	3.70	1530734068.7	37.36161	-122.049292	0.48	89.98	2937	261	2	320	12:54:46	1.379837e+04
ICAO: a50f4b (0)	Flight ID: N425MF	07/04/18 12:57:48	1.61	1.63	1530734268.4	37.34186	-122.121623	0.45	90.52	2501	187	-1809	41	12:57:56	1.469510e+06
ICAO: aadb19 (1)	Flight ID: Other	07/04/18 17:50:24	3.75	3.87	1530751824.6	37.316971	-122.166936	0.05	90.12	5916	227	-615	296	17:50:42	1.150097e+04
ICAO: aaa5ff (0)	Flight ID: SWA6545	07/04/18 13:25:28	0.06	1.12	1530735928.7	37.327288	-122.10005	0.39	90.43	6868	276	-1536	344	13:25:33	3.468815e+06
ICAO: a5320b (0)	Flight ID: ASA304	07/04/18 13:31:38	4.20	4.36	1530736298.2	37.289353	-122.160217	0.33	90.08	7259	225	-896	143	13:31:58	4.417270e+03
ICAO: a5320b (0)	Flight ID: ASA304	07/04/18 13:37:06	3.48	3.52	1530736626.8	37.363399	-122.05654	0.16	90.06	3488	217	-574	308	13:37:23	2.393724e+04
ICAO: ~2b0f9e (0)	Flight ID: Other	07/04/18 13:32:32	3.71	3.73	1530736352.3	37.361206	-122.048288	-0.04	89.70	3125	219	-1083	319	13:32:49	1.554949e+04
ICAO: 3c64f6 (0)	Flight ID: DLH488	07/04/18 13:42:00	4.47	4.63	1530736920.5	37.297185	-122.172386	0.44	90.05	7156	278	-856	154	13:42:22	2.151936e+03
ICAO: 3c64f6 (0)	Flight ID: DLH488	07/04/18 13:42:46	4.38	4.50	1530736966.7	37.264306	-122.115451	0.01	90.11	6424	276	-899	102	13:43:07	2.766967e+03
ICAO: a19f29 (0)	Flight ID: Other	07/04/18 13:58:14	0.03	1.05	1530737894.1	37.326907	-122.099783	0.03	90.25	6483	291	-910	343	13:58:18	3.996025e+06
ICAO: abbd8d (0)	Flight ID: SWA878	07/04/18 14:02:26	3.68	3.72	1530738146.2	37.362625	-122.05045	-0.67	83.23	3675	207	-1172	312	14:02:43	1.678487e+04
ICAO: a4f790 (0)	Flight ID: Other	07/04/18 14:03:52	3.71	3.72	1530738232.7	37.361523	-122.048672	-0.07	89.38	2900	192	-1029	320	14:04:10	1.796826e+04
ICAO: a07311 (0)	Flight ID: SKW5617	07/04/18 14:27:42	0.06	1.12	1530739662.1	37.327236	-122.099974	0.45	90.40	6887	278	-1472	343	14:27:47	3.414007e+06
ICAO: 0c2077 (0)	Flight ID: CMP208	07/04/18 14:29:21	0.06	1.12	1530739761.7	37.327257	-122.099994	0.47	90.42	6858	282	-1506	343	14:29:26	3.412464e+06
ICAO: aa6c57 (0)	Flight ID: Other	07/04/18 14:27:55	3.68	3.71	1530739675.9	37.364316	-122.052672	-0.49	86.46	3600	215	-640	318	14:28:13	1.646276e+04
ICAO: a82aac (1)	Flight ID: ASA1933	07/04/18 17:59:35	0.10	1.14	1530752375.3	37.327835	-122.100473	-0.03	89.35	6950	250	-1932	343	17:59:40	3.649114e+06
ICAO: a513ea (0)	Flight ID: Other	07/04/18 14:32:57	0.59	1.28	1530739977.4	37.334522	-122.103006	-1.09	71.70	6975	270	-949	344	14:33:03	2.363148e+06
ICAO: a2228b (0)	Flight ID: ASA235	07/04/18 14:36:17	3.69	3.73	1530740177.3	37.36116	-122.048639	-0.15	88.67	3900	192	158	318	14:36:34	1.764698e+04
ICAO: ab1c04 (0)	Flight ID: Other	07/04/18 14:58:08	3.72	3.74	1530741488.6	37.359288	-122.045925	-1.17	79.27	2400	277	-733	316	14:58:26	1.217997e+04
ICAO: a1a986 (0)	Flight ID: CPZ6040	07/04/18 15:01:48	0.06	1.13	1530741708.6	37.327287	-122.100082	0.00	90.43	6899	282	-1536	343	15:01:53	3.343230e+06
ICAO: ~2b0f69 (0)	Flight ID: Other	07/04/18 15:02:53	4.89	4.91	1530741773.0	37.3662	-122.025937	0.44	90.20	2753	199	-1294	328	15:03:16	1.763313e+03
ICAO: a8522b (2)	Flight ID: ASA1935	07/04/18 19:27:31	3.41	3.62	1530757651.2	37.323278	-122.161665	0.37	90.16	7308	255	-1643	356	19:27:48	1.676634e+04
ICAO: a1dc2a (0)	Flight ID: CPZ6031	07/04/18 15:07:49	3.71	3.73	1530742069.0	37.361057	-122.048074	-0.15	88.48	3050	208	-448	321	15:08:06	1.635951e+04
ICAO: a813aa (1)	Flight ID: Other	07/04/18 16:28:29	1.07	1.18	1530746909.7	37.33582	-122.084194	0.09	90.18	3573	126	-293	324	16:28:35	6.527984e+06
ICAO: aa269d (0)	Flight ID: EJA753	07/04/18 15:10:02	3.68	3.70	1530742202.2	37.360782	-122.048381	0.29	90.00	2950	209	73	321	15:10:19	1.715684e+04
ICAO: ~2b07da (0)	Flight ID: Other	07/04/18 15:09:07	0.13	1.30	1530742147.5	37.328293	-122.100122	0.00	90.00	7775	248	-1152	343	15:09:13	2.469726e+06
ICAO: a66ef1 (0)	Flight ID: N5130E	07/04/18 15:20:52	3.22	3.23	1530742852.2	37.364968	-122.066767	0.46	89.95	2334	121	-185	265	15:21:07	7.630236e+04
ICAO: ~2b00b7 (0)	Flight ID: Other	07/04/18 15:15:09	3.72	3.74	1530742509.9	37.361681	-122.048585	0.17	90.11	3036	209	-739	320	15:15:27	1.605419e+04
ICAO: a4f022 (0)	Flight ID: Other	07/04/18 15:15:38	3.99	4.00	1530742538.2	37.377816	-122.066584	0.00	90.00	2625	208	-704	320	15:15:56	9.646868e+03
ICAO: a9555f (1)	Flight ID: N700JJ	07/04/18 16:35:51	3.89	3.92	1530747351.8	37.378647	-122.073358	-1.21	78.89	3500	190	-330	297	16:36:10	1.247871e+04
ICAO: a1099f (0)	Flight ID: SKW5498	07/04/18 15:31:09	0.52	1.21	1530743469.6	37.333591	-122.102409	-0.49	70.97	6750	280	-1568	344	15:31:15	2.704134e+06
ICAO: a05559 (2)	Flight ID: SKW5366	07/04/18 20:42:31	0.09	1.13	1530762151.6	37.327647	-122.100155	0.10	90.60	6934	291	-2740	343	20:42:36	3.168721e+06
ICAO: a2c43e (0)	Flight ID: ASA330	07/04/18 15:43:21	0.28	0.90	1530744201.3	37.327121	-122.094707	-0.21	82.93	5450	232	-1216	31	15:43:25	7.564767e+06
ICAO: ad273b (0)	Flight ID: Other	07/04/18 15:45:35	3.81	3.84	1530744335.0	37.36288	-122.047742	0.45	90.04	3795	219	157	320	15:45:53	1.245148e+04
ICAO: a14ad1 (0)	Flight ID: Other	07/04/18 15:48:03	0.19	0.91	1530744483.0	37.326615	-122.103151	-0.10	86.71	5643	244	-1394	341	15:48:07	6.964307e+06
ICAO: a14ad1 (2)	Flight ID: Other	07/04/18 21:40:04	0.05	1.17	1530765604.0	37.327113	-122.100063	0.33	90.32	7150	285	-661	344	21:40:09	2.936082e+06
ICAO: a3d42b (0)	Flight ID: OPT346	07/04/18 15:48:12	4.92	4.93	1530744492.3	37.361323	-122.021552	0.17	90.10	2767	229	-1013	332	15:48:35	1.453272e+03
ICAO: aaa9d8 (0)	Flight ID: Other	07/04/18 15:59:10	3.74	3.77	1530745150.9	37.361197	-122.047477	-0.78	87.27	3475	229	-1650	319	15:59:28	1.370033e+04
ICAO: a82563 (0)	Flight ID: CPZ5779	07/04/18 16:02:22	3.68	3.71	1530745342.4	37.361871	-122.04972	0.09	90.22	3424	209	-1382	320	16:02:39	1.702794e+04
ICAO: aa9769 (0)	Flight ID: Other	07/04/18 16:04:58	3.75	3.77	1530745498.2	37.363897	-122.050284	-0.34	87.45	3050	233	-981	320	16:05:15	1.348892e+04
ICAO: aa73e9 (0)	Flight ID: SWA815	07/04/18 16:07:31	2.07	2.33	1530745651.9	37.327194	-122.137464	-0.21	86.15	6550	249	-894	356	16:07:42	2.372152e+05
ICAO: a21102 (0)	Flight ID: N232MA	07/04/18 16:17:42	4.88	4.88	1530746262.1	37.358276	-122.020471	-0.47	86.88	1200	195	-772	337	16:18:04	1.901519e+03
ICAO: ~2b058e (0)	Flight ID: Other	07/04/18 16:16:41	3.73	3.75	1530746201.6	37.364409	-122.051538	-0.57	84.68	3050	206	-1097	317	16:16:59	1.600462e+04
ICAO: a2e26a (0)	Flight ID: ASA1931	07/04/18 16:47:33	0.04	1.32	1530748053.2	37.327074	-122.099782	-0.04	88.72	7925	251	0	343	16:47:39	2.307801e+06
ICAO: aa737d (0)	Flight ID: SWA672	07/04/18 16:49:12	0.35	1.39	1530748152.7	37.331223	-122.101817	-0.36	78.71	8075	250	-1406	344	16:49:19	1.945451e+06
ICAO: a98fc5 (1)	Flight ID: Other	07/04/18 18:26:29	2.59	2.62	1530753989.4	37.339503	-122.055478	-0.44	85.86	2825	118	-768	344	18:26:41	2.733630e+05
ICAO: aa559e (0)	Flight ID: Other	07/04/18 17:10:42	0.43	1.13	1530749442.9	37.332381	-122.10217	-0.43	75.81	6475	303	-1619	343	17:10:48	3.082119e+06
ICAO: 406f72 (0)	Flight ID: BAW279	07/04/18 17:16:24	1.65	1.90	1530749784.3	37.303253	-122.107193	-0.56	77.67	5850	267	-1508	121	17:16:33	5.679265e+05
ICAO: a9d605 (0)	Flight ID: UAL538	07/04/18 17:27:08	0.06	1.12	1530750428.2	37.32723	-122.100096	0.40	90.41	6886	286	-1561	344	17:27:13	3.319695e+06
ICAO: a94b2b (0)	Flight ID: UAL736	07/04/18 17:31:04	0.34	1.27	1530750664.2	37.331124	-122.101812	-0.32	80.32	7425	245	-1832	343	17:31:10	2.659887e+06
ICAO: ~2b07ea (0)	Flight ID: Other	07/04/18 17:29:04	0.10	1.17	1530750544.6	37.327846	-122.099012	0.31	90.53	7092	257	-1900	345	17:29:10	3.318411e+06
ICAO: ~2b0718 (0)	Flight ID: Other	07/04/18 17:32:20	4.61	4.61	1530750740.1	37.332001	-122.01603	0.00	90.00	1200	103	0	4	17:32:41	5.962277e+03
ICAO: a82a44 (0)	Flight ID: QXE2670	07/04/18 17:39:55	3.86	4.05	1530751195.5	37.271484	-122.112453	-0.12	88.80	7400	263	-392	102	17:40:14	6.940884e+03
ICAO: c06aa4 (0)	Flight ID: Other	07/04/18 17:49:36	0.13	0.67	1530751776.4	37.328147	-122.098814	0.39	90.55	4428	249	-2038	106	17:49:39	1.389199e+07
ICAO: acdfab (0)	Flight ID: Other	07/04/18 17:53:52	4.72	4.80	1530752032.5	37.364223	-122.171312	-0.09	88.96	5500	225	-1536	22	17:54:15	1.923158e+03
ICAO: a4bcf1 (0)	Flight ID: Other	07/04/18 18:01:22	2.02	2.21	1530752482.9	37.3069	-122.127059	0.17	90.12	5733	241	-738	133	18:01:33	3.148306e+05
ICAO: aad32f (1)	Flight ID: Other	07/04/18 22:06:02	0.05	0.99	1530767162.1	37.327004	-122.099142	0.29	90.25	6177	292	-1191	344	22:06:06	4.646434e+06
ICAO: 89911e (0)	Flight ID: CAL5107	07/04/18 18:27:45	0.38	1.19	1530754065.4	37.331729	-122.101752	-0.38	77.02	6925	249	-1937	343	18:27:50	3.194109e+06
ICAO: ad70ba (0)	Flight ID: Other	07/04/18 18:30:04	2.43	2.73	1530754204.3	37.338322	-122.141293	0.15	90.13	7614	236	-1463	12	18:30:17	1.072154e+05
ICAO: ab729e (0)	Flight ID: Other	07/04/18 18:34:45	0.22	0.26	1530754485.5	37.327772	-122.096113	0.11	90.16	1738	137	-342	336	18:34:46	1.274524e+08
ICAO: 3c6505 (0)	Flight ID: DLH458	07/04/18 18:57:57	4.23	4.36	1530755877.1	37.380707	-122.135244	-1.04	78.36	6575	251	-1553	80	18:58:17	4.000411e+03
ICAO: a2d573 (0)	Flight ID: ASA319	07/04/18 19:06:27	0.31	1.14	1530756387.6	37.330705	-122.101454	-0.33	77.61	6725	288	-1256	343	19:06:32	3.200287e+06
ICAO: a59d63 (0)	Flight ID: ASA402	07/04/18 19:14:27	4.28	4.38	1530756867.4	37.267441	-122.123426	-0.32	86.62	5825	257	-1427	111	19:14:47	3.755195e+03
ICAO: a1babb (0)	Flight ID: CPZ6015	07/04/18 19:21:37	0.32	1.16	1530757297.8	37.330948	-122.101116	-0.31	79.41	6850	259	-1408	343	19:21:43	3.333821e+06
ICAO: a85d50 (0)	Flight ID: ASA9201	07/04/18 19:23:08	0.33	1.24	1530757388.0	37.331085	-122.101466	-0.46	78.01	7275	232	-704	344	19:23:13	3.027651e+06
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 19:45:56	2.85	2.89	1530758756.1	37.306777	-122.14528	0.00	90.00	3625	81	256	133	19:46:09	2.254300e+05
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 19:46:19	2.89	2.93	1530758779.0	37.298961	-122.139319	0.23	90.07	3644	83	305	139	19:46:32	2.017579e+05
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 19:48:19	2.13	2.19	1530758899.2	37.315214	-122.135825	-0.08	89.29	3589	99	-114	89	19:48:29	8.094343e+05
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 20:12:09	2.83	2.85	1530760329.6	37.366146	-122.112324	-0.29	88.69	2926	90	-54	23	20:12:22	2.206260e+05
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 20:23:23	2.17	2.20	1530761003.0	37.355704	-122.113873	-2.17	81.24	2925	103	133	82	20:23:33	7.630529e+05
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 20:34:28	2.28	2.31	1530761668.6	37.352943	-122.124438	0.16	90.04	2846	100	-54	76	20:34:39	6.185312e+05
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 20:45:45	1.46	1.50	1530762345.0	37.346207	-122.108917	-1.30	68.99	2925	102	-147	94	20:45:52	3.648521e+06
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 20:56:27	2.06	2.10	1530762987.2	37.353609	-122.115425	-1.25	76.79	2975	114	-128	89	20:56:37	8.498035e+05
ICAO: a55d70 (1)	Flight ID: N445CP	07/04/18 21:21:35	2.46	2.49	1530764495.3	37.357705	-122.121277	-2.71	71.82	2925	93	-151	96	21:21:46	4.533548e+05
ICAO: a55d70 (1)	Flight ID: N445CP	07/04/18 21:31:51	1.72	1.76	1530765111.5	37.349791	-122.110589	-3.16	63.24	2925	106	0	100	21:31:59	1.948230e+06
ICAO: a55d70 (1)	Flight ID: N445CP	07/04/18 21:43:53	2.85	2.88	1530765833.0	37.36371	-122.121994	-0.18	89.18	2962	98	-38	77	21:44:06	1.938515e+05
ICAO: a55d70 (1)	Flight ID: N445CP	07/04/18 21:56:29	3.32	3.33	1530766589.8	37.364688	-122.136323	-2.57	72.94	2425	105	-82	96	21:56:45	7.171262e+04
ICAO: ab0ed6 (0)	Flight ID: UAL2352	07/04/18 19:50:58	0.18	1.29	1530759058.4	37.328889	-122.100857	-0.13	85.67	7700	270	-722	344	19:51:04	2.317103e+06
ICAO: abd230 (0)	Flight ID: SWA1379	07/04/18 19:55:29	0.75	1.39	1530759330.0	37.324605	-122.086331	0.08	90.42	7130	252	-1413	15	19:55:36	1.952383e+06
ICAO: a8d465 (0)	Flight ID: UAL1677	07/04/18 19:57:09	2.20	2.46	1530759429.0	37.326782	-122.059683	-0.21	86.12	6725	257	-1589	5	19:57:20	1.755670e+05
ICAO: ~2b0f13 (0)	Flight ID: Other	07/04/18 20:11:21	1.82	1.86	1530760281.0	37.348395	-122.118172	-0.61	84.97	2875	88	0	100	20:11:29	1.859541e+06
ICAO: ~2b0f13 (0)	Flight ID: Other	07/04/18 20:34:30	2.57	2.59	1530761670.0	37.358217	-122.123964	0.00	90.00	2900	104	0	12	20:34:42	3.255623e+05
ICAO: a085aa (0)	Flight ID: Other	07/04/18 20:34:03	2.61	2.64	1530761643.4	37.337319	-122.054135	0.44	90.11	2765	132	-362	341	20:34:15	2.344118e+05
ICAO: a1ac11 (0)	Flight ID: CPZ6012	07/04/18 20:54:21	3.49	3.58	1530762861.5	37.374278	-122.120023	-0.98	78.56	5150	234	-831	93	20:54:38	1.970474e+04
ICAO: a29908 (0)	Flight ID: ASA386	07/04/18 21:00:21	3.98	4.07	1530763221.8	37.374069	-122.140561	-0.28	87.74	5400	209	-1560	53	21:00:40	8.401974e+03
