Closest approaches at EDDYY(2) (lat: 37.326444, long: -122.099722, elevation: 958.8), 20180704
Flights within 5 miles and 10 < altitude < 15000 feet
EDDYY(2)	40.2	34.4	41.2	38.7	42.6	6.7	4.0	2.9	2.2	1.9	1.6	0.7	0.4	0.2	0.2	0.2	0.2	7.3	4.1	2.9	2.3	2.1	1.9	10.7	6.7	4.8	3.5	2.9	2.4	8.0	4.9	3.6	2.7	2.4	2.1
icao (seg #)	Flight_ID	Date/Time	Gnd Dist	rca_dist	rca_time	rca_lat	rca_lon	rca_fract	dp_theta	rca_alt	rca_speed	rca_vert_rate	rca_trk	rca_snd_arr	SEL
ICAO: a8d4cc (4)	Flight ID: UAL370	07/04/18 16:35:02	0.41	1.23	1530747302.0	37.332001	-122.102168	-0.42	75.72	7075	247	-1179	344	16:35:07	2.950389e+06
ICAO: a11cc1 (0)	Flight ID: GTI1920	07/04/18 06:02:00	0.29	1.23	1530709320.3	37.330565	-122.101095	-0.23	81.35	7250	290	-1525	343	06:02:06	2.515002e+06
ICAO: a0d344 (2)	Flight ID: SKW5655	07/04/18 10:37:47	1.22	1.58	1530725867.9	37.329821	-122.121575	-0.24	84.21	6200	243	-996	5	10:37:55	1.296567e+06
ICAO: aa56f7 (0)	Flight ID: UAL1580	07/04/18 06:18:21	4.57	4.67	1530710301.2	37.378701	-122.150726	0.06	90.03	6022	211	-785	52	06:18:43	2.616143e+03
ICAO: a04424 (0)	Flight ID: SKW5316	07/04/18 06:21:21	4.33	4.44	1530710481.8	37.363517	-122.163356	0.15	90.01	5996	244	-183	41	06:21:42	3.532651e+03
ICAO: a04424 (2)	Flight ID: SKW5446	07/04/18 10:39:28	2.18	2.38	1530725968.8	37.329987	-122.139159	-0.48	81.90	5975	267	-828	357	10:39:39	1.993564e+05
ICAO: a13c43 (1)	Flight ID: SKW3371	07/04/18 09:42:41	0.54	1.09	1530722561.2	37.326771	-122.109582	0.45	90.00	5950	270	-116	3	09:42:46	3.847457e+06
ICAO: a4460e (0)	Flight ID: UAL2743	07/04/18 06:31:03	0.06	1.14	1530711063.5	37.327295	-122.099865	0.33	90.40	6958	286	-1642	344	06:31:08	3.207584e+06
ICAO: acd262 (2)	Flight ID: Other	07/04/18 11:09:45	0.79	1.44	1530727785.4	37.33401	-122.11041	-0.47	79.31	7350	276	-583	9	11:09:52	1.557426e+06
ICAO: a555c5 (3)	Flight ID: N443AC	07/04/18 18:15:28	3.87	3.90	1530753328.3	37.351508	-122.036777	0.24	89.81	3624	78	783	153	18:15:46	3.116135e+04
ICAO: a555c5 (4)	Flight ID: N443AC	07/04/18 19:57:30	2.74	2.81	1530759450.7	37.338761	-122.052359	0.18	90.00	4200	115	-233	343	19:57:43	1.892519e+05
ICAO: a555c5 (4)	Flight ID: N443AC	07/04/18 19:57:58	2.69	2.75	1530759478.9	37.351514	-122.062345	-0.77	83.34	4000	117	-44	312	19:58:11	2.101729e+05
ICAO: a0fe7a (0)	Flight ID: SKW5667	07/04/18 06:41:11	0.43	1.20	1530711671.4	37.332427	-122.10211	-0.44	74.38	6850	293	-1416	344	06:41:17	2.683205e+06
ICAO: a1512f (1)	Flight ID: SKW3312	07/04/18 09:54:16	3.69	3.71	1530723256.2	37.361523	-122.04909	-0.00	89.98	2950	214	-257	320	09:54:33	1.664649e+04
ICAO: a1512f (3)	Flight ID: SKW3318	07/04/18 16:12:53	3.69	3.71	1530745973.5	37.360225	-122.047623	0.20	90.12	3120	205	-1063	321	16:13:10	1.714825e+04
ICAO: a125f9 (1)	Flight ID: SKW3409	07/04/18 09:48:17	3.69	3.71	1530722897.0	37.36264	-122.050284	-0.13	88.62	2950	208	56	319	09:48:34	1.705981e+04
ICAO: a923a9 (0)	Flight ID: UAL471	07/04/18 06:49:21	0.38	1.18	1530712161.5	37.331635	-122.101817	-0.33	77.04	6875	299	-1621	343	06:49:27	2.738445e+06
ICAO: ab97ff (1)	Flight ID: ASA1925	07/04/18 10:48:39	4.06	4.20	1530726519.4	37.341365	-122.171259	0.08	90.11	6659	248	-877	21	10:48:59	5.455850e+03
ICAO: ab6542 (1)	Flight ID: UAL334	07/04/18 10:55:05	0.36	1.17	1530726905.6	37.331403	-122.101693	-0.52	78.52	6850	278	-1183	343	10:55:11	3.012101e+06
ICAO: c05f0c (1)	Flight ID: JZA112	07/04/18 11:33:34	1.17	1.53	1530729214.5	37.309779	-122.103761	0.44	90.23	6123	275	-932	103	11:33:41	1.279834e+06
ICAO: aaf27c (2)	Flight ID: UAL16B0	07/04/18 14:14:18	0.11	1.13	1530738858.1	37.328024	-122.100294	0.21	90.80	6872	247	-1165	344	14:14:23	3.826617e+06
ICAO: aaf27c (4)	Flight ID: Other	07/04/18 19:18:02	1.18	1.63	1530757082.0	37.310082	-122.093512	0.00	90.00	6875	279	-384	344	19:18:09	9.979518e+05
ICAO: a84abd (0)	Flight ID: ASA1593	07/04/18 07:05:31	0.42	1.22	1530713131.8	37.332288	-122.102051	-0.76	75.16	7025	286	-2099	342	07:05:37	2.571021e+06
ICAO: aa7e56 (2)	Flight ID: UAL390	07/04/18 12:29:01	2.54	2.70	1530732541.8	37.357147	-122.125038	-0.19	87.22	5925	206	76	54	12:29:14	1.303119e+05
ICAO: a600e4 (0)	Flight ID: Other	07/04/18 07:11:17	0.29	1.08	1530713477.1	37.330519	-122.100916	-0.22	78.72	6475	280	-1550	344	07:11:22	3.761896e+06
ICAO: aa630b (0)	Flight ID: TAI565	07/04/18 07:24:12	4.69	5.37	1530714252.2	37.31575	-122.184098	0.00	90.00	14725	402	2688	129	07:24:37	3.622097e+02
ICAO: aa630b (1)	Flight ID: TAI564	07/04/18 19:20:17	0.23	1.21	1530757217.9	37.329758	-122.100531	-0.20	83.83	7250	267	-1703	343	19:20:23	2.820174e+06
ICAO: a1c229 (0)	Flight ID: CPZ6034	07/04/18 07:21:11	0.39	1.18	1530714071.6	37.331909	-122.101466	-0.39	76.18	6850	264	-1433	343	07:21:17	3.103046e+06
ICAO: ab7e23 (1)	Flight ID: N84GN	07/04/18 11:51:05	2.13	2.18	1530730265.6	37.309381	-122.131939	0.46	90.00	3475	123	-19	147	11:51:15	6.646599e+05
ICAO: a6ac39 (0)	Flight ID: ASA1921	07/04/18 07:26:24	0.07	1.21	1530714384.7	37.32751	-122.099908	0.29	90.45	7339	292	-1737	344	07:26:30	2.603680e+06
ICAO: ab0158 (0)	Flight ID: Other	07/04/18 07:28:09	0.32	0.93	1530714489.9	37.325414	-122.105389	0.07	90.35	5550	263	-1109	337	07:28:14	6.132351e+06
ICAO: ab7080 (4)	Flight ID: ASA1758	07/04/18 21:07:31	2.93	3.08	1530763651.3	37.356542	-122.137398	-1.23	73.55	5925	211	221	47	21:07:45	5.890205e+04
ICAO: ac8364 (0)	Flight ID: Other	07/04/18 07:39:15	0.07	1.11	1530715155.2	37.327431	-122.09945	0.42	90.44	6824	295	-1414	343	07:39:20	3.311516e+06
ICAO: ab856c (0)	Flight ID: ASA1949	07/04/18 07:40:34	0.05	1.13	1530715234.6	37.327115	-122.099903	0.18	90.33	6939	263	-1396	344	07:40:39	3.518312e+06
ICAO: a842e7 (1)	Flight ID: QXE2810	07/04/18 10:08:06	4.93	4.95	1530724086.9	37.362167	-122.021932	0.00	90.00	2925	198	-256	333	10:08:30	1.637811e+03
ICAO: a73a47 (0)	Flight ID: JBU1136	07/04/18 07:46:02	0.15	1.18	1530715562.9	37.328522	-122.100122	-0.09	86.85	7125	281	-1460	343	07:46:08	2.949880e+06
ICAO: a5521c (0)	Flight ID: ASA364	07/04/18 07:52:46	3.19	3.34	1530715966.6	37.354098	-122.146195	0.33	90.06	6300	236	-170	41	07:53:02	3.103436e+04
ICAO: aa7c64 (0)	Flight ID: JBU826	07/04/18 07:51:13	3.70	3.72	1530715873.3	37.362122	-122.049515	-0.60	82.97	2975	241	-1396	312	07:51:30	1.450806e+04
ICAO: aad3a0 (2)	Flight ID: SKW5416	07/04/18 11:23:54	0.07	1.15	1530728634.2	37.327438	-122.099803	0.45	90.46	7011	270	-1716	343	11:23:59	3.307735e+06
ICAO: aad3a0 (4)	Flight ID: SKW5697	07/04/18 19:25:37	2.99	3.16	1530757537.6	37.334476	-122.153221	-0.40	84.32	6400	251	-1139	3	19:25:52	4.195756e+04
ICAO: a6f96c (0)	Flight ID: Other	07/04/18 08:03:04	4.56	4.58	1530716584.0	37.36818	-122.035297	-0.01	90.07	3225	227	-960	320	08:03:25	2.858880e+03
ICAO: a12d67 (0)	Flight ID: SKW3397	07/04/18 08:12:13	3.71	3.73	1530717133.7	37.365692	-122.053606	-0.46	84.80	3100	229	-773	320	08:12:31	1.484120e+04
ICAO: a954e4 (0)	Flight ID: N700DL	07/04/18 08:16:34	1.06	1.19	1530717394.1	37.329117	-122.080779	-0.36	84.96	3900	88	512	166	08:16:39	9.011934e+06
ICAO: a954e4 (1)	Flight ID: N700DL	07/04/18 09:25:05	2.79	2.81	1530721505.4	37.338433	-122.051239	-0.08	89.59	2625	132	-758	343	09:25:18	1.648166e+05
ICAO: ab81b5 (1)	Flight ID: ASA1273	07/04/18 15:56:01	0.25	1.16	1530744961.9	37.329849	-122.101408	-0.22	83.32	6925	246	-1920	344	15:56:07	3.539870e+06
ICAO: a09fc4 (0)	Flight ID: UAL858	07/04/18 08:24:08	4.63	4.77	1530717848.6	37.391454	-122.120434	0.47	90.12	6930	224	-1290	76	08:24:30	2.030731e+03
ICAO: a19ecf (1)	Flight ID: SKW5966	07/04/18 10:36:09	1.69	1.99	1530725769.6	37.329515	-122.130168	0.20	90.20	6564	255	-1267	6	10:36:18	4.803445e+05
ICAO: aa159e (2)	Flight ID: Other	07/04/18 21:03:41	3.80	3.89	1530763421.9	37.374347	-122.133684	0.00	90.03	5311	219	-919	40	21:04:00	1.143513e+04
ICAO: a2e621 (0)	Flight ID: ASA1923	07/04/18 08:26:03	0.42	1.21	1530717963.8	37.332275	-122.101817	-0.42	76.92	6950	246	-1984	344	08:26:09	3.100956e+06
ICAO: a2e621 (2)	Flight ID: ASA1285	07/04/18 19:16:40	0.06	1.18	1530757000.6	37.327382	-122.099644	0.28	90.39	7193	276	-1059	344	19:16:46	2.962833e+06
ICAO: c03f02 (1)	Flight ID: WJA1776	07/04/18 21:09:11	1.45	1.73	1530763751.7	37.336943	-122.12265	-0.20	86.09	5900	200	-243	29	21:09:19	1.103347e+06
ICAO: a1c997 (0)	Flight ID: CPZ6011	07/04/18 08:31:55	3.69	3.71	1530718315.8	37.361185	-122.048682	0.10	90.04	2995	217	-645	320	08:32:13	1.633339e+04
ICAO: aa8864 (4)	Flight ID: Other	07/04/18 18:35:01	0.38	1.01	1530754501.1	37.331934	-122.099842	-0.38	73.86	5880	284	-1356	344	18:35:05	4.559264e+06
ICAO: a2fb32 (0)	Flight ID: Other	07/04/18 08:30:01	3.71	3.73	1530718201.5	37.3625	-122.049687	-0.48	86.04	2900	230	-1024	320	08:30:18	1.491720e+04
ICAO: a577d4 (0)	Flight ID: Other	07/04/18 08:37:00	0.24	0.52	1530718620.1	37.327586	-122.095602	-0.08	80.72	3400	193	-807	25	08:37:02	2.954712e+07
ICAO: ab4c9f (0)	Flight ID: Other	07/04/18 08:38:42	0.07	1.16	1530718722.5	37.327493	-122.099901	-0.01	89.92	7075	284	-1022	344	08:38:47	3.041641e+06
ICAO: ~2b0d2e (0)	Flight ID: Other	07/04/18 08:36:44	0.54	0.76	1530718604.2	37.330798	-122.091602	-0.60	64.11	3775	231	-999	22	08:36:47	1.138945e+07
ICAO: ~2b076c (0)	Flight ID: Other	07/04/18 08:38:34	0.06	1.20	1530718714.9	37.327249	-122.099869	0.05	90.35	7313	1140	-1091	343	08:38:40	6.775954e+05
ICAO: a722db (1)	Flight ID: SWA1562	07/04/18 17:21:34	2.61	2.86	1530750094.8	37.291236	-122.117116	0.18	90.08	7057	254	-832	112	17:21:48	7.722955e+04
ICAO: aa1568 (1)	Flight ID: EJA749	07/04/18 17:18:05	1.04	1.54	1530749885.4	37.313713	-122.109845	0.22	89.97	6981	268	50	122	17:18:12	1.264896e+06
ICAO: abf396 (0)	Flight ID: SWA1958	07/04/18 08:44:57	0.06	1.13	1530719097.1	37.327329	-122.099701	0.20	90.41	6901	288	-1613	344	08:45:02	3.265971e+06
ICAO: abb459 (3)	Flight ID: ASA1222	07/04/18 18:00:46	4.72	5.40	1530752446.9	37.367249	-122.168685	0.00	90.00	14825	410	1728	104	18:01:12	3.336431e+02
ICAO: a69d5d (4)	Flight ID: ASA1599	07/04/18 20:12:40	3.17	3.35	1530760360.1	37.325043	-122.15745	-0.20	87.71	6575	252	-1394	356	20:12:55	2.891788e+04
ICAO: a79e17 (0)	Flight ID: HAL43	07/04/18 08:48:17	4.63	5.00	1530719297.6	37.259567	-122.105247	0.26	89.85	10874	312	2176	276	08:48:41	9.476222e+02
ICAO: a5d570 (1)	Flight ID: UAL1687	07/04/18 15:09:19	0.23	1.07	1530742159.3	37.326076	-122.103955	0.34	90.41	6448	243	-1385	337	15:09:24	4.546114e+06
ICAO: c01b6c (1)	Flight ID: Other	07/04/18 22:40:18	1.17	1.42	1530769218.4	37.342018	-122.091142	0.27	90.16	5215	244	-1432	116	22:40:25	1.838131e+06
ICAO: aaf485 (0)	Flight ID: AAL2105	07/04/18 08:53:19	3.72	3.74	1530719599.6	37.35911	-122.045842	0.43	90.06	3007	249	-449	324	08:53:37	1.336719e+04
ICAO: a1f2b1 (0)	Flight ID: UAL862	07/04/18 08:56:24	3.35	3.53	1530719784.8	37.322651	-122.160446	-0.74	81.01	6925	235	111	164	08:56:41	2.143001e+04
ICAO: aacd50 (2)	Flight ID: UAL420	07/04/18 14:59:58	0.32	1.15	1530741598.9	37.330948	-122.10135	-0.29	78.84	6800	285	-1536	343	15:00:04	3.090725e+06
ICAO: abc8d3 (0)	Flight ID: AMX432	07/04/18 08:56:35	3.70	3.72	1530719795.5	37.365784	-122.054015	-1.20	79.99	2950	201	-883	302	08:56:52	1.732566e+04
ICAO: a4c6b3 (0)	Flight ID: ASA149	07/04/18 08:59:35	0.13	2.19	1530719975.4	37.326287	-122.097341	0.11	89.76	12488	378	2198	253	08:59:45	2.116671e+05
ICAO: a4ae48 (0)	Flight ID: SKW3303	07/04/18 08:57:56	3.69	3.72	1530719876.6	37.360058	-122.047386	0.14	90.16	3168	213	-1115	321	08:58:14	1.637526e+04
ICAO: a4ae48 (2)	Flight ID: SKW3399	07/04/18 13:34:55	3.69	3.72	1530736495.5	37.361787	-122.049397	0.02	90.09	3722	245	-1024	319	13:35:12	1.406290e+04
ICAO: ~2b0f6c (1)	Flight ID: Other	07/04/18 15:11:11	4.86	4.87	1530742271.4	37.354966	-122.018878	0.38	90.02	2916	216	-662	337	15:11:34	1.737999e+03
ICAO: a09322 (2)	Flight ID: SKW5363	07/04/18 18:54:37	0.43	1.20	1530755677.1	37.332427	-122.101931	-0.47	73.74	6900	259	-711	343	18:54:42	2.975087e+06
ICAO: a36f7e (0)	Flight ID: DAL1642	07/04/18 09:16:00	4.51	4.52	1530720960.8	37.348185	-122.02228	0.49	90.08	2576	168	-475	341	09:16:21	4.349591e+03
ICAO: ~2b059a (0)	Flight ID: Other	07/04/18 09:17:43	3.75	3.77	1530721063.8	37.36377	-122.050041	-1.43	74.53	3050	238	-1462	300	09:18:01	1.311457e+04
ICAO: ad7471 (0)	Flight ID: Other	07/04/18 09:17:51	3.80	3.82	1530721071.6	37.364688	-122.049925	-0.17	87.95	2800	231	-1152	320	09:18:09	1.242126e+04
ICAO: a3117c (2)	Flight ID: Other	07/04/18 13:01:18	3.66	3.68	1530734478.9	37.361988	-122.050284	-0.15	87.72	2900	220	-1915	318	13:01:36	1.713598e+04
ICAO: a12378 (2)	Flight ID: Other	07/04/18 14:36:57	0.18	1.13	1530740217.2	37.328983	-122.1002	-0.11	88.90	6825	253	-1472	344	14:37:02	3.749128e+06
ICAO: aa7e2e (0)	Flight ID: UAL294	07/04/18 09:27:16	2.82	2.97	1530721636.2	37.35553	-122.135828	-1.30	72.57	5900	234	64	62	09:27:30	6.610248e+04
ICAO: a0b6e6 (0)	Flight ID: N145SU	07/04/18 09:25:15	4.49	4.49	1530721515.5	37.39056	-122.086335	0.30	90.00	1525	119	0	121	09:25:36	6.511423e+03
ICAO: a0b6e6 (0)	Flight ID: N145SU	07/04/18 09:25:30	4.48	4.48	1530721530.4	37.388895	-122.07769	-0.42	86.98	1550	122	27	118	09:25:51	6.500941e+03
ICAO: a0b6e6 (1)	Flight ID: N145SU	07/04/18 10:09:53	3.40	3.40	1530724193.2	37.36798	-122.066575	0.46	90.00	1125	136	0	298	10:10:09	4.854104e+04
ICAO: aa5209 (0)	Flight ID: Other	07/04/18 09:27:28	3.67	3.69	1530721648.5	37.364083	-122.052612	-0.61	82.61	3200	212	-960	317	09:27:45	1.729063e+04
ICAO: acd299 (1)	Flight ID: ASA1961	07/04/18 12:52:25	0.08	1.13	1530733945.3	37.327613	-122.099712	0.17	90.54	6925	276	-1920	343	12:52:30	3.368921e+06
ICAO: acd299 (3)	Flight ID: ASA1967	07/04/18 18:26:16	0.51	1.21	1530753976.2	37.333638	-122.10217	-0.51	70.48	6750	286	-1960	343	18:26:21	2.657783e+06
ICAO: a07cd8 (0)	Flight ID: SKW5945	07/04/18 09:33:48	3.34	3.38	1530722028.6	37.35323	-122.049062	0.23	90.29	3676	222	-2132	328	09:34:04	3.066596e+04
ICAO: a07cd8 (1)	Flight ID: SKW5945	07/04/18 10:48:09	2.08	2.28	1530726489.1	37.301377	-122.078884	-0.02	89.63	5950	226	67	238	10:48:19	2.895610e+05
ICAO: a07cd8 (1)	Flight ID: SKW5945	07/04/18 10:50:28	3.77	3.89	1530726628.4	37.348023	-122.162869	0.00	89.98	5925	242	-126	30	10:50:46	1.027521e+04
ICAO: a24dc1 (1)	Flight ID: ASA259	07/04/18 16:19:21	3.68	3.71	1530746361.6	37.362442	-122.050275	-0.69	83.77	3375	187	-763	314	16:19:39	1.892607e+04
ICAO: a24dc1 (3)	Flight ID: ASA348	07/04/18 22:37:09	4.24	4.34	1530769029.9	37.266046	-122.113295	0.49	90.13	5802	273	-1570	100	22:37:30	3.828431e+03
ICAO: ~2b098f (0)	Flight ID: Other	07/04/18 09:40:11	3.80	3.82	1530722411.2	37.36276	-122.047773	0.37	90.13	2983	181	-841	331	09:40:29	1.585094e+04
ICAO: ~2b0641 (0)	Flight ID: Other	07/04/18 09:40:07	0.32	1.15	1530722407.2	37.330938	-122.101275	-0.35	77.28	6800	1176	-1548	343	09:40:12	7.508065e+05
ICAO: a694dd (0)	Flight ID: Other	07/04/18 09:41:06	4.96	4.97	1530722466.1	37.393923	-122.068614	0.00	90.00	2225	157	-576	336	09:41:29	1.978837e+03
ICAO: a694dd (2)	Flight ID: JBU1936	07/04/18 13:19:12	2.52	2.71	1530735552.5	37.307927	-122.139168	0.01	90.12	6246	236	-1222	353	13:19:25	1.129313e+05
ICAO: a694dd (2)	Flight ID: JBU1936	07/04/18 13:19:58	3.67	3.77	1530735598.6	37.348116	-122.160684	-0.50	83.75	5600	219	-1120	359	13:20:16	1.433529e+04
ICAO: acc774 (2)	Flight ID: ASA1965	07/04/18 15:41:10	0.37	1.16	1530744070.4	37.331543	-122.101513	-0.39	77.24	6775	247	-1269	343	15:41:15	3.497373e+06
ICAO: 0d0984 (0)	Flight ID: VOI930	07/04/18 09:44:47	3.70	3.71	1530722687.9	37.362093	-122.049543	0.05	90.02	2949	236	-552	319	09:45:05	1.489959e+04
ICAO: a4194d (2)	Flight ID: ASA1279	07/04/18 18:36:56	0.14	1.15	1530754616.6	37.328424	-122.100558	-0.10	87.41	7000	249	-1716	344	18:37:02	3.534881e+06
ICAO: a7ef08 (0)	Flight ID: Other	07/04/18 09:52:07	3.72	3.74	1530723127.1	37.364223	-122.051478	-0.56	86.58	2925	217	-1132	320	09:52:24	1.546838e+04
ICAO: a7ef08 (2)	Flight ID: Other	07/04/18 13:55:15	3.78	3.80	1530737715.5	37.359447	-122.044779	-0.06	89.47	2972	211	-667	321	13:55:33	1.402868e+04
ICAO: ~2b0f29 (0)	Flight ID: Other	07/04/18 09:52:01	3.74	3.77	1530723121.1	37.363804	-122.050303	-0.42	86.24	3183	200	-894	322	09:52:18	1.575219e+04
ICAO: ~2b07c6 (0)	Flight ID: Other	07/04/18 09:59:55	2.76	2.86	1530723595.9	37.356728	-122.132383	0.00	90.00	4975	146	1280	160	10:00:09	1.339226e+05
ICAO: abd5bb (0)	Flight ID: SWA2016	07/04/18 10:01:37	3.69	3.74	1530723697.1	37.361104	-122.048492	-0.30	87.29	3925	200	-128	317	10:01:54	1.679156e+04
ICAO: a923a8 (0)	Flight ID: UAL1159	07/04/18 10:02:41	4.04	4.18	1530723761.2	37.341807	-122.170673	0.38	90.10	6648	280	-1073	15	10:03:00	5.052090e+03
ICAO: aa9b89 (0)	Flight ID: Other	07/04/18 10:03:42	3.69	3.73	1530723822.6	37.363711	-122.051597	-0.60	83.29	3775	217	-1472	317	10:04:00	1.580230e+04
ICAO: a63f3a (1)	Flight ID: Other	07/04/18 12:26:30	3.49	3.52	1530732390.1	37.361616	-122.14528	-0.62	85.51	3475	51	-128	136	12:26:46	1.012043e+05
ICAO: abbbc7 (2)	Flight ID: ASA1929	07/04/18 15:36:00	0.54	1.22	1530743760.2	37.333871	-122.102528	-0.58	70.65	6750	284	-1664	344	15:36:05	2.611866e+06
ICAO: a3904c (0)	Flight ID: 597	07/04/18 10:11:00	3.69	3.71	1530724260.1	37.361501	-122.049083	0.27	90.07	3023	228	-785	320	10:11:17	1.559690e+04
ICAO: a4e8b4 (0)	Flight ID: Other	07/04/18 10:12:35	3.71	3.73	1530724355.5	37.362919	-122.050105	-0.22	88.22	3075	262	-1272	320	10:12:53	1.295381e+04
ICAO: aa5694 (4)	Flight ID: UAL1740	07/04/18 20:36:40	0.15	1.12	1530761800.0	37.32861	-122.100439	-0.10	85.82	6800	305	-1619	344	20:36:45	3.174632e+06
ICAO: abaceb (2)	Flight ID: ASA1939	07/04/18 22:18:17	0.04	1.25	1530767897.6	37.327005	-122.09991	0.32	90.23	7577	279	-852	344	22:18:23	2.440816e+06
ICAO: aab2fd (0)	Flight ID: N789LP	07/04/18 10:49:31	1.01	1.03	1530726571.7	37.336355	-122.086159	0.50	89.90	1922	131	164	316	10:49:36	9.326679e+06
ICAO: a4d9d8 (0)	Flight ID: Other	07/04/18 10:51:19	3.73	3.75	1530726679.1	37.367481	-122.055598	-1.23	83.48	2975	218	-1195	320	10:51:36	1.507485e+04
ICAO: 86eea0 (0)	Flight ID: ANA172	07/04/18 11:06:29	2.72	2.78	1530727589.2	37.353516	-122.063716	-0.20	87.32	3925	194	-64	321	11:06:42	1.187283e+05
ICAO: a87be5 (1)	Flight ID: Other	07/04/18 17:10:09	3.56	3.60	1530749409.1	37.364905	-122.056592	-0.06	89.64	3756	128	-141	313	17:10:25	3.450787e+04
ICAO: a25b3f (0)	Flight ID: ASA332	07/04/18 11:02:21	4.19	4.35	1530727341.2	37.265839	-122.101982	0.21	90.11	7133	247	-1277	92	11:02:41	4.139940e+03
ICAO: a25b3f (0)	Flight ID: ASA332	07/04/18 11:03:12	4.60	4.71	1530727392.4	37.281971	-122.037298	0.32	90.12	6129	240	-1233	44	11:03:34	2.136843e+03
ICAO: aaad49 (0)	Flight ID: Other	07/04/18 10:59:55	0.33	1.12	1530727195.1	37.331077	-122.101275	-0.23	76.42	6600	278	-1581	344	11:00:00	3.457787e+06
ICAO: a05b45 (0)	Flight ID: N122BM	07/04/18 11:09:10	0.69	0.88	1530727750.1	37.331031	-122.088557	-0.44	78.95	3800	140	832	141	11:09:14	1.330365e+07
ICAO: a05b45 (1)	Flight ID: N122BM	07/04/18 15:11:01	1.13	1.16	1530742262.0	37.338499	-122.085737	0.22	90.40	2278	140	-626	315	15:11:07	6.163921e+06
ICAO: a58a67 (0)	Flight ID: Other	07/04/18 11:08:28	3.71	3.73	1530727708.1	37.364083	-122.051478	-0.25	86.63	2825	230	-1457	318	11:08:45	1.488244e+04
ICAO: ~2b01ea (0)	Flight ID: Other	07/04/18 11:08:17	3.68	3.71	1530727697.0	37.362035	-122.049746	-0.11	89.57	3100	226	-1003	319	11:08:34	1.577226e+04
ICAO: ~2b087e (0)	Flight ID: Other	07/04/18 11:11:19	2.94	3.03	1530727879.9	37.296768	-122.061389	-0.33	86.25	4900	221	0	43	11:11:34	6.199541e+04
ICAO: a32b04 (0)	Flight ID: 1567	07/04/18 11:11:50	3.57	3.60	1530727910.1	37.361984	-122.052437	-0.46	85.38	3225	232	-949	322	11:12:06	1.899581e+04
ICAO: ~2b0a74 (0)	Flight ID: Other	07/04/18 11:09:37	0.74	1.47	1530727777.6	37.333964	-122.109275	0.00	90.00	7650	252	-1216	8	11:09:44	1.612327e+06
ICAO: 0d08ef (0)	Flight ID: AMX668	07/04/18 11:12:50	0.48	1.20	1530727970.1	37.333079	-122.10229	-0.55	72.76	6775	278	-1472	345	11:12:55	2.801110e+06
