Closest approaches at SIDBY SFO Approach SE (lat: 37.450711, long: -122.144722, elevation: 25), 20180704
Flights within 5 miles and 10 < altitude < 15000 feet
SIDBY SFO Approach SE	52.8	42.3	49.7	46.3	57.9	9.2	6.2	4.6	3.8	3.1	2.5	1.3	1.1	0.7	0.5	0.4	0.3	9.3	6.0	5.0	4.5	3.7	2.8	12.0	7.9	5.8	5.0	4.0	3.6	14.0	9.7	6.7	5.3	4.3	3.5
icao (seg #)	Flight_ID	Date/Time	Gnd Dist	rca_dist	rca_time	rca_lat	rca_lon	rca_fract	dp_theta	rca_alt	rca_speed	rca_vert_rate	rca_trk	rca_snd_arr	SEL
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 07:49:39	3.04	3.04	1530715779.0	37.4631	-122.091602	0.00	90.00	625	109	-192	151	07:49:53	1.245270e+05
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 07:51:33	2.04	2.04	1530715893.9	37.446201	-122.107902	-0.86	49.75	50	-13	-397	266	07:51:43	1.000000e+00
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 07:54:28	1.78	1.78	1530716068.0	37.4685	-122.121277	-2.61	68.19	525	93	-259	351	07:54:36	2.108919e+06
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 07:55:37	2.61	2.61	1530716137.1	37.478089	-122.111903	-0.70	83.31	725	35	90	82	07:55:49	9.251233e+05
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:00:06	1.68	1.68	1530716406.8	37.460464	-122.116624	0.36	89.99	192	69	201	306	08:00:14	3.544246e+06
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:02:57	2.86	2.87	1530716577.4	37.472233	-122.100077	0.10	90.00	667	73	-192	121	08:03:10	2.621838e+05
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:04:43	1.93	1.93	1530716683.2	37.454487	-122.109873	0.00	90.00	25	59	-384	286	08:04:52	2.388456e+06
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:07:33	1.79	1.80	1530716853.3	37.468686	-122.121098	-2.40	77.79	400	64	1114	340	08:07:41	2.974281e+06
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:08:53	2.54	2.54	1530716933.6	37.474505	-122.109395	-0.04	89.73	750	58	64	126	08:09:05	6.434557e+05
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:13:24	1.69	1.69	1530717204.2	37.461946	-122.117406	0.39	89.99	280	73	738	299	08:13:32	3.333457e+06
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:15:32	2.80	2.80	1530717332.3	37.473993	-122.103006	-0.79	85.83	725	61	-179	110	08:15:45	3.596131e+05
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:19:20	1.74	1.74	1530717560.9	37.466684	-122.120202	0.00	90.00	375	71	832	326	08:19:29	3.028455e+06
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:22:06	0.84	0.84	1530717726.5	37.462347	-122.14035	0.34	90.00	150	152	-457	204	08:22:10	1.360417e+07
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:24:40	1.81	1.82	1530717880.7	37.469105	-122.121098	-1.29	77.71	500	69	1435	346	08:24:49	2.606727e+06
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:26:02	2.62	2.62	1530717962.4	37.472782	-122.105872	-0.08	89.04	750	67	143	117	08:26:14	4.775407e+05
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:29:50	1.73	1.73	1530718190.7	37.465288	-122.119008	-0.90	82.28	300	79	832	320	08:29:58	2.777423e+06
ICAO: a15739 (0)	Flight ID: N186CS	07/04/18 08:31:13	2.57	2.58	1530718273.3	37.472782	-122.106887	-4.30	73.34	750	41	551	95	08:31:25	8.423302e+05
ICAO: a84abd (0)	Flight ID: ASA1593	07/04/18 07:07:11	0.29	1.00	1530713231.8	37.45459	-122.146697	-0.58	75.12	5075	258	-677	344	07:07:16	5.109558e+06
ICAO: aa7e56 (2)	Flight ID: UAL390	07/04/18 12:31:22	2.52	2.66	1530732683.0	37.47117	-122.106656	0.12	90.00	4510	201	-888	328	12:31:35	1.467609e+05
ICAO: a600e4 (0)	Flight ID: Other	07/04/18 07:12:58	0.41	0.96	1530713578.8	37.456396	-122.147071	-0.36	65.96	4600	276	-1179	345	07:13:03	5.326920e+06
ICAO: a600e4 (2)	Flight ID: Other	07/04/18 11:47:48	1.83	1.91	1530730068.0	37.451881	-122.111425	-0.29	86.03	2925	188	0	329	11:47:56	7.838778e+05
ICAO: a2dc02 (0)	Flight ID: N28338	07/04/18 07:08:41	1.74	1.74	1530713321.7	37.464249	-122.118063	0.00	90.00	100	84	1536	325	07:08:49	2.589947e+06
ICAO: a2dc02 (1)	Flight ID: N28338	07/04/18 11:49:01	2.35	2.35	1530730141.7	37.465897	-122.106375	-2.41	77.83	800	68	-654	152	11:49:12	8.210433e+05
ICAO: ac735b (2)	Flight ID: SKW5195	07/04/18 15:55:51	0.26	0.90	1530744951.4	37.453674	-122.141847	-0.14	83.27	4575	231	-1600	354	15:55:55	7.528555e+06
ICAO: ~2b0408 (0)	Flight ID: Other	07/04/18 07:13:20	2.90	3.02	1530713600.2	37.491217	-122.158774	0.00	90.00	4400	250	-640	346	07:13:34	5.650248e+04
ICAO: aa630b (1)	Flight ID: TAI564	07/04/18 19:21:59	0.04	0.83	1530757319.9	37.451204	-122.145032	0.23	90.01	4404	261	-1300	346	19:22:03	8.126021e+06
ICAO: a1c229 (0)	Flight ID: CPZ6034	07/04/18 07:22:56	0.06	0.87	1530714176.7	37.451054	-122.145658	0.50	90.01	4613	237	-1087	343	07:23:00	7.967781e+06
ICAO: a1c229 (2)	Flight ID: CPZ6045	07/04/18 16:28:12	0.33	0.94	1530746892.0	37.453328	-122.149681	0.02	90.02	4670	205	-1031	24	16:28:16	7.606533e+06
ICAO: ab7e23 (1)	Flight ID: N84GN	07/04/18 11:45:41	3.53	3.56	1530729941.3	37.430511	-122.203908	-0.26	88.56	2350	105	1192	155	11:45:58	4.537677e+04
ICAO: ab7e23 (1)	Flight ID: N84GN	07/04/18 11:48:01	4.73	4.77	1530730081.4	37.402349	-122.205764	0.00	90.00	3150	125	640	144	11:48:23	3.660640e+03
ICAO: ab7e23 (2)	Flight ID: N84GN	07/04/18 19:35:57	4.18	4.19	1530758157.9	37.465439	-122.218693	-1.02	83.31	1350	151	-319	25	19:36:17	9.199771e+03
ICAO: a50e6a (0)	Flight ID: N425CF	07/04/18 07:19:50	1.71	1.71	1530713990.8	37.465897	-122.120108	0.00	90.00	125	109	1728	319	07:19:58	2.117426e+06
ICAO: a6ac39 (0)	Flight ID: ASA1921	07/04/18 07:28:04	0.02	0.75	1530714484.4	37.45089	-122.144971	0.25	90.01	3981	255	-624	345	07:28:07	1.053409e+07
ICAO: ab0158 (0)	Flight ID: Other	07/04/18 07:30:02	0.73	1.02	1530714602.5	37.447703	-122.157455	0.29	90.01	3802	239	-983	333	07:30:07	5.201674e+06
ICAO: ab0158 (1)	Flight ID: Other	07/04/18 17:18:22	1.32	1.60	1530749902.6	37.464085	-122.161909	0.32	90.01	4778	197	-1943	90	17:18:30	1.518998e+06
ICAO: ~2b08fc (1)	Flight ID: Other	07/04/18 13:48:30	0.90	1.36	1530737310.3	37.442579	-122.131797	0.44	90.02	5419	228	-1674	39	13:48:36	2.275368e+06
ICAO: ~2b08fc (1)	Flight ID: Other	07/04/18 13:48:45	0.86	1.27	1530737325.7	37.456489	-122.13089	-0.10	86.75	4975	229	-1718	17	13:48:51	2.862244e+06
ICAO: ab7080 (0)	Flight ID: ASA1740	07/04/18 07:36:44	0.35	0.90	1530715004.5	37.447154	-122.140075	0.23	90.01	4366	250	-1053	54	07:36:48	7.038099e+06
ICAO: ab7080 (2)	Flight ID: ASA1806	07/04/18 14:28:37	4.74	4.81	1530739717.4	37.517761	-122.126712	-1.41	79.62	4400	211	254	277	14:28:59	2.008603e+03
ICAO: ab7080 (4)	Flight ID: ASA1758	07/04/18 21:09:01	3.11	3.27	1530763741.6	37.436874	-122.090831	-0.46	84.65	5425	191	-1616	25	21:09:16	4.455503e+04
ICAO: ab7080 (4)	Flight ID: ASA1758	07/04/18 21:09:51	3.60	3.68	1530763792.0	37.478106	-122.088771	0.05	90.00	4020	187	-865	330	21:10:09	2.000922e+04
ICAO: ad19f2 (3)	Flight ID: Other	07/04/18 20:05:50	0.62	1.11	1530759950.1	37.44818	-122.155528	0.13	90.01	4900	196	-1244	84	20:05:55	5.011361e+06
ICAO: a923ef (2)	Flight ID: UAL643	07/04/18 20:46:21	1.94	2.25	1530762381.5	37.441818	-122.111109	-0.09	88.45	6050	219	-1374	22	20:46:32	3.170013e+05
ICAO: a923ef (2)	Flight ID: UAL643	07/04/18 21:03:11	0.06	0.89	1530763391.9	37.450298	-122.143787	-0.03	88.65	4700	197	-834	115	21:03:16	9.136205e+06
ICAO: ac8364 (0)	Flight ID: Other	07/04/18 07:40:52	0.06	0.77	1530715252.9	37.451322	-122.143906	-0.01	89.79	4075	271	-1536	347	07:40:56	9.348580e+06
ICAO: a2d745 (1)	Flight ID: ASA1050	07/04/18 21:58:57	1.96	2.10	1530766737.4	37.435383	-122.11461	0.33	90.00	3942	245	-514	38	21:59:07	3.975570e+05
ICAO: ab856c (0)	Flight ID: ASA1949	07/04/18 07:42:23	0.04	0.92	1530715343.6	37.450913	-122.145346	0.11	90.01	4864	233	-697	346	07:42:27	7.105134e+06
ICAO: a73a47 (0)	Flight ID: JBU1136	07/04/18 07:47:43	0.05	0.96	1530715663.6	37.451294	-122.14512	-0.00	89.93	5075	250	-1024	345	07:47:48	5.916108e+06
ICAO: a73a47 (2)	Flight ID: JBU2136	07/04/18 16:24:01	0.71	1.09	1530746641.7	37.458481	-122.153301	-0.26	80.18	4400	229	-882	42	16:24:06	4.486225e+06
ICAO: 8004da (0)	Flight ID: AIC173	07/04/18 07:49:52	4.39	4.47	1530715792.8	37.509512	-122.114351	0.00	90.00	4425	192	-1536	300	07:50:13	4.224041e+03
ICAO: a5521c (0)	Flight ID: ASA364	07/04/18 07:54:03	3.04	3.16	1530716043.1	37.424149	-122.10059	-0.30	86.46	4675	209	-2198	29	07:54:17	5.043484e+04
ICAO: aad3a0 (2)	Flight ID: SKW5416	07/04/18 11:25:39	0.02	0.85	1530728739.9	37.451018	-122.1449	0.01	90.01	4499	229	-451	346	11:25:43	8.798920e+06
ICAO: aad3a0 (4)	Flight ID: SKW5697	07/04/18 19:27:19	0.20	0.84	1530757639.6	37.450483	-122.148422	0.16	90.01	4326	241	-1259	349	19:27:23	8.557392e+06
ICAO: a6f96c (0)	Flight ID: Other	07/04/18 08:04:17	4.50	4.52	1530716657.2	37.424508	-122.069629	-6.02	48.98	2450	246	-127	245	08:04:38	2.968636e+03
ICAO: a2491b (0)	Flight ID: N2463S	07/04/18 08:00:22	2.02	2.02	1530716422.1	37.47511	-122.124501	0.00	90.00	850	80	1152	338	08:00:31	1.429307e+06
ICAO: a954e4 (0)	Flight ID: N700DL	07/04/18 08:11:23	1.05	1.07	1530717083.2	37.458537	-122.128263	-0.02	89.64	1100	112	-193	150	08:11:28	9.725401e+06
ICAO: a954e4 (1)	Flight ID: N700DL	07/04/18 09:29:45	2.01	2.01	1530721785.0	37.454348	-122.10838	0.00	90.00	100	64	-576	322	09:29:54	1.845426e+06
ICAO: a3a084 (0)	Flight ID: Other	07/04/18 08:15:35	1.64	1.80	1530717335.6	37.460236	-122.172148	-0.46	73.07	3925	166	-1071	65	08:15:44	1.131346e+06
ICAO: ab81b5 (1)	Flight ID: ASA1273	07/04/18 15:58:01	0.10	0.92	1530745081.0	37.451935	-122.145704	-0.12	84.76	4875	204	502	345	15:58:05	7.949045e+06
ICAO: c01aa7 (0)	Flight ID: Other	07/04/18 08:22:55	0.10	0.94	1530717775.1	37.449567	-122.143484	0.36	90.01	4955	224	-291	101	08:22:59	6.938596e+06
ICAO: a2db21 (0)	Flight ID: Other	07/04/18 08:18:08	3.98	4.03	1530717488.4	37.506579	-122.162476	0.00	90.00	3275	226	-1152	347	08:18:27	8.425198e+03
ICAO: a09fc4 (0)	Flight ID: UAL858	07/04/18 08:23:48	4.17	4.40	1530717828.4	37.390293	-122.146263	0.45	90.00	7322	222	-1130	92	08:24:09	4.186491e+03
ICAO: a09fc4 (0)	Flight ID: UAL858	07/04/18 08:25:45	2.89	3.06	1530717946.0	37.47476	-122.101543	0.17	90.00	5229	215	-960	326	08:26:00	6.103281e+04
ICAO: a4ac26 (0)	Flight ID: N40VC	07/04/18 08:24:28	0.93	1.12	1530717868.6	37.437353	-122.142707	0.50	90.02	3289	226	-1472	86	08:24:33	4.278960e+06
ICAO: a19ecf (1)	Flight ID: SKW5966	07/04/18 10:37:57	1.64	1.83	1530725877.7	37.453882	-122.115127	-0.12	87.18	4375	243	-1129	7	10:38:06	7.167342e+05
ICAO: a02dda (0)	Flight ID: SKW5358	07/04/18 08:29:05	1.33	1.67	1530718145.9	37.454689	-122.12096	0.15	90.00	5310	212	-758	354	08:29:13	1.202126e+06
ICAO: aa159e (2)	Flight ID: Other	07/04/18 21:04:47	3.97	4.07	1530763487.3	37.423716	-122.080795	-0.08	89.14	4625	214	-709	33	21:05:06	8.251394e+03
ICAO: aa159e (2)	Flight ID: Other	07/04/18 21:06:22	4.70	4.76	1530763582.0	37.505881	-122.094528	-1.93	78.39	3900	192	-188	339	21:06:44	2.427156e+03
ICAO: aa159e (2)	Flight ID: Other	07/04/18 21:06:49	4.71	4.76	1530763609.8	37.515983	-122.119904	-0.84	83.96	3625	182	78	317	21:07:12	2.560372e+03
ICAO: a2e621 (0)	Flight ID: ASA1923	07/04/18 08:27:57	0.19	0.87	1530718077.7	37.450289	-122.14809	0.30	90.01	4520	210	-557	344	08:28:01	8.969331e+06
ICAO: a2e621 (2)	Flight ID: ASA1285	07/04/18 19:18:27	0.35	1.00	1530757107.8	37.455512	-122.146832	-0.42	70.48	4950	254	240	343	19:18:32	5.240565e+06
ICAO: a504b8 (0)	Flight ID: N422TB	07/04/18 08:26:02	1.72	1.72	1530717962.3	37.464822	-122.118769	0.00	90.00	100	89	1472	322	08:26:10	2.503230e+06
ICAO: c03f02 (1)	Flight ID: WJA1776	07/04/18 21:12:05	3.53	3.60	1530763925.3	37.476479	-122.089139	0.34	90.00	3900	182	-42	330	21:12:22	2.401437e+04
ICAO: a0b333 (0)	Flight ID: SKW5884	07/04/18 08:33:34	0.27	0.79	1530718414.4	37.454498	-122.143191	-0.29	73.91	3950	235	-1499	30	08:33:38	1.008526e+07
ICAO: a0b333 (1)	Flight ID: SKW5682	07/04/18 09:30:05	2.13	3.39	1530721805.2	37.420132	-122.150116	-0.34	83.35	13925	348	1578	105	09:30:21	1.924589e+04
ICAO: a1c997 (0)	Flight ID: CPZ6011	07/04/18 08:33:03	4.21	4.23	1530718383.9	37.417831	-122.080137	-0.50	85.65	2500	200	-864	24	08:33:23	6.388093e+03
ICAO: aa8864 (4)	Flight ID: Other	07/04/18 18:36:42	0.17	0.83	1530754602.9	37.453226	-122.144623	-0.16	80.52	4292	253	-1716	345	18:36:46	8.444063e+06
ICAO: acbfcf (0)	Flight ID: Other	07/04/18 08:36:36	0.76	0.90	1530718596.1	37.45891	-122.153878	-0.60	36.84	2625	165	-2222	93	08:36:40	1.043501e+07
ICAO: ab4c9f (0)	Flight ID: Other	07/04/18 08:39:46	3.24	3.39	1530718786.8	37.404816	-122.132203	0.00	90.00	5200	275	-1536	342	08:40:02	2.436489e+04
ICAO: ~2b0263 (2)	Flight ID: Other	07/04/18 09:08:39	1.72	1.72	1530720519.2	37.468593	-122.122889	0.00	90.00	250	62	640	323	09:08:47	3.628512e+06
ICAO: ~2b0436 (0)	Flight ID: Other	07/04/18 08:36:13	1.93	2.03	1530718573.1	37.471805	-122.16779	0.00	90.00	3325	227	-2496	50	08:36:22	4.983396e+05
ICAO: ~2b0d32 (0)	Flight ID: Other	07/04/18 08:37:31	1.54	1.77	1530718651.8	37.460586	-122.119486	-0.36	81.12	4650	239	-838	345	08:37:40	8.317518e+05
ICAO: ac8d31 (0)	Flight ID: N908DB	07/04/18 08:40:14	1.73	1.73	1530718814.3	37.464294	-122.11818	0.00	90.00	100	80	640	326	08:40:22	2.742566e+06
ICAO: abf396 (0)	Flight ID: SWA1958	07/04/18 08:46:43	0.08	0.63	1530719203.0	37.451843	-122.144827	-0.01	88.89	3325	250	-2694	346	08:46:45	1.569878e+07
ICAO: abb459 (0)	Flight ID: ASA1742	07/04/18 08:49:24	0.72	1.15	1530719364.1	37.451787	-122.131666	-0.17	82.92	4750	230	-486	17	08:49:29	3.875043e+06
ICAO: abb459 (2)	Flight ID: ASA1752	07/04/18 16:00:36	0.29	0.82	1530745236.3	37.4489	-122.140025	0.46	90.01	4056	237	-1075	33	16:00:40	9.334136e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 08:46:33	0.84	0.86	1530719193.3	37.461502	-122.137815	-0.16	85.49	1000	121	-990	112	08:46:37	1.624265e+07
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 08:52:23	1.73	1.74	1530719543.1	37.464718	-122.118457	-0.85	83.17	200	67	1205	320	08:52:31	3.239150e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 08:53:45	2.83	2.84	1530719625.1	37.476926	-122.104976	-0.28	88.07	800	109	256	138	08:53:58	1.873837e+05
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 08:58:46	1.75	1.75	1530719926.3	37.465765	-122.119094	0.12	89.99	272	67	667	326	08:58:54	3.143919e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:00:25	2.43	2.44	1530720025.7	37.469012	-122.106827	-2.07	78.04	800	85	-589	150	09:00:37	5.556417e+05
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:05:33	1.73	1.73	1530720333.4	37.465805	-122.119524	-0.61	84.28	200	69	1181	318	09:05:41	3.175262e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:11:35	1.74	1.74	1530720695.1	37.465919	-122.119455	-0.22	89.62	260	71	531	329	09:11:43	3.037200e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:13:05	2.37	2.37	1530720785.4	37.471432	-122.110291	-0.35	87.24	700	101	111	142	09:13:16	5.317042e+05
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:17:19	1.75	1.75	1530721039.9	37.465712	-122.118988	0.47	89.99	270	73	506	331	09:17:28	2.855773e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:18:35	2.36	2.36	1530721115.7	37.472058	-122.111223	0.07	90.00	800	101	812	143	09:18:46	5.499849e+05
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:23:15	1.77	1.77	1530721395.7	37.465283	-122.118183	0.07	89.99	246	73	406	334	09:23:24	2.755405e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:25:15	2.40	2.40	1530721515.9	37.469896	-122.10832	-0.80	84.37	800	96	485	147	09:25:27	5.268108e+05
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:31:35	1.73	1.73	1530721895.6	37.465988	-122.119699	-0.77	83.30	200	79	621	316	09:31:43	2.771630e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:33:46	2.40	2.40	1530722026.0	37.471712	-122.109873	-0.42	87.11	800	96	-847	142	09:33:57	5.269253e+05
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:40:30	1.71	1.71	1530722430.5	37.466211	-122.12033	0.48	89.99	283	76	733	325	09:40:38	3.005933e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:41:55	2.31	2.31	1530722515.5	37.470874	-122.111126	-0.14	88.87	800	98	428	142	09:42:06	6.236429e+05
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:45:27	1.70	1.70	1530722727.0	37.465759	-122.120108	-0.07	89.42	300	80	662	319	09:45:34	2.905442e+06
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:46:37	2.47	2.48	1530722797.1	37.473083	-122.109531	-0.09	89.47	800	99	-448	142	09:46:48	4.365049e+05
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:52:35	1.72	1.72	1530723155.9	37.466125	-122.120083	-0.88	82.14	200	69	583	309	09:52:43	3.276650e+06
ICAO: a69d5d (0)	Flight ID: ASA1713	07/04/18 09:00:18	0.93	1.23	1530720018.6	37.446062	-122.12872	0.32	90.01	4285	216	-706	22	09:00:24	3.314939e+06
ICAO: a69d5d (4)	Flight ID: ASA1599	07/04/18 20:14:39	1.42	1.66	1530760479.5	37.454773	-122.170131	-0.43	79.49	4550	217	-1472	358	20:14:47	1.191777e+06
ICAO: a5d570 (1)	Flight ID: UAL1687	07/04/18 15:11:20	0.66	1.02	1530742280.6	37.448164	-122.156311	0.48	90.01	4145	213	-1466	330	15:11:25	5.847188e+06
ICAO: a6677d (0)	Flight ID: N511ZZ	07/04/18 08:45:58	4.21	4.23	1530719158.9	37.476414	-122.214422	0.00	90.00	1900	122	1216	171	08:46:18	1.055547e+04
ICAO: a04b92 (0)	Flight ID: SKW5550	07/04/18 08:53:14	4.26	4.31	1530719594.9	37.511307	-122.130452	-2.73	61.17	3575	208	-1455	247	08:53:35	5.270432e+03
ICAO: a50fd7 (0)	Flight ID: N425SW	07/04/18 08:55:45	2.97	2.98	1530719745.6	37.466812	-122.094454	-3.08	73.16	775	148	990	205	08:55:59	1.041033e+05
ICAO: a50fd7 (1)	Flight ID: N425SW	07/04/18 09:40:07	1.74	1.74	1530722407.3	37.46822	-122.121874	0.00	90.00	200	103	512	325	09:40:15	2.082238e+06
ICAO: a0eeea (0)	Flight ID: UAL2	07/04/18 08:53:05	2.15	2.36	1530719585.8	37.448526	-122.105637	0.18	90.00	5119	226	-1270	6	08:53:16	2.473181e+05
ICAO: a9d5e4 (0)	Flight ID: UAL759	07/04/18 08:55:03	4.65	4.76	1530719703.8	37.480231	-122.068495	-0.26	87.57	5275	210	-832	338	08:55:26	2.223626e+03
ICAO: a9d5e4 (0)	Flight ID: UAL759	07/04/18 08:55:55	4.53	4.60	1530719755.0	37.510629	-122.111126	-0.16	88.66	4375	200	-1503	296	08:56:16	3.118494e+03
ICAO: a9d5e4 (2)	Flight ID: UAL569	07/04/18 14:44:53	2.27	2.46	1530740693.3	37.474265	-122.173627	0.45	90.00	5066	221	-583	45	14:45:04	2.004825e+05
ICAO: c01b6c (0)	Flight ID: Other	07/04/18 08:55:05	2.53	2.75	1530719705.4	37.415207	-122.156023	0.01	90.00	5731	189	-946	95	08:55:18	1.292921e+05
ICAO: c01b6c (0)	Flight ID: Other	07/04/18 08:56:34	2.17	2.38	1530719794.8	37.438706	-122.108081	-0.16	85.38	5100	156	-1057	15	08:56:45	3.421063e+05
ICAO: c01b6c (0)	Flight ID: Other	07/04/18 08:57:46	4.71	4.77	1530719866.6	37.51021	-122.102887	-0.17	88.50	4000	165	-565	349	08:58:08	2.775616e+03
ICAO: a20028 (0)	Flight ID: EJA228	07/04/18 09:13:25	4.10	4.21	1530720805.0	37.459143	-122.218661	-0.26	87.40	5125	239	-1196	5	09:13:44	5.599259e+03
ICAO: a1f2b1 (0)	Flight ID: UAL862	07/04/18 09:11:07	2.12	2.27	1530720667.0	37.464179	-122.179554	0.13	90.01	4303	204	-865	25	09:11:17	3.262361e+05
ICAO: aacd50 (0)	Flight ID: UAL501	07/04/18 09:03:30	0.46	0.88	1530720210.1	37.456581	-122.148556	0.47	90.01	4016	214	-440	59	09:03:34	8.515996e+06
ICAO: aacd50 (2)	Flight ID: UAL420	07/04/18 15:01:39	0.48	0.96	1530741699.2	37.457336	-122.147165	-0.54	62.34	4425	277	-1133	346	15:01:43	5.304187e+06
ICAO: a43100 (0)	Flight ID: UAL876	07/04/18 09:17:25	4.03	4.11	1530721045.7	37.459579	-122.217349	-0.82	82.33	4225	232	-768	3	09:17:44	7.023095e+03
ICAO: a1b4ab (0)	Flight ID: CPZ6041	07/04/18 09:06:48	2.35	2.45	1530720408.4	37.459184	-122.186215	0.27	90.01	3744	231	-1410	21	09:06:59	1.966211e+05
ICAO: ad1560 (0)	Flight ID: JBU15	07/04/18 09:07:58	4.46	4.55	1530720478.7	37.507935	-122.10691	0.41	90.00	4614	228	-1034	299	09:08:20	3.050870e+03
ICAO: ~2b0481 (0)	Flight ID: Other	07/04/18 09:05:24	4.42	4.51	1530720324.2	37.508778	-122.110637	0.16	90.00	4523	228	-1342	296	09:05:45	3.306327e+03
ICAO: a5f581 (1)	Flight ID: UAL2265	07/04/18 13:48:46	1.45	1.71	1530737326.3	37.438141	-122.123625	0.10	90.01	4845	217	-1593	80	13:48:54	1.060989e+06
ICAO: a5f581 (1)	Flight ID: UAL2265	07/04/18 13:49:42	3.55	3.61	1530737382.8	37.495704	-122.113382	0.22	90.00	3318	256	-1106	11	13:49:59	1.703607e+04
ICAO: ~2b0717 (0)	Flight ID: Other	07/04/18 09:09:55	4.56	4.63	1530720595.5	37.51243	-122.115025	0.46	90.00	4139	226	-929	287	09:10:17	2.637392e+03
ICAO: ac523c (0)	Flight ID: Other	07/04/18 09:10:35	4.64	4.68	1530720635.1	37.517798	-122.149817	0.00	90.00	3200	228	-1344	291	09:10:57	2.363443e+03
ICAO: ~2b013b (0)	Flight ID: Other	07/04/18 09:14:14	4.83	4.92	1530720854.3	37.520405	-122.136801	0.00	90.00	5000	225	0	299	09:14:37	1.504544e+03
ICAO: a50ff5 (0)	Flight ID: U0L1698	07/04/18 09:14:05	4.68	4.78	1530720845.3	37.514207	-122.114726	0.23	90.00	5012	242	-79	295	09:14:27	1.850655e+03
ICAO: a09a90 (0)	Flight ID: SKW5427	07/04/18 09:15:49	4.34	4.43	1530720949.9	37.506314	-122.107969	0.45	90.00	4835	231	-1053	299	09:16:10	3.761398e+03
ICAO: a09a90 (3)	Flight ID: SKW5648	07/04/18 19:46:28	3.69	4.65	1530758788.7	37.503342	-122.132672	0.00	90.00	14900	347	2112	108	19:46:50	1.657206e+03
ICAO: a09322 (0)	Flight ID: SKW5215	07/04/18 09:19:26	4.48	4.58	1530721166.2	37.510117	-122.111783	-0.52	86.54	5000	204	-342	297	09:19:47	3.203727e+03
ICAO: a09322 (2)	Flight ID: SKW5363	07/04/18 18:56:21	0.04	0.93	1530755781.4	37.451222	-122.145231	0.41	90.01	4954	250	-1206	344	18:56:25	6.302544e+06
ICAO: ~2b049f (0)	Flight ID: Other	07/04/18 09:13:02	4.78	4.79	1530720782.3	37.519411	-122.155449	-0.49	88.11	1684	98	371	76	09:13:24	4.449282e+03
ICAO: a94937 (0)	Flight ID: Other	07/04/18 09:13:18	4.92	4.93	1530720798.8	37.521523	-122.153818	-0.25	88.72	2150	100	464	88	09:13:41	3.324692e+03
ICAO: a027ca (0)	Flight ID: SKW5935	07/04/18 09:20:35	1.12	1.32	1530721235.2	37.460725	-122.160684	-0.27	82.07	3725	219	-1737	26	09:20:41	2.667798e+06
ICAO: a027ca (4)	Flight ID: SKW5700	07/04/18 18:49:29	1.05	1.35	1530755369.8	37.445201	-122.126827	0.31	90.01	4472	212	-1436	25	18:49:36	2.551123e+06
ICAO: ~2b0b8b (0)	Flight ID: Other	07/04/18 09:18:04	3.51	3.54	1530721084.9	37.443827	-122.081392	0.00	90.00	2675	97	512	200	09:18:21	5.101630e+04
ICAO: ~2b0876 (0)	Flight ID: Other	07/04/18 09:16:18	2.72	2.72	1530720978.9	37.478443	-122.109517	0.23	90.00	814	85	0	151	09:16:31	3.034986e+05
