Closest approaches at EDDYY(3) (lat: 37.374903, long: -122.119028, elevation: 206.5), 20180704
Flights within 5 miles and 10 < altitude < 15000 feet
EDDYY(3)	42.4	36.6	42.3	40.5	45.7	8.0	5.2	3.4	2.7	2.2	1.9	0.7	0.4	0.2	0.2	0.1	0.2	7.3	4.5	3.1	2.3	2.0	1.7	12.0	7.5	4.8	3.7	3.1	2.3	12.0	8.2	5.5	4.5	3.8	3.4
icao (seg #)	Flight_ID	Date/Time	Gnd Dist	rca_dist	rca_time	rca_lat	rca_lon	rca_fract	dp_theta	rca_alt	rca_speed	rca_vert_rate	rca_trk	rca_snd_arr	SEL
ICAO: a01c76 (0)	Flight ID: BYF15	07/04/18 09:43:47	4.74	4.74	1530722627.1	37.440848	-122.095423	0.00	90.00	700	75	-1024	320	09:44:09	6.465821e+03
ICAO: a69d5d (0)	Flight ID: ASA1713	07/04/18 08:59:34	2.82	2.96	1530719974.8	37.405334	-122.153184	-1.36	72.25	4950	229	-1716	48	08:59:48	6.983087e+04
ICAO: a69d5d (4)	Flight ID: ASA1599	07/04/18 20:13:21	2.40	2.63	1530760401.8	37.372611	-122.162654	0.24	90.03	5864	243	-1088	356	20:13:34	1.293183e+05
ICAO: a5d570 (1)	Flight ID: UAL1687	07/04/18 15:10:07	0.31	1.06	1530742207.1	37.374156	-122.124574	0.12	90.10	5541	231	-1417	334	15:10:12	4.910962e+06
ICAO: a0eeea (0)	Flight ID: UAL2	07/04/18 08:52:22	2.90	3.09	1530719542.1	37.414444	-122.136529	-0.23	86.05	5900	236	-157	83	08:52:36	5.180123e+04
ICAO: c01b6c (0)	Flight ID: Other	07/04/18 08:56:12	2.21	2.42	1530719772.5	37.406911	-122.116679	0.00	90.00	5400	65	-320	36	08:56:23	7.438399e+05
ICAO: c01b6c (1)	Flight ID: Other	07/04/18 22:39:45	1.53	1.82	1530769185.7	37.353328	-122.125094	-0.40	82.41	5469	249	-1426	126	22:39:54	7.142761e+05
ICAO: aaf485 (0)	Flight ID: AAL2105	07/04/18 08:53:35	3.48	3.52	1530719615.9	37.37533	-122.055611	0.11	90.00	2950	240	-50	350	08:53:52	2.152332e+04
ICAO: a1f2b1 (0)	Flight ID: UAL862	07/04/18 08:56:05	3.64	3.86	1530719765.5	37.341412	-122.170297	-0.49	85.84	6975	236	-349	122	08:56:23	1.112584e+04
ICAO: aacd50 (2)	Flight ID: UAL420	07/04/18 15:00:39	0.49	1.17	1530741639.1	37.381773	-122.121157	-0.47	68.63	5800	285	-1280	345	15:00:44	2.979926e+06
ICAO: abc8d3 (0)	Flight ID: AMX432	07/04/18 08:56:55	3.05	3.09	1530719815.3	37.381851	-122.064066	-1.03	77.56	2600	200	-1545	332	08:57:09	6.125212e+04
ICAO: a4c6b3 (0)	Flight ID: ASA149	07/04/18 08:59:34	3.56	4.25	1530719974.3	37.326965	-122.095097	-0.06	88.98	12450	378	2263	253	08:59:54	3.259833e+03
ICAO: a4ae48 (0)	Flight ID: SKW3303	07/04/18 08:58:25	3.22	3.25	1530719905.4	37.384938	-122.061807	-1.43	74.77	2625	211	-896	337	08:58:40	4.207368e+04
ICAO: a4ae48 (2)	Flight ID: SKW3399	07/04/18 13:35:24	2.82	2.88	1530736524.6	37.388523	-122.070644	-1.47	67.13	3250	243	-1465	319	13:35:38	7.759513e+04
ICAO: ~2b0f6c (1)	Flight ID: Other	07/04/18 15:12:08	4.47	4.49	1530742328.5	37.406259	-122.047836	-4.33	53.27	2800	222	2772	202	15:12:29	3.480159e+03
ICAO: a5f581 (1)	Flight ID: UAL2265	07/04/18 13:48:23	3.62	3.75	1530737303.9	37.422785	-122.145817	0.00	90.00	5475	243	-1280	102	13:48:41	1.335886e+04
ICAO: a09322 (2)	Flight ID: SKW5363	07/04/18 18:55:17	0.24	1.11	1530755717.4	37.378326	-122.12005	-0.23	80.89	5950	263	-2376	342	18:55:22	3.703513e+06
ICAO: a36f7e (0)	Flight ID: DAL1642	07/04/18 09:16:45	4.70	4.71	1530721005.2	37.381577	-122.033854	-1.32	81.27	2225	174	-1850	338	09:17:07	2.918863e+03
ICAO: a027ca (4)	Flight ID: SKW5700	07/04/18 18:48:37	2.58	2.79	1530755317.1	37.398858	-122.155131	-0.47	83.32	5750	205	-1411	53	18:48:50	1.104762e+05
ICAO: ~2b059a (0)	Flight ID: Other	07/04/18 09:18:04	3.17	3.21	1530721084.9	37.382192	-122.061987	-0.87	82.06	2700	217	-913	338	09:18:19	4.456686e+04
ICAO: ~2b0b8b (0)	Flight ID: Other	07/04/18 09:19:10	3.89	3.93	1530721150.3	37.415523	-122.069808	0.00	90.00	3025	106	0	153	09:19:28	2.167010e+04
ICAO: 780d9c (0)	Flight ID: CES589	07/04/18 09:26:46	4.86	4.94	1530721606.0	37.427441	-122.17788	0.00	90.00	4925	206	128	61	09:27:09	1.597701e+03
ICAO: ad7471 (0)	Flight ID: Other	07/04/18 09:18:13	2.97	3.00	1530721093.5	37.382281	-122.065785	0.12	90.03	2431	214	-1096	323	09:18:27	6.894861e+04
ICAO: a3117c (2)	Flight ID: Other	07/04/18 13:01:52	2.89	2.91	1530734512.0	37.389221	-122.069629	-2.81	59.86	2350	211	-1576	304	13:02:05	8.248751e+04
ICAO: a1c66a (1)	Flight ID: UAL724	07/04/18 21:22:42	2.77	2.94	1530764562.5	37.409983	-122.143667	-0.46	83.38	5375	253	-1157	52	21:22:56	6.522495e+04
ICAO: a12378 (2)	Flight ID: Other	07/04/18 14:37:40	0.03	1.05	1530740260.8	37.375365	-122.119096	0.20	90.06	5739	244	-1408	343	14:37:45	4.744881e+06
ICAO: a56e0d (1)	Flight ID: Other	07/04/18 22:02:42	4.69	4.74	1530766962.9	37.437579	-122.151823	0.16	90.00	3900	221	95	90	22:03:05	2.176919e+03
ICAO: aa7e2e (0)	Flight ID: UAL294	07/04/18 09:27:36	0.37	1.15	1530721656.5	37.376361	-122.12559	0.06	90.00	5925	239	124	16	09:27:41	3.752076e+06
ICAO: aa7e2e (2)	Flight ID: UAL1288	07/04/18 22:15:47	4.08	4.26	1530767748.0	37.431005	-122.142223	0.39	90.02	6657	236	-995	71	22:16:07	5.158678e+03
ICAO: a0b6e6 (0)	Flight ID: N145SU	07/04/18 09:21:32	4.67	4.67	1530721292.2	37.429303	-122.1697	-26.82	7.79	75	270	-2842	22	09:21:54	2.024674e+03
ICAO: a0b6e6 (0)	Flight ID: N145SU	07/04/18 09:24:54	1.82	1.84	1530721494.3	37.397289	-122.101408	0.18	90.00	1525	117	296	124	09:25:02	1.462529e+06
ICAO: a0b6e6 (1)	Flight ID: N145SU	07/04/18 10:10:54	1.09	1.11	1530724254.8	37.388523	-122.108917	-0.19	87.22	1125	133	76	302	10:10:59	7.469060e+06
ICAO: a0b6e6 (1)	Flight ID: N145SU	07/04/18 10:22:56	4.56	4.57	1530724976.6	37.436168	-122.149982	0.15	90.04	1481	82	1187	75	10:23:18	8.161400e+03
ICAO: a0b6e6 (1)	Flight ID: N145SU	07/04/18 10:23:28	4.52	4.52	1530725008.3	37.439484	-122.132019	0.13	90.06	1252	97	-25	79	10:23:49	7.512786e+03
ICAO: a0b6e6 (1)	Flight ID: N145SU	07/04/18 10:23:54	4.51	4.51	1530725034.9	37.440103	-122.115425	-2.82	78.14	625	100	5	89	10:24:16	7.477733e+03
ICAO: a0b6e6 (3)	Flight ID: N145SU	07/04/18 18:36:05	4.34	4.34	1530754565.1	37.398578	-122.19221	-0.36	89.24	1475	90	425	196	18:36:25	1.150216e+04
ICAO: a0b6e6 (3)	Flight ID: N145SU	07/04/18 18:53:25	4.73	4.73	1530755605.8	37.430699	-122.168924	-2.43	85.06	500	142	-1308	54	18:53:47	3.461594e+03
ICAO: a0b6e6 (5)	Flight ID: Other	07/04/18 22:06:19	4.84	4.84	1530767179.8	37.431304	-122.171372	0.00	90.00	325	84	640	41	22:06:42	4.737244e+03
ICAO: a0b6e6 (6)	Flight ID: N145SU	07/04/18 22:27:53	4.96	4.96	1530768473.1	37.432701	-122.172686	0.00	90.00	1200	26	1088	108	22:28:16	1.208511e+04
ICAO: a0b6e6 (7)	Flight ID: N145SU	07/04/18 23:03:59	4.62	4.62	1530770639.2	37.428977	-122.168626	0.00	90.00	350	95	-1088	197	23:04:20	6.361962e+03
ICAO: a11316 (1)	Flight ID: Other	07/04/18 10:19:21	4.09	4.09	1530724761.8	37.423996	-122.077511	0.00	90.00	1325	109	192	309	10:19:40	1.544021e+04
ICAO: a11316 (3)	Flight ID: Other	07/04/18 15:19:05	4.89	4.89	1530742745.2	37.444479	-122.102708	0.00	90.00	150	95	-384	232	15:19:28	3.819726e+03
ICAO: a24082 (0)	Flight ID: SKW4681	07/04/18 09:29:58	3.77	3.92	1530721799.0	37.393191	-122.183701	0.32	90.03	5844	240	-896	21	09:30:17	9.836813e+03
ICAO: aa5209 (0)	Flight ID: Other	07/04/18 09:27:54	2.73	2.77	1530721674.2	37.383681	-122.070525	0.00	90.00	2800	198	-1024	322	09:28:07	1.174764e+05
ICAO: acd299 (1)	Flight ID: ASA1961	07/04/18 12:53:04	0.06	1.09	1530733984.7	37.375686	-122.118666	0.02	90.08	5947	274	-1093	343	12:53:09	3.799181e+06
ICAO: acd299 (3)	Flight ID: ASA1967	07/04/18 18:26:49	0.07	1.09	1530754009.8	37.375861	-122.1188	0.38	90.11	5939	282	-1654	344	18:26:54	3.700527e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 20:55:31	4.95	4.98	1530762931.3	37.445875	-122.132144	0.00	90.00	2925	97	-64	96	20:55:54	3.132779e+03
ICAO: a07cd8 (0)	Flight ID: SKW5945	07/04/18 09:34:37	2.42	2.45	1530722077.8	37.395455	-122.083271	0.16	90.09	2193	215	-2296	326	09:34:49	2.120714e+05
ICAO: a07cd8 (1)	Flight ID: SKW5945	07/04/18 10:51:00	1.69	1.95	1530726660.4	37.382606	-122.148262	0.16	90.09	5369	255	-2538	16	10:51:09	5.224305e+05
ICAO: a822d6 (1)	Flight ID: QXE2790	07/04/18 12:47:23	3.55	3.69	1530733643.6	37.383681	-122.182836	-0.19	87.67	5500	236	-884	8	12:47:40	1.549402e+04
ICAO: a3cf4f (0)	Flight ID: UAL662	07/04/18 09:35:49	4.42	4.55	1530722149.3	37.38133	-122.199104	0.36	90.00	5925	232	-55	6	09:36:10	2.997905e+03
ICAO: a24dc1 (1)	Flight ID: ASA259	07/04/18 16:19:51	3.19	3.23	1530746391.7	37.384519	-122.062166	-1.43	75.49	2875	170	-1226	338	16:20:06	5.407415e+04
ICAO: ~2b098f (0)	Flight ID: Other	07/04/18 09:40:39	3.24	3.28	1530722439.2	37.382517	-122.060702	-0.27	88.09	2600	168	-744	352	09:40:54	5.005712e+04
ICAO: ~2b0641 (0)	Flight ID: Other	07/04/18 09:40:45	0.58	1.26	1530722445.9	37.375954	-122.108619	-0.16	84.43	6100	1227	-542	340	09:40:51	5.533795e+05
ICAO: a694dd (0)	Flight ID: Other	07/04/18 09:41:06	3.06	3.09	1530722466.1	37.393923	-122.068614	0.00	90.00	2225	157	-576	336	09:41:20	7.827916e+04
ICAO: a694dd (2)	Flight ID: JBU1936	07/04/18 13:20:41	1.20	1.49	1530735641.7	37.38714	-122.134503	0.05	90.05	4891	233	-1085	22	13:20:48	1.647073e+06
ICAO: acc774 (2)	Flight ID: ASA1965	07/04/18 15:41:52	0.06	1.08	1530744112.1	37.375723	-122.118964	0.16	90.10	5877	228	-1196	343	15:41:57	4.726228e+06
ICAO: acc774 (4)	Flight ID: ASA1971	07/04/18 20:50:52	4.51	4.58	1530762652.1	37.439029	-122.134077	0.10	90.02	4632	205	-1107	79	20:51:13	3.175946e+03
ICAO: 0d0984 (0)	Flight ID: VOI930	07/04/18 09:45:17	2.74	2.78	1530722717.3	37.38694	-122.07154	-0.02	89.73	2700	216	-1169	338	09:45:30	1.071705e+05
ICAO: a44502 (0)	Flight ID: Other	07/04/18 09:41:44	3.94	4.01	1530722504.9	37.429396	-122.097692	0.00	90.00	4150	225	-1920	9	09:42:03	8.714065e+03
ICAO: a9f7d2 (0)	Flight ID: Other	07/04/18 09:48:29	4.96	5.03	1530722909.6	37.365759	-122.20863	0.00	90.00	4550	233	-1200	350	09:48:53	1.196154e+03
ICAO: a4194d (2)	Flight ID: ASA1279	07/04/18 18:37:39	0.02	1.10	1530754659.5	37.375236	-122.119158	0.33	90.04	6017	250	-856	344	18:37:44	4.034883e+06
ICAO: ~2b0df1 (0)	Flight ID: Other	07/04/18 09:46:32	3.93	3.94	1530722792.9	37.420504	-122.161819	-1.48	83.79	2075	92	613	219	09:46:51	2.432238e+04
ICAO: a4e4fd (1)	Flight ID: Other	07/04/18 12:34:30	1.90	2.11	1530732870.2	37.400301	-122.132203	-0.17	87.68	5050	246	-949	65	12:34:40	3.859680e+05
ICAO: a46672 (0)	Flight ID: N383AC	07/04/18 10:21:37	4.48	4.48	1530724897.3	37.434423	-122.086765	0.00	90.00	600	72	-640	285	10:21:58	1.108151e+04
ICAO: a46672 (1)	Flight ID: N383AC	07/04/18 11:42:52	4.34	4.34	1530729772.1	37.432113	-122.086123	0.18	90.00	500	68	8	279	11:43:12	1.516608e+04
ICAO: a46672 (1)	Flight ID: N383AC	07/04/18 11:49:01	4.91	4.91	1530730141.9	37.444153	-122.09907	0.00	90.00	300	68	-1088	299	11:49:24	5.151152e+03
ICAO: a46672 (1)	Flight ID: N383AC	07/04/18 12:15:21	4.81	4.81	1530731721.0	37.441681	-122.09422	0.00	90.00	500	67	-320	297	12:15:43	6.296023e+03
ICAO: a7ef08 (0)	Flight ID: Other	07/04/18 09:52:47	2.46	2.52	1530723167.2	37.389663	-122.078152	0.20	90.01	2920	191	-26	322	09:52:58	2.079326e+05
ICAO: a7ef08 (2)	Flight ID: Other	07/04/18 13:56:14	2.66	2.70	1530737774.0	37.400618	-122.08304	-0.43	84.69	2807	183	-452	327	13:56:26	1.475797e+05
ICAO: ~2b0f29 (0)	Flight ID: Other	07/04/18 09:52:41	2.49	2.54	1530723161.1	37.390804	-122.078406	-1.62	54.70	3000	166	0	252	09:52:53	2.275234e+05
ICAO: abd254 (0)	Flight ID: SWA1309	07/04/18 10:00:27	4.40	4.49	1530723627.1	37.433446	-122.150534	0.00	90.00	4850	201	-960	64	10:00:48	3.905123e+03
ICAO: ~2b07c6 (0)	Flight ID: Other	07/04/18 09:59:36	1.13	1.40	1530723576.1	37.369363	-122.13849	-0.10	87.95	4532	146	1260	155	09:59:42	3.268252e+06
ICAO: ~2b07d4 (0)	Flight ID: Other	07/04/18 09:58:44	4.21	4.21	1530723524.3	37.435029	-122.106051	0.00	90.00	675	89	-448	134	09:59:04	1.486941e+04
ICAO: abd5bb (0)	Flight ID: SWA2016	07/04/18 10:02:07	3.21	3.28	1530723727.0	37.383682	-122.06167	-1.17	77.98	3775	174	-116	341	10:02:22	4.822169e+04
ICAO: a923a8 (0)	Flight ID: UAL1159	07/04/18 10:03:17	2.22	2.48	1530723797.4	37.386847	-122.156624	-0.38	83.66	6025	271	-966	14	10:03:29	1.581066e+05
ICAO: aa9b89 (0)	Flight ID: Other	07/04/18 10:04:03	2.97	3.02	1530723843.5	37.380494	-122.065366	0.15	90.03	3169	199	-2063	323	10:04:17	7.037760e+04
ICAO: a63f3a (0)	Flight ID: Other	07/04/18 10:08:38	3.72	3.74	1530724118.8	37.402814	-122.176985	0.00	90.00	2050	71	0	105	10:08:56	4.745270e+04
ICAO: a63f3a (0)	Flight ID: Other	07/04/18 10:32:37	4.27	4.27	1530725557.4	37.43461	-122.13901	0.00	90.00	1225	75	128	101	10:32:57	1.579591e+04
ICAO: a63f3a (0)	Flight ID: Other	07/04/18 10:34:34	3.44	3.45	1530725674.3	37.419992	-122.092199	0.00	90.00	850	82	0	143	10:34:50	7.275767e+04
ICAO: a63f3a (1)	Flight ID: Other	07/04/18 12:24:40	2.30	2.38	1530732280.3	37.38559	-122.158774	-0.40	88.35	3475	80	576	192	12:24:51	6.557191e+05
ICAO: a63f3a (1)	Flight ID: Other	07/04/18 12:25:57	2.62	2.69	1530732357.8	37.3571	-122.161222	0.00	90.00	3475	80	-64	173	12:26:10	3.427154e+05
ICAO: a63f3a (1)	Flight ID: Other	07/04/18 12:27:10	0.69	0.91	1530732430.1	37.380981	-122.12892	-0.22	86.20	3375	86	-256	42	12:27:14	1.950267e+07
ICAO: a63f3a (2)	Flight ID: Other	07/04/18 16:46:04	4.88	4.88	1530747964.5	37.442617	-122.093393	0.00	90.00	350	54	-768	250	16:46:27	6.775543e+03
ICAO: a2659a (0)	Flight ID: UAL838	07/04/18 10:06:57	4.80	4.92	1530724017.7	37.414918	-122.190598	0.00	90.00	5850	287	-1920	41	10:07:20	1.189234e+03
ICAO: aa56da (1)	Flight ID: UAL1152	07/04/18 20:59:11	3.96	4.08	1530763151.2	37.422273	-122.159729	-0.35	86.85	5425	207	-1223	52	20:59:30	8.234698e+03
ICAO: abbbc7 (2)	Flight ID: ASA1929	07/04/18 15:36:37	0.33	1.11	1530743797.1	37.379492	-122.120441	-0.23	76.25	5800	279	-1581	343	15:36:42	3.544413e+06
ICAO: a3904c (0)	Flight ID: 597	07/04/18 10:11:27	2.94	2.98	1530724287.1	37.383728	-122.066696	-1.56	68.88	2950	226	200	302	10:11:41	6.733347e+04
ICAO: a33f9a (1)	Flight ID: N3081W	07/04/18 10:40:13	3.91	3.91	1530726013.5	37.431118	-122.111067	0.00	90.00	1350	159	-256	141	10:40:31	1.495537e+04
ICAO: a4e8b4 (0)	Flight ID: Other	07/04/18 10:13:07	2.42	2.46	1530724387.7	37.393505	-122.081725	0.41	90.03	2674	245	-704	322	10:13:19	1.821358e+05
ICAO: a5ec5c (0)	Flight ID: N481AM	07/04/18 10:19:57	3.73	3.88	1530724797.4	37.416412	-122.162476	-1.67	74.63	5825	198	-1131	44	10:20:15	1.286665e+04
ICAO: acf63e (1)	Flight ID: N934TR	07/04/18 11:00:39	4.83	4.83	1530727239.7	37.444618	-122.111365	0.00	90.00	600	62	-256	84	11:01:02	6.489252e+03
ICAO: acf63e (1)	Flight ID: N934TR	07/04/18 11:08:40	3.42	3.42	1530727720.1	37.40989	-122.075003	-1.76	79.02	1100	135	-1962	132	11:08:56	4.640838e+04
ICAO: a410b3 (1)	Flight ID: HAL42	07/04/18 21:26:52	3.90	4.01	1530764812.7	37.400916	-122.182054	0.00	90.03	5225	208	-833	30	21:27:11	9.424599e+03
ICAO: a0079d (0)	Flight ID: N1004E	07/04/18 10:19:22	4.97	4.97	1530724762.0	37.444805	-122.097274	0.00	90.00	100	66	-384	220	10:19:45	4.675529e+03
ICAO: a19a7c (3)	Flight ID: Other	07/04/18 20:25:19	4.88	4.88	1530761119.6	37.444711	-122.104976	0.00	90.00	225	78	-448	283	20:25:42	4.700623e+03
ICAO: a0f96d (0)	Flight ID: Other	07/04/18 10:24:12	4.64	4.64	1530725052.6	37.439917	-122.097513	0.00	90.00	125	75	-832	218	10:24:34	7.728682e+03
ICAO: aa5694 (4)	Flight ID: UAL1740	07/04/18 20:37:19	0.35	1.12	1530761839.4	37.379883	-122.1204	-0.28	76.95	5825	284	-1692	343	20:37:24	3.366980e+06
ICAO: a2a300 (0)	Flight ID: UAL34	07/04/18 10:34:57	4.58	4.65	1530725697.0	37.440628	-122.129458	-2.28	70.17	4450	192	-1571	148	10:35:18	2.994955e+03
ICAO: a70e17 (0)	Flight ID: Other	07/04/18 10:31:43	4.08	4.08	1530725503.1	37.433911	-122.117396	0.00	90.00	200	97	-576	166	10:32:02	1.782791e+04
ICAO: abaceb (2)	Flight ID: ASA1939	07/04/18 22:19:04	0.45	1.29	1530767944.1	37.381165	-122.121102	-0.43	75.00	6575	250	-1746	344	22:19:10	2.517581e+06
ICAO: a6a627 (1)	Flight ID: Other	07/04/18 11:40:29	4.59	4.59	1530729629.8	37.437589	-122.091005	-0.89	85.86	425	52	-221	181	11:40:51	1.220105e+04
ICAO: ~2b0513 (0)	Flight ID: Other	07/04/18 10:34:15	3.56	3.56	1530725655.3	37.422972	-122.095722	0.00	90.00	800	73	0	134	10:34:32	6.532959e+04
ICAO: ~2b09ef (0)	Flight ID: Other	07/04/18 10:34:26	4.59	4.60	1530725666.4	37.437915	-122.092199	0.00	90.00	575	70	0	272	10:34:47	9.080306e+03
ICAO: ad2104 (0)	Flight ID: N945PD	07/04/18 10:46:49	4.76	4.78	1530726409.4	37.439301	-122.149911	-5.52	70.32	2200	82	-1124	121	10:47:11	5.502725e+03
ICAO: 71be43 (0)	Flight ID: KAL023	07/04/18 10:44:48	4.51	4.61	1530726288.6	37.43568	-122.148922	-2.28	68.05	5425	225	-842	114	10:45:10	2.721003e+03
ICAO: aab2fd (0)	Flight ID: N789LP	07/04/18 10:50:47	0.60	0.68	1530726647.2	37.368692	-122.126591	-0.02	89.43	1875	133	-320	314	10:50:50	2.546594e+07
ICAO: a4d9d8 (0)	Flight ID: Other	07/04/18 10:51:40	2.95	2.98	1530726700.7	37.382244	-122.066147	0.28	90.09	2550	193	-740	327	10:51:54	7.911575e+04
ICAO: 86eea0 (0)	Flight ID: ANA172	07/04/18 11:07:19	1.29	1.45	1530727639.7	37.387525	-122.101715	0.09	90.04	3716	196	-856	319	11:07:26	2.153512e+06
ICAO: a87be5 (1)	Flight ID: Other	07/04/18 17:11:17	1.82	1.92	1530749477.1	37.394107	-122.096229	0.38	89.99	3410	121	-64	314	17:11:26	1.181974e+06
ICAO: a25b3f (0)	Flight ID: ASA332	07/04/18 11:05:49	3.42	3.45	1530727549.8	37.412521	-122.078617	-1.58	73.07	2825	211	-3906	290	11:06:06	2.793905e+04
ICAO: aaad49 (0)	Flight ID: Other	07/04/18 11:00:42	0.63	1.05	1530727242.3	37.382742	-122.12477	-0.86	56.74	4632	270	-831	343	11:00:47	4.315898e+06
ICAO: a2a38e (0)	Flight ID: UAL892	07/04/18 11:07:43	3.22	3.38	1530727663.8	37.417422	-122.143154	0.43	90.03	5685	206	-979	66	11:07:59	3.278279e+04
ICAO: ~2b060e (0)	Flight ID: Other	07/04/18 11:05:00	4.07	4.07	1530727500.7	37.41758	-122.068013	0.38	90.00	1400	73	0	310	11:05:19	2.405385e+04
ICAO: ~2b060e (0)	Flight ID: Other	07/04/18 11:05:55	4.10	4.10	1530727555.3	37.428084	-122.085899	0.13	90.02	1344	67	0	299	11:06:14	2.442147e+04
ICAO: a05b45 (0)	Flight ID: N122BM	07/04/18 11:07:59	0.48	0.78	1530727679.5	37.370554	-122.125815	-0.00	90.02	3450	152	-64	145	11:08:03	1.621478e+07
ICAO: a05b45 (1)	Flight ID: N122BM	07/04/18 15:12:28	0.48	0.56	1530742348.3	37.372602	-122.127367	-0.14	85.91	1650	109	-366	337	15:12:30	4.601460e+07
ICAO: a58a67 (0)	Flight ID: Other	07/04/18 11:08:58	2.91	2.94	1530727738.9	37.389082	-122.069092	-1.78	60.70	2300	197	-1024	304	11:09:12	8.454159e+04
ICAO: a6a99b (0)	Flight ID: N5284S	07/04/18 11:18:44	4.83	4.83	1530728324.3	37.441918	-122.09411	-0.45	87.78	75	67	-715	181	11:19:06	6.117887e+03
ICAO: a6a99b (0)	Flight ID: N5284S	07/04/18 11:31:44	4.68	4.68	1530729104.9	37.439684	-122.094289	0.00	90.00	325	71	-192	224	11:32:06	7.668060e+03
ICAO: a6a99b (0)	Flight ID: N5284S	07/04/18 11:42:28	4.38	4.38	1530729748.9	37.434796	-122.092975	-3.26	83.14	550	73	-64	253	11:42:49	1.328108e+04
ICAO: a6a99b (0)	Flight ID: N5284S	07/04/18 11:52:59	4.97	4.97	1530730379.7	37.444617	-122.096582	0.08	90.02	190	60	-469	213	11:53:23	5.206864e+03
ICAO: ~2b01ea (0)	Flight ID: Other	07/04/18 11:08:38	3.18	3.21	1530727718.0	37.381119	-122.061612	-0.52	84.06	2675	219	-1088	343	11:08:53	4.333226e+04
ICAO: ~2b087e (0)	Flight ID: Other	07/04/18 11:13:49	4.12	4.15	1530728029.8	37.409052	-122.057568	0.00	90.00	2900	191	0	318	11:14:09	7.891559e+03
ICAO: a32b04 (0)	Flight ID: 1567	07/04/18 11:12:24	2.51	2.57	1530727944.4	37.390297	-122.077503	0.47	90.01	2913	206	-135	335	11:12:36	1.735040e+05
ICAO: a7e42a (0)	Flight ID: N6074F	07/04/18 11:19:59	4.89	4.89	1530728399.5	37.444106	-122.10008	0.00	90.00	250	58	-448	225	11:20:22	6.217463e+03
ICAO: a7e42a (0)	Flight ID: N6074F	07/04/18 11:39:05	4.90	4.90	1530729545.8	37.443315	-122.095483	0.00	90.00	175	37	-320	247	11:39:28	9.617169e+03
ICAO: a7e42a (0)	Flight ID: N6074F	07/04/18 11:45:06	4.78	4.78	1530729906.0	37.442011	-122.09811	0.00	90.00	275	60	-320	227	11:45:28	7.504848e+03
ICAO: a7e42a (0)	Flight ID: N6074F	07/04/18 11:56:49	4.66	4.66	1530730609.8	37.440382	-122.098409	-16.26	53.49	275	81	-448	65	11:57:11	6.879728e+03
ICAO: a7e42a (1)	Flight ID: N6074F	07/04/18 12:24:31	4.86	4.86	1530732271.4	37.444199	-122.103185	-7.94	72.82	200	59	-256	199	12:24:54	6.422940e+03
ICAO: a7e42a (1)	Flight ID: N6074F	07/04/18 12:29:11	4.73	4.73	1530732551.6	37.441592	-122.099782	0.00	90.00	225	71	-704	231	12:29:33	6.970494e+03
ICAO: ~2b0a74 (0)	Flight ID: Other	07/04/18 11:10:13	0.56	1.37	1530727813.3	37.376411	-122.109058	0.48	90.08	6818	252	-1408	357	11:10:19	2.028989e+06
ICAO: 0d08ef (0)	Flight ID: AMX668	07/04/18 11:13:28	0.43	1.15	1530728008.9	37.380844	-122.121102	-0.38	71.65	5825	279	-1119	345	11:13:34	3.209312e+06
ICAO: a895c6 (0)	Flight ID: BYF19	07/04/18 11:18:49	2.34	2.40	1530728329.3	37.381302	-122.160898	0.00	90.00	2900	99	64	203	11:19:00	5.182870e+05
ICAO: a895c6 (0)	Flight ID: BYF19	07/04/18 11:26:19	1.01	1.18	1530728779.2	37.369436	-122.136144	0.00	90.00	3400	82	640	152	11:26:24	1.003951e+07
ICAO: a895c6 (0)	Flight ID: BYF19	07/04/18 11:27:29	0.89	1.07	1530728849.9	37.367157	-122.131971	-0.39	84.05	3300	95	217	147	11:27:34	1.161679e+07
ICAO: a895c6 (0)	Flight ID: BYF19	07/04/18 11:28:30	1.32	1.44	1530728910.2	37.363907	-122.138691	-1.23	76.12	3200	100	44	316	11:28:36	4.346897e+06
ICAO: a895c6 (0)	Flight ID: BYF19	07/04/18 11:36:09	1.89	1.98	1530729369.9	37.369623	-122.152863	-0.95	81.03	3300	121	436	61	11:36:19	1.039676e+06
ICAO: a895c6 (0)	Flight ID: BYF19	07/04/18 11:44:01	2.32	2.40	1530729841.1	37.378468	-122.161102	0.00	90.00	3400	80	128	146	11:44:12	6.349645e+05
ICAO: a895c6 (0)	Flight ID: BYF19	07/04/18 11:44:51	2.18	2.25	1530729891.8	37.378514	-122.158415	0.00	90.00	3200	83	-704	210	11:45:02	8.443917e+05
ICAO: a811e4 (0)	Flight ID: N619TP	07/04/18 11:23:39	4.83	4.83	1530728619.7	37.440994	-122.090188	0.00	90.00	700	110	-576	264	11:24:02	3.670411e+03
ICAO: a869bc (0)	Flight ID: JBU736	07/04/18 11:17:01	0.05	1.08	1530728221.1	37.375664	-122.119242	0.13	90.10	5924	271	-1367	343	11:17:06	3.884280e+06
ICAO: a869bc (2)	Flight ID: JBU1926	07/04/18 15:53:51	2.86	2.88	1530744831.2	37.391647	-122.071429	-1.42	71.50	1950	189	-155	303	15:54:04	9.998748e+04
