Closest approaches at EDDYY(3) (lat: 37.374903, long: -122.119028, elevation: 206.5), 20180704
Flights within 5 miles and 10 < altitude < 15000 feet
EDDYY(3)	42.4	36.6	42.3	40.5	45.7	8.0	5.2	3.4	2.7	2.2	1.9	0.7	0.4	0.2	0.2	0.1	0.2	7.3	4.5	3.1	2.3	2.0	1.7	12.0	7.5	4.8	3.7	3.1	2.3	12.0	8.2	5.5	4.5	3.8	3.4
icao (seg #)	Flight_ID	Date/Time	Gnd Dist	rca_dist	rca_time	rca_lat	rca_lon	rca_fract	dp_theta	rca_alt	rca_speed	rca_vert_rate	rca_trk	rca_snd_arr	SEL
ICAO: aaa224 (0)	Flight ID: SWA1383	07/04/18 11:26:00	4.38	4.61	1530728760.7	37.313124	-122.136976	0.11	90.03	7745	280	-1543	104	11:26:22	2.218364e+03
ICAO: aaa224 (0)	Flight ID: SWA1383	07/04/18 11:29:39	4.25	4.27	1530728979.8	37.40657	-122.052612	-2.36	70.39	2475	196	-681	260	11:29:59	6.020930e+03
ICAO: aaa224 (2)	Flight ID: SWA1384	07/04/18 15:13:59	2.85	2.90	1530742439.0	37.388626	-122.070027	-1.53	67.87	2900	215	-1499	316	15:14:12	8.408177e+04
ICAO: a74fe9 (0)	Flight ID: N570RJ	07/04/18 11:26:49	2.26	2.27	1530728809.4	37.387207	-122.080896	-0.31	85.97	1475	157	159	152	11:27:00	4.247314e+05
ICAO: a74fe9 (1)	Flight ID: N570RJ	07/04/18 17:08:54	3.14	3.14	1530749334.0	37.390915	-122.065527	-0.28	87.88	1150	157	-686	343	17:09:08	7.000328e+04
ICAO: a11fa8 (0)	Flight ID: N1713C	07/04/18 11:29:59	2.55	2.56	1530728999.1	37.400487	-122.085571	-0.19	88.07	1225	129	76	145	11:30:11	2.834191e+05
ICAO: a11fa8 (1)	Flight ID: Other	07/04/18 15:47:05	3.74	3.74	1530744425.0	37.405144	-122.062558	0.00	90.02	990	122	-704	331	15:47:22	2.737608e+04
ICAO: a471e0 (0)	Flight ID: DAL1429	07/04/18 11:32:19	2.58	2.63	1530729139.7	37.388489	-122.075286	-0.15	87.94	3025	208	-677	323	11:32:32	1.499710e+05
ICAO: a1f557 (0)	Flight ID: UAL984	07/04/18 11:34:29	3.35	3.55	1530729269.5	37.423325	-122.122913	-0.68	80.78	6325	273	-736	96	11:34:46	1.790818e+04
ICAO: ac893a (0)	Flight ID: Other	07/04/18 11:35:04	4.76	4.77	1530729304.9	37.404577	-122.040767	-0.16	88.86	2053	184	-515	339	11:35:27	2.460621e+03
ICAO: a83222 (0)	Flight ID: N627VJ	07/04/18 11:38:11	0.83	0.97	1530729491.7	37.367808	-122.13129	0.14	89.90	2861	92	402	142	11:38:16	1.549705e+07
ICAO: ~2b0ab6 (0)	Flight ID: Other	07/04/18 11:34:31	4.87	4.88	1530729271.3	37.382937	-122.030938	0.00	90.00	2350	186	-960	334	11:34:54	1.967922e+03
ICAO: ~2b07b4 (0)	Flight ID: Other	07/04/18 11:40:18	4.61	4.61	1530729618.5	37.439079	-122.096199	0.00	90.00	600	67	-576	275	11:40:40	9.273766e+03
ICAO: a8ca82 (0)	Flight ID: N666	07/04/18 11:37:38	3.38	3.43	1530729458.6	37.401604	-122.170656	-0.06	89.47	3200	142	268	216	11:37:54	4.362145e+04
ICAO: a53b69 (0)	Flight ID: Other	07/04/18 11:38:45	2.77	2.80	1530729525.8	37.379492	-122.068913	0.00	90.00	2500	228	-1600	319	11:38:58	9.618556e+04
ICAO: a7287a (0)	Flight ID: Other	07/04/18 11:41:50	4.71	4.72	1530729710.7	37.40612	-122.04282	-1.15	84.74	2375	197	-64	293	11:42:12	2.526973e+03
ICAO: a06f5a (2)	Flight ID: SKW5286	07/04/18 16:34:01	0.05	1.08	1530747241.7	37.375597	-122.118863	0.01	90.08	5923	281	-1657	343	16:34:06	3.752421e+06
ICAO: a06f5a (4)	Flight ID: SKW5592	07/04/18 21:38:52	0.07	1.09	1530765532.4	37.375907	-122.119068	-0.07	87.34	5950	240	-526	343	21:38:57	4.323328e+06
ICAO: ~2b0ec9 (0)	Flight ID: Other	07/04/18 11:38:59	2.43	2.47	1530729539.4	37.395878	-122.083541	-1.08	73.49	2525	218	-664	298	11:39:10	2.023013e+05
ICAO: ~2b0d4c (0)	Flight ID: Other	07/04/18 11:41:40	4.91	4.92	1530729700.8	37.407394	-122.039522	0.00	90.00	2400	185	0	338	11:42:03	1.832108e+03
ICAO: ~2b055f (0)	Flight ID: Other	07/04/18 11:44:46	4.94	4.94	1530729886.3	37.444244	-122.097259	-0.86	87.83	400	73	0	211	11:45:09	4.546442e+03
ICAO: ~2b0c31 (0)	Flight ID: Other	07/04/18 11:41:59	4.32	4.32	1530729719.9	37.43191	-122.086706	0.00	90.00	625	84	0	288	11:42:20	1.286567e+04
ICAO: ~2b0afa (0)	Flight ID: Other	07/04/18 11:45:52	2.02	2.07	1530729952.1	37.398036	-122.096396	0.07	90.00	2381	112	0	295	11:46:01	9.310699e+05
ICAO: ~2b0afa (0)	Flight ID: Other	07/04/18 11:46:28	1.12	1.18	1530729988.5	37.38707	-122.105499	-0.13	87.92	2200	122	-246	145	11:46:34	6.709411e+06
ICAO: 780d2c (0)	Flight ID: CCA985	07/04/18 11:47:01	4.22	4.33	1530730021.4	37.427444	-122.158443	-0.33	87.12	5150	204	-1195	77	11:47:21	5.221760e+03
ICAO: 0d0a8d (0)	Flight ID: AMX492	07/04/18 11:45:01	3.68	3.74	1530729901.3	37.400345	-122.060092	-0.37	85.98	3725	226	-877	337	11:45:18	1.474620e+04
ICAO: ~2b05fa (0)	Flight ID: Other	07/04/18 11:49:01	3.36	3.53	1530730141.1	37.419806	-122.142593	-0.39	86.41	5900	206	361	63	11:49:17	2.456416e+04
ICAO: a8b0bf (1)	Flight ID: N65912	07/04/18 17:06:11	4.74	4.74	1530749171.0	37.442384	-122.103484	0.00	90.00	575	100	-320	121	17:06:33	4.826174e+03
ICAO: a8b0bf (2)	Flight ID: N65912	07/04/18 17:46:14	4.72	4.73	1530751574.4	37.439917	-122.092318	-1.26	83.81	1375	132	0	124	17:46:36	3.726367e+03
ICAO: a8b0bf (2)	Flight ID: N65912	07/04/18 17:47:15	4.87	4.87	1530751635.4	37.422087	-122.05309	-0.58	88.01	1350	121	-128	130	17:47:38	3.068736e+03
ICAO: a8b0bf (2)	Flight ID: N65912	07/04/18 17:47:54	4.36	4.37	1530751674.2	37.398997	-122.045626	0.00	90.00	1600	120	192	158	17:48:14	8.217914e+03
ICAO: a8b0bf (3)	Flight ID: Other	07/04/18 18:59:27	4.03	4.04	1530755967.9	37.419971	-122.072355	0.32	90.03	1210	119	-448	313	18:59:46	1.569090e+04
ICAO: a9dce9 (0)	Flight ID: UAL1957	07/04/18 11:48:22	2.81	2.87	1530730102.0	37.398874	-122.077575	0.06	90.01	3070	250	-160	325	11:48:35	7.697983e+04
ICAO: a5aa3a (1)	Flight ID: UALB148	07/04/18 14:31:33	1.09	1.57	1530739893.9	37.359707	-122.113574	0.00	90.00	6200	286	-640	343	14:31:41	1.100904e+06
ICAO: a7687b (0)	Flight ID: Other	07/04/18 11:50:11	4.82	5.13	1530730211.0	37.337921	-122.193584	-0.37	88.92	9375	284	-352	153	11:50:35	8.080264e+02
ICAO: ~2b0013 (0)	Flight ID: Other	07/04/18 11:46:36	3.15	3.19	1530729996.5	37.403606	-122.074346	-0.36	85.97	2900	207	0	327	11:46:51	4.767077e+04
ICAO: a1cd4e (0)	Flight ID: CPZ6081	07/04/18 11:54:50	0.95	1.44	1530730490.3	37.384287	-122.131666	-0.33	80.84	5925	203	-1	35	11:54:57	2.128204e+06
ICAO: ~2b09af (0)	Flight ID: Other	07/04/18 12:00:21	3.59	3.63	1530730821.9	37.355937	-122.179843	0.43	89.91	3200	61	859	152	12:00:38	6.789405e+04
ICAO: ~2b09af (0)	Flight ID: Other	07/04/18 12:01:32	3.51	3.57	1530730892.0	37.340109	-122.1657	-1.05	86.72	3600	58	0	137	12:01:48	8.046782e+04
ICAO: ~2b03c1 (0)	Flight ID: Other	07/04/18 11:58:13	3.77	3.86	1530730693.3	37.428465	-122.105932	0.00	90.00	4625	198	-1472	15	11:58:31	1.331001e+04
ICAO: a0dab2 (0)	Flight ID: SKW5967	07/04/18 12:01:51	1.19	1.61	1530730911.1	37.382812	-122.138282	-0.07	88.35	5900	205	-358	26	12:01:58	1.429860e+06
ICAO: a0dab2 (2)	Flight ID: SKW5383	07/04/18 16:02:21	0.31	1.11	1530745341.8	37.379196	-122.120576	-0.34	76.14	5850	250	-1198	343	16:02:27	3.917911e+06
ICAO: ~2b025a (0)	Flight ID: Other	07/04/18 11:55:34	4.95	4.95	1530730534.1	37.443175	-122.091721	-3.19	80.80	625	104	1225	278	11:55:57	3.100183e+03
ICAO: ~2b0ab9 (0)	Flight ID: Other	07/04/18 11:56:20	4.65	4.65	1530730580.1	37.439265	-122.09405	0.00	90.00	600	84	0	271	11:56:41	6.776550e+03
ICAO: a026d8 (0)	Flight ID: N109HF	07/04/18 12:01:05	4.44	4.44	1530730865.6	37.389276	-122.04016	0.40	89.98	940	143	436	168	12:01:26	5.966815e+03
ICAO: adc537 (0)	Flight ID: Other	07/04/18 11:57:39	0.29	1.01	1530730659.4	37.379158	-122.119267	0.17	90.13	5292	199	-491	102	11:57:44	6.480530e+06
ICAO: ~2b05ea (0)	Flight ID: Other	07/04/18 12:07:25	4.97	4.97	1530731245.9	37.444386	-122.095304	0.00	90.00	700	72	0	242	12:07:49	4.285822e+03
ICAO: aa6fa4 (0)	Flight ID: Other	07/04/18 12:06:10	3.61	3.65	1530731170.6	37.40449	-122.064912	-2.82	57.54	3075	248	2086	301	12:06:27	1.622040e+04
ICAO: ~2b0993 (0)	Flight ID: Other	07/04/18 11:58:57	3.82	3.88	1530730737.4	37.371066	-122.049687	0.00	90.00	3900	226	0	355	11:59:15	1.124766e+04
ICAO: a4417d (0)	Flight ID: Other	07/04/18 11:59:20	3.35	3.42	1530730760.1	37.384007	-122.059001	-2.23	83.19	3725	227	649	327	11:59:36	2.778624e+04
ICAO: ~2b050e (0)	Flight ID: Other	07/04/18 12:02:41	3.65	3.89	1530730962.0	37.346725	-122.175323	0.26	90.03	7257	280	-1129	84	12:03:00	8.910461e+03
ICAO: ~2b050e (0)	Flight ID: Other	07/04/18 12:05:59	3.44	3.48	1530731159.7	37.399602	-122.064673	-1.82	69.00	3000	277	-1742	247	12:06:16	2.025565e+04
ICAO: ~2b064c (0)	Flight ID: Other	07/04/18 12:02:41	4.37	4.39	1530730961.6	37.385992	-122.040606	0.09	89.99	2455	204	0	340	12:03:02	4.603586e+03
ICAO: ada9d7 (0)	Flight ID: Other	07/04/18 12:02:58	4.30	4.32	1530730978.4	37.391316	-122.043417	-1.39	73.49	2350	206	-434	324	12:03:18	5.218042e+03
ICAO: ~2b0240 (0)	Flight ID: Other	07/04/18 12:07:25	3.14	3.18	1530731245.9	37.373021	-122.061807	-0.07	89.27	2900	216	13	319	12:07:40	4.664715e+04
ICAO: a770b1 (0)	Flight ID: Other	07/04/18 12:08:00	2.47	2.52	1530731280.7	37.394202	-122.081093	-1.71	68.64	2775	217	219	314	12:08:12	1.817370e+05
ICAO: a1aa4e (0)	Flight ID: Other	07/04/18 12:11:46	2.77	2.80	1530731506.3	37.383309	-122.069629	-0.12	88.16	2325	232	-1159	322	12:11:59	9.470347e+04
ICAO: ~2b0e42 (0)	Flight ID: Other	07/04/18 12:11:50	3.63	3.65	1530731510.5	37.397414	-122.05924	-4.35	41.63	2400	224	-189	312	12:12:07	1.766489e+04
ICAO: a80909 (0)	Flight ID: Other	07/04/18 12:19:36	2.61	2.65	1530731976.0	37.38438	-122.072973	-0.89	69.14	2700	233	-819	303	12:19:48	1.280996e+05
ICAO: a02b5c (0)	Flight ID: N11RL	07/04/18 12:23:31	3.91	3.96	1530732211.9	37.320057	-122.101495	0.02	90.02	3598	162	-393	258	12:23:50	1.335712e+04
ICAO: ~2b0413 (0)	Flight ID: Other	07/04/18 12:20:04	4.74	4.74	1530732004.4	37.440382	-122.093214	0.00	90.00	600	63	0	246	12:20:26	7.646109e+03
ICAO: a420bb (0)	Flight ID: ASA1927	07/04/18 12:31:36	0.86	1.24	1530732696.0	37.386034	-122.126087	0.43	90.09	4900	204	-1125	64	12:31:41	3.491868e+06
ICAO: 781003 (0)	Flight ID: CHH7989	07/04/18 12:53:04	2.72	2.77	1530733984.1	37.403699	-122.085094	-0.16	88.01	2900	208	21	316	12:53:17	1.123997e+05
ICAO: c820f2 (0)	Flight ID: ANZ8	07/04/18 12:41:42	4.38	4.47	1530733302.8	37.425201	-122.16756	-1.36	74.80	5050	254	-186	74	12:42:03	3.161753e+03
ICAO: a55b3c (0)	Flight ID: UAL2181	07/04/18 12:42:19	4.88	4.91	1530733339.2	37.360312	-122.032013	0.00	90.00	3175	231	-1088	326	12:42:42	1.494880e+03
ICAO: ~2b0d8e (0)	Flight ID: Other	07/04/18 12:43:21	2.03	2.27	1530733401.4	37.391083	-122.149877	-0.80	70.99	5600	242	-614	72	12:43:32	2.757196e+05
ICAO: a280fe (0)	Flight ID: Other	07/04/18 12:43:31	2.10	2.33	1530733411.0	37.390699	-122.151739	0.05	90.02	5495	250	-384	45	12:43:41	2.373116e+05
ICAO: aa7aeb (0)	Flight ID: SWA2081	07/04/18 12:44:23	3.95	3.98	1530733463.5	37.36725	-122.047759	0.01	90.03	2848	213	-1089	355	12:44:42	9.813624e+03
ICAO: ~2b0d3a (0)	Flight ID: Other	07/04/18 12:45:41	4.21	4.31	1530733541.4	37.394109	-122.191852	-0.43	85.33	5100	240	-1700	24	12:46:01	4.565603e+03
ICAO: 3c65ad (0)	Flight ID: DLH454	07/04/18 12:48:25	1.53	1.92	1530733705.3	37.390243	-122.139118	0.13	90.05	6376	240	-1233	49	12:48:34	5.921493e+05
ICAO: a01ed0 (0)	Flight ID: N107BB	07/04/18 12:52:47	1.45	1.46	1530733967.4	37.389387	-122.100024	0.38	89.99	1435	146	69	317	12:52:54	2.792843e+06
ICAO: a01ed0 (1)	Flight ID: N107BB	07/04/18 19:06:17	3.30	3.31	1530756377.5	37.40989	-122.077988	-0.10	89.13	1550	157	-25	132	19:06:33	4.959827e+04
ICAO: a9d5a2 (0)	Flight ID: UAL1100	07/04/18 12:48:57	3.22	3.26	1530733737.2	37.380285	-122.060723	0.31	90.03	2804	195	-822	349	12:49:12	4.441573e+04
ICAO: ~2b0f44 (0)	Flight ID: Other	07/04/18 12:50:00	3.17	3.23	1530733800.8	37.394116	-122.066652	-0.24	86.84	3689	229	-614	348	12:50:15	3.981898e+04
ICAO: ~512dff (0)	Flight ID: Other	07/04/18 12:50:18	2.41	2.50	1530733818.0	37.398718	-122.086885	-0.50	79.27	3575	231	-545	319	12:50:29	1.799647e+05
ICAO: abc3c6 (0)	Flight ID: SWA962	07/04/18 12:51:14	2.48	2.54	1530733874.3	37.393112	-122.08002	-0.54	83.15	2925	198	-526	316	12:51:26	1.923724e+05
ICAO: a183d3 (0)	Flight ID: SKW3316	07/04/18 12:55:07	2.28	2.34	1530734107.6	37.396487	-122.087476	0.40	89.99	2910	241	-141	320	12:55:18	2.389436e+05
ICAO: a50f4b (0)	Flight ID: N425MF	07/04/18 12:56:15	2.23	2.33	1530734175.2	37.373582	-122.159623	0.14	90.01	3722	186	-99	177	12:56:26	3.181030e+05
ICAO: a50f4b (0)	Flight ID: N425MF	07/04/18 12:58:18	1.36	1.41	1530734298.3	37.361651	-122.100749	0.41	89.94	2116	173	807	43	12:58:24	2.727027e+06
ICAO: a50f4b (0)	Flight ID: N425MF	07/04/18 12:58:58	1.56	1.58	1530734338.2	37.388144	-122.095919	0.42	90.06	1548	182	-799	329	12:59:05	1.691853e+06
ICAO: aadb19 (1)	Flight ID: Other	07/04/18 17:51:23	3.33	3.45	1530751883.9	37.36656	-122.178727	0.05	90.03	5098	222	-593	296	17:51:40	2.649355e+04
ICAO: 7c4771 (0)	Flight ID: QFA73	07/04/18 13:19:13	3.69	3.87	1530735553.7	37.426416	-122.13704	-0.08	89.04	6225	249	-1226	73	13:19:31	1.049514e+04
ICAO: ~2b063a (0)	Flight ID: Other	07/04/18 13:20:44	1.70	1.92	1530735644.5	37.399137	-122.113395	0.00	90.00	4950	234	-896	35	13:20:53	6.071613e+05
ICAO: aaa5ff (0)	Flight ID: SWA6545	07/04/18 13:26:08	0.06	1.08	1530735968.2	37.375718	-122.119034	0.39	90.10	5912	276	-1422	344	13:26:13	3.837032e+06
ICAO: a5320b (0)	Flight ID: ASA304	07/04/18 13:37:35	2.54	2.60	1530736655.1	37.386566	-122.075111	-1.28	72.53	3150	220	145	319	13:37:47	1.507992e+05
ICAO: a1dcb4 (0)	Flight ID: UAL900	07/04/18 13:34:45	4.40	4.50	1530736485.1	37.438568	-122.119874	-0.90	80.28	5350	263	-1977	109	13:35:06	2.875335e+03
ICAO: ~2b0f9e (0)	Flight ID: Other	07/04/18 13:32:52	3.18	3.22	1530736372.8	37.377877	-122.061227	0.04	90.03	2745	205	-1021	338	13:33:07	4.624456e+04
ICAO: 3c64f6 (0)	Flight ID: DLH488	07/04/18 13:46:26	4.35	4.38	1530737186.5	37.415017	-122.057874	0.03	90.02	2721	217	-337	321	13:46:47	4.449685e+03
ICAO: a0fc36 (0)	Flight ID: N1625U	07/04/18 13:53:05	4.57	4.58	1530737585.9	37.440948	-122.112803	0.00	90.00	625	92	-896	105	13:53:27	7.175911e+03
ICAO: aaa100 (0)	Flight ID: N784SP	07/04/18 14:12:22	4.64	4.64	1530738742.7	37.439311	-122.095125	0.00	90.00	200	48	-448	253	14:12:44	1.219588e+04
ICAO: aaa100 (1)	Flight ID: N784SP	07/04/18 14:28:03	4.94	4.94	1530739683.8	37.44392	-122.095125	-0.48	88.20	300	50	-667	203	14:28:27	6.463313e+03
ICAO: a19f29 (0)	Flight ID: Other	07/04/18 13:58:53	0.04	1.08	1530737933.9	37.375443	-122.118845	0.09	90.06	5925	282	-939	343	13:58:58	3.742462e+06
ICAO: abbd8d (0)	Flight ID: SWA878	07/04/18 14:02:47	3.21	3.26	1530738167.0	37.379471	-122.060852	-0.06	89.45	3275	191	-764	349	14:03:02	4.517331e+04
ICAO: a4f790 (0)	Flight ID: Other	07/04/18 14:04:34	2.82	2.85	1530738274.0	37.388011	-122.070286	-2.87	57.42	2300	220	-768	284	14:04:47	9.031112e+04
ICAO: 4851b0 (0)	Flight ID: KLM183	07/04/18 14:10:26	4.96	5.09	1530738626.7	37.446121	-122.129926	0.00	90.00	6225	256	-1600	91	14:10:50	9.747587e+02
ICAO: ~2b0ccf (0)	Flight ID: Other	07/04/18 14:11:56	4.65	4.65	1530738716.3	37.439684	-122.096259	0.00	90.00	425	77	0	267	14:12:18	7.489736e+03
ICAO: 4006ad (0)	Flight ID: BAW11M	07/04/18 14:18:07	3.79	3.89	1530739087.4	37.428092	-122.136085	-1.49	75.77	4800	197	-418	101	14:18:25	1.266470e+04
ICAO: a087fd (0)	Flight ID: SKW5359	07/04/18 14:23:16	3.83	3.94	1530739396.6	37.427301	-122.142115	-1.87	70.95	4900	194	-1104	117	14:23:35	1.169189e+04
ICAO: a83988 (0)	Flight ID: ASA1748	07/04/18 14:24:40	4.19	4.36	1530739480.1	37.435624	-122.117864	0.31	90.02	6436	195	-868	97	14:25:00	5.141862e+03
ICAO: 478379 (0)	Flight ID: SAS935	07/04/18 14:26:27	4.91	5.03	1530739587.9	37.438986	-122.157878	0.00	90.00	5875	200	-896	62	14:26:51	1.387705e+03
ICAO: a07311 (0)	Flight ID: SKW5617	07/04/18 14:28:21	0.02	1.09	1530739701.1	37.37524	-122.11889	0.37	90.04	5973	275	-696	343	14:28:26	3.752104e+06
ICAO: a4758e (0)	Flight ID: N387CS	07/04/18 14:34:47	4.47	4.47	1530740087.9	37.432468	-122.08169	-1.14	85.76	875	109	648	296	14:35:08	7.339578e+03
ICAO: 0c2077 (0)	Flight ID: CMP208	07/04/18 14:30:00	0.04	1.09	1530739800.4	37.375492	-122.118773	0.31	90.06	5979	275	-969	344	14:30:05	3.730382e+06
ICAO: aa6c57 (0)	Flight ID: Other	07/04/18 14:28:17	2.70	2.75	1530739697.9	37.381587	-122.070525	0.00	90.00	2975	199	-1088	320	14:28:30	1.222637e+05
ICAO: a82aac (1)	Flight ID: ASA1933	07/04/18 18:00:17	0.04	1.09	1530752417.9	37.375438	-122.119166	0.43	90.07	5968	251	-1280	344	18:00:23	4.109000e+06
ICAO: a513ea (0)	Flight ID: Other	07/04/18 14:33:38	0.11	1.09	1530740018.5	37.37648	-122.118958	0.30	90.19	5925	245	-1510	344	14:33:43	4.246669e+06
ICAO: a2228b (0)	Flight ID: ASA235	07/04/18 14:36:47	3.19	3.25	1530740207.4	37.384644	-122.062138	-1.37	74.63	3325	203	-1095	341	14:37:02	4.373399e+04
ICAO: a2228b (2)	Flight ID: ASA376	07/04/18 21:30:11	4.00	4.08	1530765011.8	37.430695	-122.138574	-1.02	78.56	4475	239	-1089	97	21:30:30	7.170994e+03
ICAO: aa75ef (0)	Flight ID: UAL372	07/04/18 14:40:48	4.07	4.20	1530740448.8	37.428406	-122.150087	-1.62	74.20	5650	233	-2256	90	14:41:08	5.857898e+03
ICAO: ~2b0581 (0)	Flight ID: Other	07/04/18 14:37:57	1.89	2.14	1530740277.0	37.401371	-122.127845	0.00	90.00	5475	245	-1344	345	14:38:07	3.630724e+05
ICAO: ab1c04 (0)	Flight ID: Other	07/04/18 14:59:00	3.11	3.13	1530741540.2	37.397797	-122.070306	-0.35	86.19	2341	209	-275	336	14:59:14	5.352439e+04
ICAO: a1a986 (0)	Flight ID: CPZ6040	07/04/18 15:02:29	0.18	1.10	1530741749.0	37.377457	-122.119933	-0.17	81.61	5950	281	-318	342	15:02:34	3.564986e+06
ICAO: ~2b00e7 (0)	Flight ID: Other	07/04/18 14:59:48	4.28	4.28	1530741588.5	37.431118	-122.086347	0.00	90.00	1000	80	-448	322	15:00:08	1.458465e+04
ICAO: ~2b0f69 (0)	Flight ID: Other	07/04/18 15:03:05	4.71	4.73	1530741785.7	37.375628	-122.033267	0.00	90.00	2475	191	-1280	329	15:03:27	2.582861e+03
ICAO: a8522b (2)	Flight ID: ASA1935	07/04/18 19:28:18	2.67	2.89	1530757698.3	37.377914	-122.167501	-0.47	83.22	6025	249	-1853	356	19:28:31	7.403912e+04
ICAO: a2e014 (0)	Flight ID: UAL949	07/04/18 15:08:09	4.85	4.98	1530742089.6	37.434982	-122.164864	0.00	90.00	6025	241	-1472	58	15:08:32	1.273236e+03
ICAO: a1dc2a (0)	Flight ID: CPZ6031	07/04/18 15:08:18	2.81	2.85	1530742098.9	37.38461	-122.069311	0.03	89.99	2826	211	496	338	15:08:32	9.370130e+04
ICAO: a813aa (1)	Flight ID: Other	07/04/18 16:29:52	0.08	0.57	1530746992.8	37.374394	-122.120267	0.42	90.08	3190	126	-714	324	16:29:55	3.808329e+07
ICAO: 71c084 (0)	Flight ID: KAL025	07/04/18 15:11:59	3.45	3.65	1530742319.9	37.405317	-122.168834	0.09	90.04	6500	253	-1454	40	15:12:17	1.581969e+04
ICAO: aa269d (0)	Flight ID: EJA753	07/04/18 15:10:19	3.30	3.34	1530742219.4	37.374697	-122.058941	-0.06	89.35	2925	206	-286	349	15:10:35	3.600198e+04
ICAO: ~2b07da (0)	Flight ID: Other	07/04/18 15:09:51	0.10	1.23	1530742191.5	37.376366	-122.119213	0.36	90.14	6671	245	-1507	343	15:09:57	2.972390e+06
ICAO: 4ca86e (0)	Flight ID: EIN147	07/04/18 15:17:03	3.48	3.59	1530742623.9	37.425174	-122.121833	0.45	90.05	4951	244	-1939	91	15:17:20	1.836413e+04
ICAO: a66ef1 (0)	Flight ID: N5130E	07/04/18 15:22:09	1.04	1.13	1530742930.0	37.387338	-122.108249	0.24	89.97	2567	122	-284	289	15:22:15	7.568493e+06
ICAO: ~2b00b7 (0)	Flight ID: Other	07/04/18 15:15:41	2.71	2.75	1530742541.3	37.383911	-122.070903	0.00	90.00	2650	192	-640	326	15:15:54	1.265852e+05
ICAO: a4e4bf (0)	Flight ID: Other	07/04/18 15:20:57	3.73	3.88	1530742857.6	37.424601	-122.145578	-0.84	84.16	5925	240	-1098	110	15:21:15	1.049096e+04
ICAO: a4f022 (0)	Flight ID: Other	07/04/18 15:15:58	2.58	2.62	1530742558.1	37.391688	-122.076973	-1.00	76.14	2400	208	-768	319	15:16:10	1.551361e+05
ICAO: a9555f (1)	Flight ID: N700JJ	07/04/18 16:36:21	1.72	1.80	1530747381.8	37.394394	-122.099655	-0.25	84.98	3100	184	-1025	312	16:36:30	1.017302e+06
ICAO: a1099f (0)	Flight ID: SKW5498	07/04/18 15:31:44	0.05	1.09	1530743504.3	37.375665	-122.118957	0.45	90.09	5935	266	-1178	343	15:31:49	3.942198e+06
ICAO: ~2b08a4 (0)	Flight ID: Other	07/04/18 15:30:57	4.25	4.25	1530743457.0	37.430466	-122.085691	0.00	90.00	750	76	0	347	15:31:16	1.617220e+04
ICAO: a05559 (2)	Flight ID: SKW5366	07/04/18 20:43:11	0.03	1.09	1530762191.3	37.375397	-122.118998	-0.02	89.11	5950	251	-712	344	20:43:16	4.145255e+06
ICAO: a2c43e (0)	Flight ID: ASA330	07/04/18 15:43:55	2.85	2.98	1530744235.8	37.358314	-122.071534	0.47	90.04	4756	224	-1250	27	15:44:09	6.873364e+04
ICAO: ad273b (0)	Flight ID: Other	07/04/18 15:46:18	2.43	2.50	1530744378.4	37.397089	-122.084676	-1.24	83.90	3225	220	-753	321	15:46:30	1.886017e+05
ICAO: a14ad1 (0)	Flight ID: Other	07/04/18 15:48:53	1.02	1.35	1530744533.2	37.368082	-122.13552	-0.06	88.49	4863	229	-1315	335	15:48:59	2.355944e+06
ICAO: a14ad1 (2)	Flight ID: Other	07/04/18 21:40:44	0.06	1.16	1530765644.6	37.37556	-122.118446	0.34	90.05	6299	268	-882	344	21:40:50	3.270156e+06
ICAO: a3d42b (0)	Flight ID: OPT346	07/04/18 15:48:51	4.25	4.27	1530744531.3	37.395767	-122.046184	-0.47	86.13	2225	208	-644	323	15:49:11	5.738427e+03
ICAO: 400a90 (0)	Flight ID: VIR41R	07/04/18 15:51:31	2.28	2.45	1530744691.0	37.407796	-122.122829	-1.08	69.85	4950	246	-665	99	15:51:42	1.848315e+05
ICAO: aaa9d8 (0)	Flight ID: Other	07/04/18 15:59:37	2.93	2.97	1530745177.9	37.378824	-122.06593	0.00	90.05	2974	204	-896	321	15:59:51	7.581568e+04
ICAO: a82563 (0)	Flight ID: CPZ5779	07/04/18 16:02:51	2.77	2.80	1530745371.9	37.38533	-122.070377	-1.17	73.32	2600	214	-1956	316	16:03:05	1.023525e+05
ICAO: aa9769 (0)	Flight ID: Other	07/04/18 16:05:25	2.99	3.02	1530745525.3	37.383495	-122.065688	-0.61	81.69	2450	211	-1255	321	16:05:39	6.714713e+04
ICAO: aa73e9 (0)	Flight ID: SWA815	07/04/18 16:08:12	1.27	1.65	1530745692.5	37.37396	-122.142171	0.11	90.03	5764	250	-1090	356	16:08:20	1.056484e+06
ICAO: 899036 (0)	Flight ID: EVA018	07/04/18 16:15:41	3.81	3.98	1530746141.8	37.429768	-122.11238	-1.64	69.95	6300	244	-412	118	16:16:00	8.576008e+03
ICAO: 4b191d (0)	Flight ID: SWR38	07/04/18 16:19:02	4.13	4.22	1530746342.0	37.432561	-122.138712	-0.51	84.30	4925	244	-129	93	16:19:21	5.330649e+03
ICAO: a21102 (0)	Flight ID: N232MA	07/04/18 16:19:01	4.57	4.57	1530746341.8	37.402675	-122.043477	-3.76	86.12	125	98	-817	339	16:19:23	6.822492e+03
