Closest approaches at NARWL (lat: 37.274781, long: -122.079306, elevation: 778.0), 20180704
Flights within 5 miles and 10 < altitude < 15000 feet
NARWL	37.5	32.0	38.2	37.0	39.7	9.2	5.2	3.4	2.6	2.1	1.8	0.7	0.4	0.2	0.2	0.2	0.2	10.0	5.6	4.1	3.0	2.2	2.1	12.7	7.1	4.6	3.7	3.1	2.5	13.3	7.5	4.8	3.7	2.9	2.3
icao (seg #)	Flight_ID	Date/Time	Gnd Dist	rca_dist	rca_time	rca_lat	rca_lon	rca_fract	dp_theta	rca_alt	rca_speed	rca_vert_rate	rca_trk	rca_snd_arr	SEL
ICAO: a19f29 (0)	Flight ID: Other	07/04/18 13:57:34	0.29	1.22	1530737854.5	37.278755	-122.080871	-0.29	79.54	7037	300	-879	343	13:57:40	2.481241e+06
ICAO: a07311 (0)	Flight ID: SKW5617	07/04/18 14:27:00	0.06	1.35	1530739620.5	37.275659	-122.079631	0.36	90.26	7919	284	-1436	343	14:27:06	1.875637e+06
ICAO: 0c2077 (0)	Flight ID: CMP208	07/04/18 14:28:40	0.06	1.34	1530739720.2	37.275524	-122.079691	0.26	90.23	7848	281	-858	344	14:28:46	1.959573e+06
ICAO: a82aac (1)	Flight ID: ASA1933	07/04/18 17:58:48	0.02	1.36	1530752328.0	37.274708	-122.079606	0.25	90.00	7975	270	48	344	17:58:54	1.927618e+06
ICAO: a513ea (0)	Flight ID: Other	07/04/18 14:32:31	2.02	2.39	1530739951.0	37.302494	-122.091184	0.00	90.00	7450	271	-896	343	14:32:42	1.935201e+05
ICAO: a1a986 (0)	Flight ID: CPZ6040	07/04/18 15:01:09	0.26	1.37	1530741669.4	37.27838	-122.080854	-0.20	83.21	7875	285	-1549	343	15:01:15	1.799653e+06
ICAO: a8522b (2)	Flight ID: ASA1935	07/04/18 19:26:47	4.24	4.49	1530757607.7	37.272189	-122.156385	-0.04	89.74	8550	253	-1066	357	19:27:08	3.076508e+03
ICAO: a813aa (1)	Flight ID: Other	07/04/18 16:27:02	2.30	2.40	1530746822.1	37.295791	-122.04688	-0.44	86.73	4475	125	220	326	16:27:13	4.041634e+05
ICAO: ~2b0f12 (0)	Flight ID: Other	07/04/18 15:14:30	4.08	4.16	1530742470.9	37.24477	-122.14325	0.00	90.00	4925	102	0	142	15:14:50	1.452551e+04
ICAO: ~2b07da (0)	Flight ID: Other	07/04/18 15:09:07	3.87	4.09	1530742147.5	37.328293	-122.100122	0.00	90.00	7775	248	-1152	343	15:09:26	6.790117e+03
ICAO: a1099f (0)	Flight ID: SKW5498	07/04/18 15:30:22	0.06	1.35	1530743422.9	37.275628	-122.079601	0.28	90.25	7912	281	-1416	344	15:30:29	1.904170e+06
ICAO: a05559 (2)	Flight ID: SKW5366	07/04/18 20:41:50	0.02	1.37	1530762110.4	37.275114	-122.079482	0.28	90.10	8015	287	-847	343	20:41:56	1.779834e+06
ICAO: a2c43e (0)	Flight ID: ASA330	07/04/18 15:43:00	2.89	3.05	1530744180.4	37.30838	-122.110641	-0.97	75.82	5875	232	-1090	68	15:43:14	5.740179e+04
ICAO: a14ad1 (0)	Flight ID: Other	07/04/18 15:47:10	0.09	1.30	1530744430.6	37.276069	-122.079343	0.48	90.38	7619	254	-350	344	15:47:16	2.408367e+06
ICAO: a14ad1 (2)	Flight ID: Other	07/04/18 21:39:23	0.07	1.30	1530765563.8	37.275843	-122.07914	0.05	90.30	7643	299	-957	344	21:39:29	2.024609e+06
ICAO: aa73e9 (0)	Flight ID: SWA815	07/04/18 16:06:13	1.94	2.40	1530745573.0	37.250289	-122.096709	0.11	90.16	8230	243	-1329	299	16:06:24	2.080281e+05
ICAO: ad41cd (0)	Flight ID: Other	07/04/18 16:44:52	3.72	3.81	1530747892.4	37.226258	-122.108521	0.33	90.04	5217	252	-1150	128	16:45:10	1.154795e+04
ICAO: ad41cd (0)	Flight ID: Other	07/04/18 16:45:27	4.11	4.16	1530747927.0	37.216897	-122.061857	-0.01	90.00	4140	251	-906	116	16:45:46	5.848152e+03
ICAO: a2e26a (0)	Flight ID: ASA1931	07/04/18 16:46:46	0.00	1.35	1530748006.3	37.274771	-122.079349	0.45	90.00	7925	253	64	344	16:46:52	2.109214e+06
ICAO: aa737d (0)	Flight ID: SWA672	07/04/18 16:48:23	0.10	1.54	1530748103.2	37.276108	-122.08002	-0.06	88.56	8900	255	-1106	343	16:48:30	1.334549e+06
ICAO: a98fc5 (1)	Flight ID: Other	07/04/18 18:24:47	2.44	2.52	1530753887.5	37.284751	-122.036708	0.33	90.22	4050	118	-469	341	18:24:59	3.348332e+05
ICAO: aa559e (0)	Flight ID: Other	07/04/18 17:10:02	0.40	1.42	1530749402.1	37.280382	-122.081392	-0.41	76.21	7950	321	-1763	343	17:10:08	1.423832e+06
ICAO: 406f72 (0)	Flight ID: BAW279	07/04/18 17:16:53	0.89	1.24	1530749813.2	37.284758	-122.069152	-0.11	86.02	5325	263	-846	121	17:16:59	2.716999e+06
ICAO: a9d605 (0)	Flight ID: UAL538	07/04/18 17:26:27	0.07	1.35	1530750387.5	37.275724	-122.079807	0.35	90.29	7903	287	-1393	343	17:26:33	1.872649e+06
ICAO: a94b2b (0)	Flight ID: UAL736	07/04/18 17:30:14	0.11	1.50	1530750614.3	37.276291	-122.08002	-0.05	88.92	8675	254	-1289	344	17:30:21	1.478280e+06
ICAO: ~2b07ea (0)	Flight ID: Other	07/04/18 17:28:24	0.47	1.52	1530750504.4	37.281499	-122.080556	0.00	90.00	8400	257	-1280	344	17:28:31	1.400394e+06
ICAO: a82a44 (0)	Flight ID: QXE2670	07/04/18 17:40:17	0.60	1.36	1530751217.8	37.266183	-122.080629	0.27	90.24	7203	243	-991	102	17:40:24	2.184343e+06
ICAO: c06aa4 (0)	Flight ID: Other	07/04/18 17:50:03	3.52	3.57	1530751803.0	37.324002	-122.062584	-0.53	80.44	3775	245	-1634	104	17:50:19	1.913326e+04
ICAO: a4bcf1 (0)	Flight ID: Other	07/04/18 18:02:10	0.51	0.99	1530752530.4	37.269675	-122.085986	0.01	90.20	5249	228	-400	125	18:02:15	5.968675e+06
ICAO: aad32f (1)	Flight ID: Other	07/04/18 22:05:20	0.04	1.13	1530767120.1	37.275287	-122.079174	0.11	90.18	6726	298	-1173	343	22:05:25	3.163322e+06
ICAO: 89911e (0)	Flight ID: CAL5107	07/04/18 18:26:55	0.11	1.36	1530754015.2	37.276285	-122.07966	-0.19	86.01	7925	264	288	343	18:27:01	2.003118e+06
ICAO: ad70ba (0)	Flight ID: Other	07/04/18 18:28:26	4.20	4.52	1530754106.3	37.233158	-122.134902	0.13	90.06	9678	263	-1096	318	18:28:47	2.774069e+03
ICAO: ab729e (0)	Flight ID: Other	07/04/18 18:33:24	0.66	0.73	1530754404.8	37.280894	-122.069987	-0.77	74.41	2400	136	-384	338	18:33:28	2.083687e+07
ICAO: a2d573 (0)	Flight ID: ASA319	07/04/18 19:05:47	0.35	1.40	1530756347.2	37.279633	-122.081247	-0.26	81.15	7950	280	-574	343	19:05:53	1.688693e+06
ICAO: a59d63 (0)	Flight ID: ASA402	07/04/18 19:14:57	1.40	1.65	1530756897.3	37.25473	-122.083292	-0.25	82.82	5325	252	-606	110	19:15:05	1.059978e+06
ICAO: a1babb (0)	Flight ID: CPZ6015	07/04/18 19:20:49	0.07	1.36	1530757249.3	37.275808	-122.079356	0.17	90.28	7946	256	-1355	344	19:20:55	2.054090e+06
ICAO: a85d50 (0)	Flight ID: ASA9201	07/04/18 19:22:17	0.04	1.35	1530757337.1	37.275261	-122.07978	-0.02	89.53	7900	257	-514	344	19:22:23	2.096635e+06
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 19:47:10	2.26	2.33	1530758830.2	37.282803	-122.119187	0.00	90.00	3650	92	-64	135	19:47:21	6.468621e+05
ICAO: a97db2 (0)	Flight ID: Other	07/04/18 19:42:35	3.03	3.12	1530758555.5	37.231269	-122.086822	-0.14	88.42	4618	236	-802	122	19:42:50	4.860687e+04
ICAO: ab0ed6 (0)	Flight ID: UAL2352	07/04/18 19:50:19	0.31	1.39	1530759019.3	37.278992	-122.081188	-0.35	78.43	7950	300	68	344	19:50:25	1.618070e+06
ICAO: abd230 (0)	Flight ID: SWA1379	07/04/18 19:54:46	0.06	1.36	1530759286.4	37.27565	-122.079435	-0.01	89.79	7950	253	-1026	343	19:54:52	2.077991e+06
ICAO: a8d465 (0)	Flight ID: UAL1677	07/04/18 19:56:28	0.79	1.53	1530759388.1	37.279037	-122.065878	-0.33	80.01	7700	253	-1323	6	19:56:35	1.371062e+06
ICAO: a2a686 (0)	Flight ID: ASA322	07/04/18 20:35:00	2.47	2.60	1530761700.6	37.239078	-122.082561	0.12	90.00	5025	253	34	99	20:35:12	1.317515e+05
ICAO: a085aa (0)	Flight ID: Other	07/04/18 20:32:42	2.55	2.60	1530761562.1	37.285462	-122.034838	0.38	90.09	3296	131	-144	335	20:32:54	2.562915e+05
ICAO: a4b7d7 (0)	Flight ID: ASA830	07/04/18 20:39:12	2.09	2.32	1530761952.1	37.244983	-122.085748	0.22	90.11	6061	273	-989	101	20:39:22	2.221926e+05
ICAO: a7d665 (0)	Flight ID: Other	07/04/18 20:42:21	2.49	2.68	1530762141.0	37.24044	-122.093005	-0.03	89.75	5975	224	-733	115	20:42:33	1.270286e+05
ICAO: abc51c (0)	Flight ID: AMX662	07/04/18 21:40:53	0.05	1.22	1530765653.4	37.275473	-122.079505	0.02	90.25	7197	288	-1031	343	21:40:59	2.602184e+06
ICAO: abec4d (0)	Flight ID: SWA2299	07/04/18 21:49:53	3.23	3.41	1530766193.8	37.22964	-122.094886	-0.61	82.35	6450	254	-768	114	21:50:09	2.539328e+04
ICAO: 0d05e1 (0)	Flight ID: AIJ830	07/04/18 21:50:37	0.06	1.32	1530766237.8	37.275628	-122.07923	0.42	90.24	7765	294	-1141	343	21:50:44	1.947642e+06
ICAO: a81dbc (0)	Flight ID: Other	07/04/18 22:07:43	3.65	3.79	1530767263.9	37.224519	-122.099603	-0.36	86.31	6225	260	-535	128	22:08:01	1.163911e+04
ICAO: ~2b0c2d (0)	Flight ID: Other	07/04/18 22:07:44	2.89	3.07	1530767264.5	37.23331	-122.086771	0.36	90.07	6223	259	-506	105	22:07:58	4.892200e+04
ICAO: a67b81 (0)	Flight ID: Other	07/04/18 22:23:52	3.75	3.83	1530768232.7	37.222957	-122.059132	0.32	90.09	4924	261	-654	51	22:24:10	1.074099e+04
ICAO: a5c899 (0)	Flight ID: ASA301	07/04/18 22:30:14	3.25	3.54	1530768614.7	37.22937	-122.095097	-0.59	83.19	8175	234	-1179	114	22:30:31	2.107165e+04
ICAO: a196f3 (0)	Flight ID: CPZ6085	07/04/18 22:28:25	0.07	1.35	1530768506.0	37.275631	-122.079934	0.15	90.28	7912	294	-1526	344	22:28:32	1.817789e+06
ICAO: 0c208c (0)	Flight ID: CMP382	07/04/18 23:04:57	0.06	1.34	1530770697.6	37.275677	-122.079575	0.19	90.27	7862	295	-1368	344	23:05:03	1.856544e+06
ICAO: a95fc7 (0)	Flight ID: TAI560	07/04/18 23:30:47	0.07	1.35	1530772247.4	37.275634	-122.080078	-0.07	88.11	7875	257	23	344	23:30:53	2.114176e+06
